ID	Method	Eval_Date	Mass_coef	Mg_pct	Mg_err	Mg_int	Mg_dl	Al_pct	Al_err	Al_int	Al_pct	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Pb	Pb	Pb	Pb
Dimension			cm?/g	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g
It.N.1.20-40.04	TQ Powders	6/28/2018 17:52	10.6713	0.0799	0.0029	5.9182	0.011	23.03	0.04	1250.0647	0.00001	11.21	0.02	1075.1389	0.0012	0.01072	0.0003	8.5485	0.0014	0.02087	0.00053	9.0391	0.00057	0.00266	0.00022	3.5809	0.00056	0.02321	0.0003	67.3608	0.00031	0.00051	0.00002	17.2456	0.00021	14620	10	15872.1191	0.1	107	0.6	288.191	0.6	74.2	0.5	262.731	0.4	50350	50	33387.0658	0.1	4.6	0.7	7.1314	0.9	22.5	0.5	49.4704	0.6	18	0.2	196.4704	0.3	603.9	1.8	1084.6798	0.1	56.3	0.6	99.2638	0.9	5.7	0.4	15.4151	1.2	7.4	0.7	18.5967	0.7
It.N.2.20-40.04	TQ Powders	6/28/2018 18:06	12.2733	0.1075	0.0039	5.6532	0.02	34.12	0.07	1104.3257	0.00001	12.89	0.03	923.751	0.0018	0.01718	0.00048	8.2976	0.0018	0.02993	0.00067	10.7013	0.0007	0.0034	0.00025	3.7175	0.00071	0.02534	0.00032	62.9416	0.00036	0.00182	0.00005	20.964	0.00025	14460	10	13839.5861	0.1	103.9	0.6	253.3006	0.7	70.3	0.5	226.3548	0.4	56290	50	30121.7629	0.1	7.5	0.7	10.2742	1	22.2	0.5	44.3239	0.7	17.5	0.2	165.8577	0.3	630	2	936.999	0.1	56.9	0.7	83.5268	1.1	5.7	0.4	13.5041	1.5	7.7	0.7	16.0808	0.8
It.N.3.20-40.04	TQ Powders	6/28/2018 18:20	10.7203	0.1155	0.0038	6.4253	0.011	23.33	0.05	1269.9543	0.00001	11.02	0.02	1055.2112	0.0012	0.01466	0.00039	9.2249	0.0014	0.02425	0.00056	10.4983	0.00056	0.0035	0.00024	4.2335	0.00056	0.02356	0.0003	68.3791	0.00031	0.00099	0.00003	19.7507	0.00021	14610	10	15860.7646	0.1	106.1	0.6	285.6602	0.6	72.6	0.5	256.9724	0.4	51000	50	33840.5702	0.1	7.3	0.7	11.2997	0.9	22.2	0.5	48.6308	0.6	17.4	0.2	189.1707	0.3	597.5	1.8	1071.2185	0.1	55.3	0.6	97.5698	0.9	6.8	0.4	17.8265	1.2	8.4	0.7	21.0878	0.6
It.N.4.20-40.04	TQ Powders	6/28/2018 18:34	10.8589	0.0884	0.0032	6.0186	0.011	23.55	0.05	1257.5618	0.00001	11.53	0.02	1085.8919	0.0012	0.01383	0.00036	9.327	0.0014	0.02452	0.00058	10.3897	0.00057	0.00473	0.00026	5.1106	0.00057	0.02579	0.00031	73.2693	0.00031	0.00096	0.00003	19.1945	0.00021	14830	10	15761.7575	0.1	107.1	0.6	283.0734	0.6	76.8	0.5	266.3902	0.4	50940	50	33129.8178	0.1	3.7	0.7	5.589	0.9	23.1	0.5	49.8958	0.6	19.4	0.2	207.5799	0.3	635.4	1.9	1123.9469	0.1	57.6	0.6	100.3526	0.9	6.2	0.4	16.4171	1.3	8.1	0.7	19.9117	0.7
It.N.1.40-60.04	TQ Powders	6/28/2018 18:48	11.3773	< 0.0020	0	4.7915	0.002	24.57	0.05	1236.2893	0.00001	11.61	0.03	1036.3969	0.0013	0.00997	0.00028	8.3576	0.0015	0.01995	0.00055	8.1379	0.00061	0.00336	0.00023	3.9574	0.00059	0.02308	0.00031	62.828	0.00032	0.0005	0.00002	17.0562	0.00022	15350	10	15634.3231	0.1	113.1	0.7	286.2546	0.7	77.4	0.5	257.352	0.4	53830	50	33389.9055	0.1	4.9	0.7	7.1368	0.9	24.1	0.5	49.6207	0.6	19.4	0.2	197.9712	0.3	649.8	1.9	1096.6139	0.1	58.5	0.7	97.446	0.9	6.8	0.4	16.9257	1.3	9.2	0.7	21.457	0.7
It.N.2.40-60.04	TQ Powders	6/28/2018 19:02	10.8722	0.101	0.0036	6.2223	0.011	23.66	0.05	1288.4706	0.00001	10.97	0.02	1047.3483	0.0013	0.0091	0.00025	8.5681	0.0014	0.02146	0.00055	9.2838	0.00058	0.00338	0.00022	4.1334	0.00056	0.02236	0.0003	64.7097	0.00031	0.0006	0.00002	18.2542	0.00021	15020	10	16234.2043	0.1	109	0.6	292.0975	0.6	74.8	0.5	262.9566	0.4	52560	50	34707.5388	0.1	3.1	0.7	4.7848	0.9	23.4	0.5	50.5025	0.6	18.5	0.2	198.8075	0.3	641.7	1.8	1140.2821	0.1	59	0.6	103.1039	0.9	7	0.4	18.0247	1.2	8.6	0.7	21.1704	0.7
It.N.4.40-60.04	TQ Powders	6/28/2018 19:16	11.4803	< 0.0020	0	4.6419	0.002	24.82	0.05	1209.7369	0.00001	11.91	0.03	1037.8642	0.0013	0.01181	0.00033	8.4888	0.0015	0.02055	0.00056	8.1775	0.00061	0.00233	0.0002	3.1803	0.00059	0.02398	0.00031	63.9066	0.00032	0.00078	0.00003	17.7252	0.00022	15350	10	15324.2429	0.1	110.5	0.7	274.7988	0.7	78	0.5	254.6864	0.4	53300	50	32356.4824	0.1	3.3	0.7	4.717	0.9	24.3	0.5	49.3163	0.6	19.3	0.2	194.5797	0.3	643.3	1.9	1071.4075	0.1	60	0.7	98.6452	0.9	6.8	0.4	16.8047	1.3	8.3	0.7	19.1091	0.7
It.N.3.40-60.04	TQ Powders	6/28/2018 19:30	10.9234	0.0985	0.0034	6.1526	0.011	23.56	0.05	1254.4988	0.00001	11	0.02	1035.6778	0.0013	0.01141	0.00031	8.6566	0.0014	0.02213	0.00056	9.4424	0.00057	0.00288	0.00022	3.7237	0.00056	0.02268	0.0003	64.994	0.00031	0.001	0.00003	19.9256	0.00021	14850	10	15907.3226	0.1	108.6	0.6	288.6623	0.6	73.6	0.5	257.1328	0.4	52520	50	34305.7934	0.1	7.4	0.7	11.1456	0.9	23.4	0.5	50.1865	0.7	18.3	0.2	194.1367	0.3	616.5	1.8	1085.1439	0.1	57.9	0.6	100.407	0.9	6.7	0.4	17.2942	1.2	7.7	0.7	18.8105	0.7
It.N.1.60-100.04	TQ Powders	6/28/2018 19:44	11.3065	0.0898	0.0032	5.966	0.011	24.48	0.05	1237.4016	0.00001	11.33	0.02	1016.6986	0.0013	0.00921	0.00026	8.2353	0.0015	0.01897	0.00054	7.7889	0.0006	0.00134	0.00015	2.5077	0.00058	0.02298	0.0003	63.1207	0.00032	0.00037	0.00001	16.5396	0.00022	15280	10	15701.0703	0.1	109.7	0.7	280.4937	0.6	76.3	0.5	255.819	0.4	53660	50	33550.961	0.1	3.7	0.7	5.3918	1	23.5	0.5	48.5513	0.7	19.3	0.2	198.2522	0.3	644.9	1.9	1097.2713	0.1	59	0.7	98.9654	0.9	6	0.4	15.5582	1.3	8	0.7	18.7904	0.7
It.N.2.60-100.04	TQ Powders	6/28/2018 19:58	11.422	< 0.0020	0	4.6166	0.002	24.71	0.05	1240.7163	0.00001	11.01	0.02	981.4967	0.0014	0.00714	0.00021	7.9136	0.0015	0.01921	0.00054	7.8761	0.00061	0.0055	0.00028	5.5371	0.00058	0.0248	0.00031	67.9697	0.00032	0.00039	0.00001	16.91	0.00022	15570	10	15971.2886	0.1	111.9	0.7	285.1443	0.7	78	0.5	261.0157	0.4	55050	50	34269.862	0.1	5	0.7	7.2693	0.9	24.1	0.5	49.2606	0.6	18.4	0.2	186.9798	0.3	658.5	1.9	1106.4443	0.1	57.5	0.7	95.5298	0.9	8.6	0.5	20.5682	1.3	8.3	0.7	19.4121	0.7
Bp.E1. Ee1.4.60-100.16	TQ Powders	7/2/2018 10:24	14.1633	0.0958	0.0037	6.0157	0.014	20.76	0.05	1032.6669	0.002	13.22	0.03	1241.9532	0.0017	0.01817	0.00056	8.9283	0.0018	0.00836	0.00049	3.7479	0.0008	< 0.00020	0	1.3372	0.0002	0.0613	0.00045	166.5768	0.00031	< 0.0010	0	24.5802	0.001	13630	10	13917.5052	0.1	150.4	0.8	379.7313	0.8	231.9	0.8	774.0133	0.4	93600	80	57707.0972	0.1	27.4	1.1	32.465	1.3	33.1	0.7	55.58	0.9	15.8	0.2	130.3937	0.4	662.4	2.1	944.8338	0.1	49.3	0.7	71.1035	1	4.1	0.4	10.3982	1.4	22.4	1	42.796	0.9
Bp.E1.Ee2.4.60-100.16	TQ Powders	7/2/2018 10:38	14.3632	0.0861	0.0033	5.8541	0.014	20.8	0.05	1000.4176	0.002	13.12	0.03	1200.5521	0.0017	0.01778	0.00055	8.7301	0.0018	0.00774	0.00049	3.4149	0.0008	< 0.00070	0	1.5545	0.00069	0.06132	0.00045	163.6496	0.00031	0.00106	0.00003	29.0956	0.00025	13650	10	13703.241	0.1	150.5	0.8	374.1916	0.8	227.9	0.8	749.2262	0.4	94640	80	57176.547	0.1	27.1	1.1	31.5928	1.3	33	0.7	54.4075	0.9	16.6	0.3	134.5031	0.4	667	2.1	933.5494	0.1	49.5	0.7	70.3825	1.1	4.7	0.4	11.2745	1.4	21.5	1	40.2705	0.9
Bp.E1.Ee2.2.60-100.16	TQ Powders	7/2/2018 10:51	13.821	0.0701	0.0028	5.7068	0.013	20.43	0.04	1037.8352	0.0019	12.43	0.03	1192.1396	0.0017	0.01463	0.00046	8.5896	0.0017	0.00808	0.00047	3.7289	0.00078	0.00337	0.00026	4.0585	0.00067	0.03559	0.00036	99.7735	0.00032	0.00044	0.00001	26.7921	0.00023	13850	10	14561.3086	0.1	135.1	0.7	351.2414	0.8	213.7	0.7	732.7271	0.4	91440	80	57815.1525	0.1	31.3	1	37.9531	1.3	32.1	0.7	55.2071	0.9	15.6	0.2	132.1642	0.4	673.4	2.1	982.2025	0.1	52.8	0.7	77.3709	1	5.6	0.4	13.2916	1.4	22	1	42.9308	0.9
Bp.E1.L.4.60-100.16	TQ Powders	7/2/2018 11:05	14.1033	0.0706	0.0028	5.6988	0.014	20.39	0.05	1019.6551	0.002	12.8	0.03	1213.5925	0.0017	0.01749	0.00054	8.9536	0.0018	0.00801	0.00048	3.6475	0.00079	0.00092	0.00012	2.2127	0.00069	0.05981	0.00044	164.7923	0.00031	0.00128	0.00003	30.1273	0.00025	13480	10	13957.2972	0.1	151.4	0.8	387.7085	0.8	231	0.8	781.9042	0.4	94060	80	58651.4482	0.1	31.5	1.1	37.5347	1.2	34.9	0.7	58.9019	0.9	16.1	0.3	133.3595	0.4	672.2	2.1	961.3858	0.1	50.7	0.7	73.2963	1	6	0.5	13.7134	1.4	22.2	1	42.4432	0.9
Bp.E1.T.4.60-100.16	TQ Powders	7/2/2018 11:19	14.1534	0.0733	0.0029	5.7115	0.014	20.41	0.05	1000.6289	0.0021	12.92	0.03	1207.553	0.0017	0.01444	0.00046	8.4576	0.0018	0.00713	0.00047	3.2763	0.0008	< 0.00020	0	0	0.0002	0.06249	0.00045	170.1349	0.0003	0.00101	0.00003	29.2403	0.00025	13440	10	13768.2592	0.1	150.1	0.8	380.7546	0.8	227.3	0.8	761.8277	0.4	93810	80	57771.1932	0.1	27.8	1.1	32.9379	1.2	33.5	0.7	56.1379	0.9	15.7	0.3	129.723	0.4	688.3	2.1	976.9939	0.1	51.5	0.7	73.8928	1.1	5.5	0.4	12.8836	1.4	23.3	1	44.3278	0.9
Bp.E1.L.2.60-100.16	TQ Powders	7/2/2018 11:33	14.0362	0.0808	0.0031	5.8219	0.014	20.69	0.05	1028.8524	0.0019	12.44	0.03	1171.448	0.0018	0.01657	0.00051	8.8372	0.0018	0.00825	0.00048	3.7435	0.00079	< 0.00068	-0.00021	1.6796	0.00068	0.03435	0.00035	94.9075	0.00032	< 0.0010	0	23.7462	0.001	13970	10	14479.5963	0.1	137.2	0.8	351.6209	0.8	219.1	0.8	741.0311	0.4	93060	80	57913.4074	0.1	28.4	1.1	33.882	1.2	34	0.7	57.5108	0.8	15.2	0.2	126.6691	0.4	677	2.1	970.072	0.1	50.9	0.7	73.6842	1.1	2.8	0.4	8.1778	1.4	22.2	1	42.5958	0.8
Bp.E1.T.2.60-100.16	TQ Powders	7/2/2018 11:47	13.9852	0.0375	0.0016	5.2707	0.014	20.49	0.05	1012.6665	0.002	12.34	0.03	1159.3768	0.0018	0.01493	0.00047	8.5736	0.0018	0.00751	0.00047	3.4346	0.00079	< 0.00069	-0.00037	1.7996	0.00068	0.03322	0.00035	91.9328	0.00031	0.00405	0.00007	43.4284	0.00022	13830	10	14362.5295	0.1	137.2	0.8	352.6753	0.8	215	0.8	728.9854	0.4	92590	80	57624.6575	0.1	27.9	1.1	33.3586	1.2	33	0.7	55.9558	0.8	15.8	0.2	131.5463	0.4	680.7	2.1	975.7492	0.1	51.7	0.7	74.8267	1.1	5.5	0.4	12.8995	1.4	21.7	1	41.6219	0.9
Bp.E1.Ee1.2.60-100.16	TQ Powders	7/2/2018 12:01	13.8021	0.0513	0.0021	5.4646	0.013	20.26	0.04	1033.9692	0.0019	12.31	0.03	1187.9647	0.0017	0.01476	0.00046	8.6517	0.0017	0.00745	0.00047	3.4915	0.00078	< 0.00020	0	1.3093	0.0002	0.03309	0.00035	93.3881	0.00031	0.00099	0.00003	29.5938	0.00022	13750	10	14544.0721	0.1	138.7	0.8	362.5955	0.8	217.7	0.8	751.4181	0.4	91850	80	58414.9262	0.1	32	1	38.9514	1.3	32.8	0.7	56.5022	0.9	15.9	0.2	134.4488	0.4	674.7	2.1	984.9257	0.1	50.8	0.7	74.7489	1	5.1	0.4	12.4403	1.4	22.1	1	43.1524	0.9
Bp.E1.Ee2.3.60-100.16	TQ Powders	7/2/2018 12:15	14.7682	0.0494	0.002	5.4196	0.013	19.31	0.04	953.939	0.002	12.6	0.03	1144.9869	0.0018	0.01467	0.00048	8.0714	0.0018	0.0077	0.00048	3.3945	0.00081	< 0.00020	0	1.3477	0.0002	0.05552	0.00043	145.6478	0.0003	0.00041	0.00001	26.0544	0.00024	13650	10	13435.5616	0.1	145.6	0.8	354.8081	0.8	215.6	0.8	694.1713	0.4	94900	80	56774.4707	0.1	30.7	1.1	34.8558	1.2	35.2	0.7	56.5873	0.8	15.7	0.3	124.8455	0.4	667.2	2.1	919.6747	0.1	49.9	0.7	69.7424	1.1	6.3	0.5	13.932	1.4	24	1	43.9047	0.9
Bp.E1.Ee1.3.60-100.16	TQ Powders	7/2/2018 12:29	16.1829	0.0544	0.0022	5.2099	0.029	29.09	0.07	912.9998	0.0042	14.81	0.03	1085.7602	0.0029	0.01836	0.00058	8.075	0.0026	0.00778	0.0005	3.1822	0.0011	< 0.00020	0	0.9871	0.0002	0.05631	0.00042	144.8438	0.00041	< 0.0010	0	21.859	0.001	12350	10	12416.0106	0.1	133.7	0.7	344.145	1	187.9	0.7	644.3629	0.5	96870	90	53250.5246	0.1	25.2	0.9	32.776	1.5	27.8	0.6	52.4526	1	12.7	0.2	113.3009	0.4	606.9	2	855.5612	0.1	46.5	0.7	65.8223	1.4	4.5	0.4	10.988	1.9	18.3	0.9	35.4971	1.1
Bp.E1.L.3.60-100.16	TQ Powders	7/2/2018 12:43	14.1442	0.0736	0.0029	5.7224	0.014	19.85	0.04	982.4954	0.0021	12.45	0.03	1181.7131	0.0018	0.01247	0.00042	8.0473	0.0018	0.00793	0.00047	3.6766	0.00079	< 0.00068	0	1.561	0.00067	0.05888	0.00043	163.361	0.00031	< 0.0010	0	23.1809	0.001	13540	10	14128.1507	0.1	165.7	0.8	426.7301	0.8	214.7	0.8	732.1222	0.4	95290	80	59530.6048	0.1	32.5	1.1	38.5371	1.2	34.1	0.7	57.2542	0.9	16.1	0.3	132.8	0.4	676.7	2.1	960.8864	0.1	49.7	0.7	71.3548	1.1	5.9	0.5	13.4508	1.4	24.9	1.1	47.2654	0.9
Bp.E1.Ee2.1.60-100.16	TQ Powders	7/2/2018 12:57	14.3067	0.0916	0.0035	5.9435	0.014	21.14	0.05	1034.9573	0.002	12.53	0.03	1158.6401	0.0018	0.01721	0.00054	8.7213	0.0018	0.00767	0.00048	3.4805	0.0008	< 0.00020	0	1.2224	0.0002	0.03346	0.00035	90.9989	0.00032	< 0.0010	0	22.8237	0.001	14160	10	14437.1271	0.1	138.6	0.8	349.5375	0.8	241.9	0.8	805.0173	0.4	95210	90	58312.3936	0.1	29.4	1.1	34.4551	1.2	34.6	0.7	57.5024	0.8	16.2	0.3	132.0297	0.4	667.2	2.1	940.012	0.1	52.1	0.7	74.1454	1	6.4	0.5	14.275	1.4	23.6	1	44.4297	0.9
Bp.E1.Ee1.1.60-100.16	TQ Powders	7/2/2018 13:25	14.251	0.0406	0.0017	5.294	0.014	20.98	0.05	1012.4197	0.002	12.36	0.03	1134.822	0.0019	0.0198	0.00059	9.122	0.0018	0.00889	0.0005	3.9266	0.0008	< 0.00020	0	1.382	0.0002	0.03529	0.00036	95.835	0.00032	0.00046	0.00001	26.6947	0.00023	14090	10	14367.4483	0.1	140.3	0.8	353.6304	0.8	249.1	0.8	829.4521	0.4	94430	80	57631.3108	0.1	34.6	1.1	40.6447	1.2	33.3	0.7	55.4049	0.9	15.9	0.3	129.8551	0.4	661.9	2.1	931.6354	0.1	51.8	0.7	73.4888	1	3.2	0.4	8.7822	1.4	22.2	1	41.8422	0.9
Bp.E1.L.1.60-100.16	TQ Powders	7/2/2018 13:39	14.0756	0.0438	0.0018	5.3517	0.014	20.41	0.05	1015.5128	0.002	12.21	0.03	1154.2721	0.0018	0.01567	0.00048	8.6846	0.0017	0.00781	0.00048	3.5752	0.00079	< 0.00068	-0.00059	1.9601	0.00068	0.03524	0.00035	98.07	0.00031	< 0.00022	-0.00009	25.5373	0.00022	13930	10	14536.5656	0.1	135.9	0.7	350.9523	0.8	242.6	0.8	826.4496	0.4	94270	80	58949.3335	0.1	34.8	1.1	41.4579	1.3	31.4	0.7	52.9796	0.9	16	0.2	132.8872	0.4	679	2.1	969.9202	0.1	51	0.7	73.7731	1.1	5	0.4	11.9571	1.4	21.7	1	41.5747	0.9
Bp.E1.T.3.60-100.16	TQ Powders	7/2/2018 13:53	14.1997	0.0831	0.0032	5.8449	0.014	20.44	0.05	1011.508	0.002	12.8	0.03	1203.6563	0.0017	0.01462	0.00047	8.2641	0.0018	0.00788	0.00048	3.583	0.00079	< 0.00020	0	1.2114	0.0002	0.05658	0.00043	154.9653	0.00031	< 0.0010	0	22.153	0.001	13500	10	13904.4774	0.1	149.5	0.8	380.6211	0.8	213.6	0.8	719.1402	0.4	94870	90	58755.8648	0.1	26.8	1.1	31.6652	1.2	35.5	0.7	59.4159	0.8	15.8	0.3	130.0514	0.4	659.8	2.1	936.6071	0.1	51.6	0.7	74.1093	1.1	5.9	0.5	13.5027	1.4	22.9	1	43.5106	0.8
Bp.E1.T.1.60-100.16	TQ Powders	7/2/2018 14:07	14.0948	0.0657	0.0026	5.6178	0.014	20.43	0.05	1004.0109	0.002	12.17	0.03	1140.3011	0.0018	0.0163	0.0005	8.7831	0.0017	0.00876	0.00049	3.9438	0.00079	0.0008	0.00011	2.1236	0.00068	0.03418	0.00035	94.5876	0.00032	0.00058	0.00002	27.6051	0.00023	13890	10	14425.8829	0.1	133.3	0.7	342.7726	0.8	235.7	0.8	799.2783	0.4	94150	80	58507.367	0.1	29.8	1.1	35.3359	1.2	33.2	0.7	55.8479	0.9	16	0.3	132.3242	0.4	681.8	2.1	970.2209	0.1	52	0.7	74.5877	1	5.5	0.4	12.9229	1.4	22	1	41.9259	0.9
JP.P.2.0-10.16	TQ Powders	7/2/2018 14:21	9.1814	0.02	0.0008	5.0869	0.011	12.71	0.03	692.6698	0.0065	26.74	0.04	2730.5966	0.00001	0.01405	0.00047	6.5625	0.0016	0.01915	0.0005	7.0617	0.0005	0.00327	0.00024	3.6335	0.00059	0.02247	0.00027	53.3901	0.00021	0.104	0.0004	414.0973	0.00011	3357	5	2960.5967	0.1	28.9	0.4	69.3555	0.5	72.4	0.5	217.8203	0.4	16020	20	9749.8601	0.1	6.1	0.5	11.0742	0.7	15.9	0.4	40.4103	0.5	2.8	0.1	37.1597	0.2	327.5	1.2	697.5051	0.1	10.1	0.3	23.42	0.7	2.2	0.3	8.4687	0.9	5.9	0.3	18.1205	0.4
JP.P.1.0-10.16	TQ Powders	7/2/2018 14:35	10.5663	< 0.0020	0	4.551	0.002	17.28	0.05	591.3113	0.011	31.56	0.04	2469.5575	0.00001	0.01903	0.00064	6.0691	0.0019	0.01967	0.0005	6.998	0.00053	0.00386	0.00022	3.9713	0.00063	0.01647	0.00022	40.3726	0.00022	0.05806	0.00029	242.8303	0.00014	2560	4	2427.4764	0.1	23.8	0.3	61.836	0.4	55.3	0.4	183.7573	0.4	14980	20	8304.2895	0.1	3.9	0.5	6.6374	0.8	14.4	0.3	35.7333	0.5	2.4	0.1	28.3563	0.3	295.9	1.3	517.1497	0.3	9.6	0.3	18.9881	1	1.5	0.2	6.2036	1.1	6.1	0.3	15.3156	0.6
JP.P.3.0-10.16	TQ Powders	7/2/2018 14:49	11.1183	< 0.0020	0	4.7815	0.002	20.66	0.05	663.8939	0.01	28.5	0.04	2115.3568	0.00001	0.01281	0.00046	5.442	0.0018	0.01628	0.00047	5.7056	0.00056	0.00153	0.00014	2.4869	0.00063	0.01754	0.00023	42.5403	0.00023	0.05483	0.00029	227.7491	0.00015	2939	5	2769.7381	0.1	28.3	0.3	72.7833	0.4	57.1	0.4	188.7335	0.4	15850	20	8600.5521	0.1	2.5	0.5	4.1269	0.8	11	0.3	26.6037	0.6	2.9	0.1	33.1626	0.3	339.9	1.4	576.9232	0.1	10	0.4	19.2219	1	2.3	0.3	7.9005	1.2	5.1	0.4	12.2794	0.6
JP.P.4.10-20.16	TQ Powders	7/2/2018 15:02	9.292	0.0404	0.0015	5.3815	0.011	14.78	0.03	794.7236	0.0053	24.59	0.03	2440.0533	0.00001	0.016	0.00049	7.2112	0.0016	0.02126	0.00052	7.9026	0.0005	0.00279	0.00022	3.3361	0.0006	0.02177	0.00026	52.1194	0.00022	0.0395	0.00026	161.7055	0.00015	4031	6	3590.1453	0.1	30.5	0.4	73.8582	0.5	85.3	0.5	258.7079	0.4	18430	20	11285.4629	0.1	2.7	0.5	4.8966	0.7	10.2	0.3	25.7046	0.5	2.5	0.1	32.8815	0.2	359.5	1.3	759.7339	0.1	12	0.3	26.9147	0.7	3.2	0.3	10.8915	0.9	7.1	0.3	21.5817	0.5
JP.P.2.0-10.04	TQ Powders	7/2/2018 15:16	9.5212	0.02302	0.00091	5.1363	0.011	14.21	0.03	769.9865	0.006	25.41	0.04	2541.0919	0.00001	0.01171	0.00037	6.7826	0.0016	0.01862	0.00051	6.8049	0.00053	0.00374	0.00026	3.9295	0.00061	0.0217	0.00027	51.3624	0.00022	0.03212	0.00024	131.1585	0.00016	3965	6	3484.4231	0.1	43.6	0.4	102.1485	0.5	73.1	0.5	218.5264	0.4	20290	20	12249.8912	0.1	3.9	0.5	6.7018	0.7	11.7	0.3	28.8648	0.5	2.3	0.1	30.0768	0.2	388.7	1.3	808.6315	0.1	14.2	0.4	31.1605	0.8	4.1	0.3	13.2322	1	4.5	0.3	13.3528	0.5
JP.P.3.10-20.16	TQ Powders	7/2/2018 15:30	9.8095	< 0.0020	0	4.7051	0.002	10.75	0.03	717.9308	0.0043	21.15	0.03	2380.7626	0.00001	0.01004	0.00034	6.0248	0.0014	0.01827	0.00047	7.0843	0.00043	0.00378	0.00022	4.1315	0.00051	0.01739	0.00023	44.5855	0.00019	0.02635	0.0002	116.0794	0.00014	3329	5	3183.5778	0.1	23.8	0.3	62.4554	0.4	61.5	0.4	200.1799	0.4	14250	20	9378.022	0.1	1.8	0.5	3.3544	0.6	8	0.3	21.3649	0.5	2.1	0.1	29.7705	0.2	319.6	1.2	713.1998	0.1	9.5	0.3	23.2037	0.7	3	0.3	10.6946	0.9	3.4	0.3	10.8629	0.4
JP.P.4.0-10.16	TQ Powders	7/2/2018 15:44	9.683	0.01704	0.00068	5.0912	0.0092	10.25	0.03	684.8586	0.0053	23.55	0.03	2732.4514	0.00001	0.01061	0.00038	5.9218	0.0015	0.01558	0.00045	6.0671	0.00047	0.00459	0.00024	4.6743	0.00054	0.01654	0.00022	42.3294	0.00019	0.07422	0.00034	319.0742	0.00011	2770	4	2639.341	0.1	23	0.3	60.0692	0.4	59	0.4	192.1202	0.4	14610	20	9603.7558	0.1	2.8	0.5	5.2935	0.6	13	0.3	35.0472	0.5	2.5	0.1	35.4506	0.2	301.4	1.1	672.7027	0.1	10.4	0.3	25.084	0.7	2.7	0.3	9.9637	0.9	4.1	0.3	13.1747	0.4
JP.P.2.10-20.16	TQ Powders	7/2/2018 15:58	9.1325	< 0.011	-0.0078	4.9104	0.011	12.18	0.03	673.7565	0.0066	27.85	0.04	2888.8937	0.00001	0.01909	0.00066	6.1941	0.0016	0.02012	0.00051	7.3356	0.00051	0.00336	0.00024	3.6836	0.00061	0.0187	0.00025	44.4162	0.00021	0.06491	0.00033	259.2008	0.00013	3096	5	2726.6185	0.1	39.5	0.4	91.3584	0.5	63.3	0.4	190.2848	0.4	15300	20	9311.4358	0.1	2.3	0.5	4.1797	0.7	13.1	0.3	33.5179	0.5	3	0.1	40.2295	0.2	235.7	1	506.9129	0.3	8.7	0.3	21.037	0.7	1.9	0.2	7.9039	0.8	3.9	0.3	12.1171	0.4
JP.E1.2.0-10.04	TQ Powders	7/2/2018 16:30	9.5889	< 0.0020	0	4.5112	0.002	12.93	0.03	691.6031	0.006	25.35	0.04	2473.4567	0.00001	0.01585	0.00058	5.6225	0.0016	0.02201	0.00054	7.6788	0.00048	0.00317	0.00023	3.4752	0.00059	0.02081	0.00026	46.7494	0.00021	0.00342	0.0001	16.3885	0.00016	3149	5	2605.519	0.1	22.8	0.3	51.3074	0.5	69.4	0.4	195.6178	0.4	15810	20	9012.0553	0.1	< 0.8	-0.8	1.3387	0.8	6.8	0.3	16.3866	0.5	1.1	0.1	13.9535	0.2	252.1	1.1	518.624	0.3	7.6	0.3	17.8701	0.7	1.7	0.2	7.2122	0.8	2.5	0.3	7.2797	0.5
