McMahon_6-27-18
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Sc	Sc	Sc	Sc	Ti	Ti	Ti	Ti	V	V	V	V	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Rb	Rb	Rb	Rb	Sr	Sr	Sr	Sr	Y	Y	Y	Y	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Tc	Tc	Tc	Tc	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	Te	Te	Te	Te	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	La	La	La	La	Hf	Hf	Hf	Hf	Ta	Ta	Ta	Ta	W	W	W	W	Re	Re	Re	Re	Os	Os	Os	Os	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	Po	Po	Po	Po	At	At	At	At	
Eu.N.4.60-100.16	TQ Powders	7/26/2018 5:21:05 PM	9.1181	< 0.0020	(0.0)	4.5358	0.0020	18.05	0.04	1005.1805	0.0047	22.57	0.03	2241.1610	0.00001	< 0.00030	(0.0)	2.7335	0.00030	0.02898	0.00059	11.2647	0.00044	0.00480	0.00028	4.7583	0.00058	0.03277	0.00034	81.6697	0.00029	0.01045	0.00016	47.3979	0.00021					11870	10	11008.8655	0.1	< 1.0	(0.0)	0.0000	1.0	31.5	0.3	91.0306	0.3	44.5	0.4	136.8180	0.5	15380	20	9558.0031	0.1	< 11	(2.5)	1.6740	11	23.3	0.6	32.8737	1.0	5.1	0.5	9.3222	0.7	28.3	0.4	73.6467	0.5	30.8	0.4	103.6223	0.6	2.0	0.3	5.2732	0.6	6.3	0.3	33.4178	0.3	1.5	0.1	9.2804	0.3	18.0	0.2	128.1468	0.2	0.8	0.1	12.6598	0.2	13.2	0.1	178.0955	0.2	8.1	0.2	112.3377	0.4	1269	2	2721.0761	0.1	43.2	0.5	91.5972	0.8	5.8	0.5	17.8119	1.5					0.8	0.2	2.9071	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.7469	0.3	3.2	0.1	35.9318	0.8	2.1	0.3	5.1243	0.7	3.9	0.2	15.9273	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	19.5	0.8	59.4840	2.9	< 1.0	(0.0)	8.7458	1.0	< 1.5	(0.0)	53.0170	1.5	< 2.0	(0.0)	45.1704	2.0	32.6	1.2	23.8444	2.1	< 1.6	(0.0)	18.7805	1.6	< 1.2	(0.0)	2.8563	1.2																	3.3	0.4	7.1565	0.7	< 0.7	(0.0)	1.7787	0.7	< 0.7	(0.0)	0.0000	0.7	12.7	0.4	39.6012	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.3.60-100.16	TQ Powders	7/26/2018 5:05:56 PM	9.5396	0.1028	0.0034	6.3370	0.0096	18.82	0.04	1027.3270	0.0034	21.25	0.03	2030.7514	0.00001	< 0.00030	(0.0)	2.5189	0.00030	0.02725	0.00058	10.3742	0.00045	0.00426	0.00026	4.3136	0.00058	0.03476	0.00035	83.5420	0.00029	0.01076	0.00017	47.4520	0.00021					11350	10	10110.1463	0.1	< 1.0	(0.0)	0.0000	1.0	34.5	0.3	93.7624	0.3	44.4	0.4	131.2727	0.4	17690	20	10579.1015	0.1	< 3.0	(0.0)	0.7841	3.0	24.7	0.7	33.2831	1.0	4.1	0.5	7.1807	0.7	31.4	0.5	77.6674	0.5	33.5	0.5	107.3086	0.6	0.9	0.3	2.1563	0.6	4.8	0.3	24.6992	0.3	1.0	0.2	5.7570	0.3	12.9	0.2	87.1076	0.2	1.1	0.1	15.9503	0.2	14.1	0.1	182.4792	0.2	7.6	0.2	101.8714	0.4	1235	2	2564.6385	0.1	43.9	0.5	90.2904	0.8	6.2	0.5	18.2784	1.5					1.2	0.2	3.8197	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.7669	0.3	4.8	0.1	38.6626	0.8	2.6	0.3	6.3295	0.7	4.2	0.2	16.5400	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	10.8	0.6	40.9398	2.9	< 1.0	(0.0)	7.7497	1.0	< 1.5	(0.0)	60.3201	1.5	< 2.0	(0.0)	44.3188	2.0	32.3	1.2	23.0072	2.2	< 1.6	(0.0)	20.5621	1.6	< 1.2	(0.0)	2.8372	1.2																	2.6	0.4	5.4474	0.7	< 0.7	(0.0)	5.4062	0.7	< 0.7	(0.0)	0.0000	0.7	14.1	0.4	41.9908	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.2.60-100.16	TQ Powders	7/26/2018 4:50:48 PM	9.3258	0.0899	0.0031	6.1053	0.010	19.48	0.04	1067.0310	0.0027	19.95	0.03	1938.9344	0.00001	< 0.00030	(0.0)	2.0190	0.00030	0.03527	0.00063	13.9214	0.00043	0.00360	0.00025	3.9996	0.00057	0.03535	0.00034	89.9112	0.00028	0.00839	0.00015	41.2216	0.00021					11050	10	10490.5829	0.1	< 1.5	(1.5)	4.2479	1.5	41.4	0.3	113.3430	0.3	47.2	0.4	148.6929	0.4	21130	20	13436.0895	0.1	< 11	(0.0)	1.5804	11	26.1	0.7	36.3823	1.0	4.0	0.5	7.2508	0.7	33.4	0.5	85.2052	0.5	37.5	0.5	123.7553	0.6	< 0.5	(0.0)	0.0000	0.5	5.7	0.3	30.3168	0.3	1.8	0.2	10.5505	0.3	12.1	0.2	84.1267	0.2	1.2	0.1	17.5130	0.2	14.6	0.1	192.3658	0.2	7.9	0.2	108.4420	0.4	1117	2	2360.9331	0.1	41.5	0.5	86.9538	0.8	5.8	0.5	17.5852	1.5					0.9	0.2	2.9165	0.5	< 0.5	(0.0)	0.0000	0.5	0.6	0.1	3.3718	0.5	3.6	0.1	36.5733	0.8	2.5	0.3	6.1653	0.7	3.9	0.2	15.8254	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	2.7196	0.5	< 0.5	(0.0)	0.0000	0.5	14.9	0.7	49.8145	2.9	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	63.8063	1.5	< 2.0	(0.0)	41.9510	2.0	28.2	1.2	20.7700	2.2	< 1.6	(0.0)	17.6732	1.6	< 1.3	(0.0)	3.4919	1.3																	2.9	0.4	6.1296	0.8	< 0.7	(0.0)	5.9053	0.7	< 0.7	(0.0)	0.0000	0.7	15.3	0.5	46.6765	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.1.60-100.16	TQ Powders	7/26/2018 4:35:41 PM	9.4328	0.0963	0.0032	6.1992	0.0099	19.95	0.04	1088.9096	0.0014	19.76	0.03	1899.7673	0.00001	< 0.00030	(0.0)	1.9077	0.00030	0.03592	0.00064	14.0617	0.00043	0.00513	0.00027	5.0186	0.00058	0.03529	0.00034	88.9506	0.00028	0.00443	0.00011	24.3172	0.00021					10900	10	10250.8095	0.1	< 1.9	(1.9)	4.6000	1.9	42.4	0.3	113.9973	0.3	47.6	0.4	148.8426	0.4	21840	30	13757.9614	0.1	< 3.0	(0.0)	1.3217	3.0	23.6	0.7	32.6942	1.0	< 0.7	(0.7)	1.2054	0.7	32.6	0.5	82.1161	0.5	33.7	0.5	110.2107	0.6	< 0.5	(0.0)	0.0000	0.5	5.0	0.3	26.1279	0.3	1.4	0.2	8.5331	0.3	12.5	0.2	86.3668	0.2	1.0	0.1	15.2157	0.2	13.8	0.1	179.6066	0.2	7.0	0.2	96.2321	0.4	1062	2	2227.9442	0.1	40.0	0.5	83.4583	0.7	5.3	0.5	16.2159	1.4					0.8	0.2	2.7892	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	2.6	0.1	34.8226	0.8	2.6	0.3	6.3632	0.6	3.8	0.2	15.6484	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	2.3304	0.5	< 0.5	(0.0)	0.0000	0.5	14.8	0.7	49.5292	2.8	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	56.3874	1.5	< 2.0	(0.0)	37.5514	2.0	27.2	1.1	20.8727	2.2	< 1.6	(0.0)	22.7337	1.6	< 1.2	(0.0)	2.8232	1.2																	3.2	0.4	6.8095	0.8	< 0.7	(0.0)	5.0014	0.7	< 0.7	(0.0)	0.0000	0.7	15.4	0.5	46.4507	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.4.40-60.16	TQ Powders	7/26/2018 3:42:18 PM	8.7886	0.0273	0.0011	5.2098	0.011	14.19	0.03	810.7158	0.0062	27.34	0.04	2869.2758	0.00001	< 0.00030	(0.0)	2.9838	0.00030	0.03171	0.00061	11.9068	0.00042	0.00632	0.00032	5.6834	0.00059	0.02753	0.00031	66.9400	0.00027	0.01318	0.00017	55.8418	0.00019					8970	10	8113.2816	0.1	< 1.0	(0.0)	0.0000	1.0	24.3	0.3	70.4141	0.3	36.3	0.4	109.9173	0.4	9753	15	5996.9124	0.1	< 3.0	(0.0)	0.5431	3.0	18.3	0.6	26.7122	1.0	1.8	0.5	3.4633	0.7	18.3	0.4	49.1825	0.5	19.3	0.4	67.5030	0.6	< 0.5	(0.0)	0.0000	0.5	1.7	0.2	9.8467	0.3	1.2	0.1	7.6335	0.3	13.2	0.2	96.6231	0.2	0.4	0.1	6.7216	0.2	8.7	0.1	121.5115	0.2	6.6	0.2	96.0083	0.3	1006	2	2225.5946	0.1	30.9	0.5	68.2780	0.7	5.1	0.5	16.3590	1.4					1.0	0.2	3.3484	0.5	< 0.5	(0.0)	0.0000	0.5	0.6	0.1	3.5214	0.5	3.6	0.1	36.7337	0.8	2.7	0.3	6.9192	0.7	4.8	0.2	18.8055	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	12.3	0.6	44.6537	2.9	< 1.0	(0.0)	8.5625	1.0	< 1.5	(0.0)	41.4412	1.5	< 2.0	(0.0)	33.1752	2.0	26.3	1.0	20.8821	2.1	< 1.6	(0.0)	22.3985	1.6	< 1.2	(0.4)	3.6272	1.2																	2.9	0.4	6.5269	0.7	< 0.7	(0.0)	5.5330	0.7	< 0.7	(0.0)	0.0000	0.7	8.3	0.3	26.7635	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.3.40-60.16	TQ Powders	7/26/2018 3:27:12 PM	8.9298	0.0454	0.0017	5.4758	0.011	16.63	0.04	939.7592	0.0055	24.24	0.03	2475.5438	0.00001	< 0.00030	(0.0)	2.4803	0.00030	0.02956	0.00059	11.4382	0.00043	0.00468	0.00028	4.6872	0.00058	0.03158	0.00033	78.9485	0.00028	0.01382	0.00018	61.3269	0.00020					10190	10	9500.9113	0.1	< 1.0	(0.0)	0.0000	1.0	28.8	0.3	83.5687	0.3	40.5	0.4	125.9609	0.4	14100	20	8868.8329	0.1	< 3.0	(0.0)	0.1253	3.0	21.5	0.6	31.0329	1.0	2.5	0.5	4.6795	0.7	24.8	0.4	65.7530	0.5	25.5	0.4	87.8030	0.6	< 0.5	(0.0)	0.0000	0.5	3.3	0.2	17.9450	0.3	1.2	0.1	7.5728	0.3	13.4	0.2	97.5484	0.2	0.9	0.1	13.1610	0.2	11.2	0.1	153.9007	0.2	6.9	0.2	99.4077	0.3	1111	2	2417.4853	0.1	36.0	0.5	77.5884	0.8	5.4	0.5	16.8292	1.5					1.2	0.2	3.8875	0.5	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.7384	0.5	4.2	0.1	37.7944	0.8	2.9	0.3	7.2161	0.7	4.5	0.2	17.6738	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	10.8	0.6	40.9118	3.0	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	45.7060	1.5	< 2.0	(0.0)	35.8568	2.0	25.9	1.1	20.1698	2.1	< 1.6	(0.0)	19.8042	1.6	2.3	0.3	5.6927	1.3																	2.4	0.4	5.3898	0.7	< 0.7	(0.0)	5.8076	0.7	< 0.7	(0.0)	0.0000	0.7	10.5	0.4	33.3413	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.2.40-60.16	TQ Powders	7/26/2018 3:12:08 PM	9.0849	0.0754	0.0026	5.9178	0.010	18.53	0.04	1043.7400	0.0042	21.64	0.03	2171.7741	0.00001	< 0.00030	(0.0)	2.7715	0.00030	0.02853	0.00058	11.3934	0.00046	0.00329	0.00024	3.8000	0.00058	0.03383	0.00034	86.6162	0.00028	0.00566	0.00013	29.1637	0.00020					10480	10	10026.8980	0.1	< 1.0	(0.0)	0.0000	1.0	35.9	0.3	101.7804	0.3	41.6	0.4	132.4316	0.5	18650	20	11988.6227	0.1	< 3.0	(0.0)	0.7595	3.0	23.6	0.7	33.7187	1.0	< 0.5	(0.0)	0.0000	0.5	30.0	0.5	78.4559	0.5	31.8	0.5	108.0132	0.6	< 0.5	(0.0)	0.0000	0.5	4.5	0.3	24.4118	0.3	1.8	0.2	10.7938	0.3	17.4	0.2	124.1451	0.2	1.2	0.1	17.7900	0.2	13.5	0.1	183.3989	0.2	7.8	0.2	109.3611	0.4	1119	2	2414.7502	0.1	41.6	0.5	88.6594	0.8	6.1	0.5	18.6893	1.5					1.2	0.2	4.0801	0.5	< 0.5	(0.0)	0.0000	0.5	0.6	0.1	3.5097	0.5	3.6	0.1	36.6965	0.8	3.1	0.3	7.7634	0.7	4.6	0.2	17.8088	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	13.7	0.7	47.2503	3.0	< 1.0	(0.0)	7.2550	1.0	< 1.5	(0.0)	62.2811	1.5	< 2.0	(0.0)	45.7993	2.0	34.0	1.1	25.9416	2.2	< 1.6	(0.0)	24.0481	1.6	< 1.2	(0.0)	2.3000	1.2																	3.9	0.4	8.4725	0.7	< 0.7	(0.0)	5.8837	0.7	< 0.7	(0.0)	0.0000	0.7	14.3	0.4	44.6088	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.1.40-60.16	TQ Powders	7/26/2018 2:57:02 PM	9.2914	0.0802	0.0028	5.9488	0.010	18.70	0.04	1012.1337	0.0035	20.43	0.03	1980.9132	0.00001	< 0.00030	(0.0)	2.3244	0.00030	0.02978	0.00059	11.6702	0.00045	0.00579	0.00028	5.4685	0.00058	0.03363	0.00034	84.7139	0.00028	0.00742	0.00014	36.4664	0.00020					10330	10	9712.7456	0.1	< 1.0	(0.0)	0.0000	1.0	37.2	0.3	101.8024	0.3	44.3	0.4	138.8843	0.5	20150	20	12730.1894	0.1	< 0.2	(0.1)	1.4541	0.1	23.3	0.7	32.6597	1.0	1.6	0.6	2.9507	0.7	30.7	0.5	78.3643	0.5	34.9	0.4	115.6518	0.5	2.9	0.3	7.3344	0.6	5.5	0.3	29.1252	0.3	2.0	0.2	11.7817	0.3	18.3	0.2	127.9218	0.2	0.6	0.1	10.8689	0.2	13.5	0.1	179.0395	0.2	9.1	0.2	123.2728	0.4	1038	2	2190.4206	0.1	39.8	0.5	83.3564	0.8	5.8	0.5	17.5052	1.4					1.2	0.2	3.8489	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.3)	2.4919	0.5	3.8	0.1	36.8485	0.8	2.4	0.3	5.8104	0.7	3.9	0.2	15.7781	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	17.9	0.7	55.6244	2.9	< 1.0	(0.0)	7.9816	1.0	< 1.5	(0.0)	55.0692	1.5	< 2.0	(0.0)	40.1423	2.0	26.4	1.2	18.9781	2.2	< 1.6	(0.0)	13.9682	1.6	< 1.2	(0.0)	2.7066	1.2																	3.2	0.4	6.8143	0.7	< 0.7	(0.0)	0.3609	0.7	< 0.7	(0.0)	0.0000	0.7	13.4	0.4	40.8751	0.5	< 0.3	(0.3)	1.1994	0.3									
Eu.N.4.20-40.16	TQ Powders	7/26/2018 2:41:58 PM	8.6983	< 0.0020	(0.0)	4.7578	0.0020	12.38	0.03	724.1609	0.0072	29.97	0.04	3249.6010	0.00001	< 0.00030	(0.0)	12.2631	0.00030	0.03899	0.00063	14.3048	0.00038	0.00799	0.00035	6.7207	0.00060	0.02316	0.00029	55.5824	0.00025	0.01003	0.00016	41.9366	0.00018					7543	9	6724.3273	0.1	< 1.0	(0.0)	0.0000	1.0	20.5	0.2	60.0926	0.3	35.3	0.3	105.8383	0.4	7688	13	4685.9376	0.1	< 3.0	(0.0)	1.1053	3.0	16.5	0.6	24.2454	0.9	< 0.5	(0.0)	0.0000	0.5	15.4	0.3	41.5346	0.5	14.4	0.3	51.3301	0.6	< 0.5	(0.0)	0.0000	0.5	1.9	0.2	10.7081	0.3	0.9	0.1	5.6380	0.2	10.8	0.2	79.9866	0.2	0.5	0.1	8.0412	0.2	7.0	0.1	99.6892	0.2	5.9	0.2	87.9264	0.3	917.7	2.0	2047.6686	0.1	26.3	0.4	59.2444	0.7	4.2	0.4	13.9435	1.3					1.1	0.2	3.7564	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	2.0	0.1	33.9197	0.8	2.5	0.3	6.4804	0.7	4.0	0.2	16.5058	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	6.7	0.5	32.5141	2.9	< 1.0	(0.0)	11.6051	1.0	< 1.5	(0.0)	21.3568	1.5	< 2.0	(0.0)	24.6779	2.0	23.5	1.0	19.4186	2.1	< 1.6	(0.0)	23.7891	1.6	< 1.2	(0.0)	2.5858	1.2																	2.9	0.4	6.5709	0.7	< 0.7	(0.0)	3.3159	0.7	< 0.7	(0.0)	0.0000	0.7	4.7	0.3	15.4741	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.3.20-40.16	TQ Powders	7/26/2018 2:26:52 PM	9.1680	0.02214	0.00088	5.1425	0.010	14.58	0.03	833.8505	0.0061	26.67	0.04	2746.6130	0.00001	< 0.00030	(0.0)	3.0027	0.00030	0.03632	0.00065	13.3636	0.00040	0.01206	0.00036	9.2863	0.00059	0.03237	0.00033	76.4786	0.00027	0.00981	0.00016	41.3419	0.00020					9471	10	8291.6014	0.1	< 1.0	(0.0)	0.0000	1.0	23.7	0.3	68.7089	0.3	39.8	0.4	116.3243	0.4	11410	20	6769.1797	0.1	< 3.0	(0.0)	0.9608	3.0	20.2	0.6	28.1560	1.0	5.1	0.5	9.3348	0.7	21.6	0.4	55.1793	0.5	22.2	0.4	73.9499	0.6	< 0.5	(0.0)	0.0000	0.5	2.2	0.2	11.8126	0.3	1.2	0.1	7.3626	0.3	12.3	0.2	86.6120	0.2	0.6	0.1	8.7178	0.2	9.3	0.1	125.5996	0.2	8.9	0.2	122.6161	0.3	1142	2	2447.4632	0.1	32.2	0.5	69.2306	0.7	4.7	0.5	15.0931	1.5					1.2	0.2	3.8434	0.5	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	3.0625	0.4	2.8	0.1	35.2864	0.8	2.6	0.3	6.6131	0.7	4.3	0.2	17.0453	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	5.2	0.4	29.2955	2.8	< 1.0	(0.0)	6.3935	1.0	< 1.5	(0.0)	35.2376	1.5	< 2.0	(0.0)	39.9229	2.0	28.6	1.1	21.0057	2.1	< 1.6	(0.0)	18.9729	1.6	< 1.2	(0.0)	1.2642	1.2																	4.1	0.4	8.6875	0.7	< 0.7	(0.0)	4.7938	0.7	< 0.7	(0.0)	0.0000	0.7	9.1	0.4	28.0144	0.5	< 0.5	(0.0)	0.0000	0.5									
