"","run.date","Wt.mg","ID","N","N.mg","N.area","C","C.mg","C.area","site","LU","stand","position","year","rep","inc_from","inc_to","depth","line","Nadj","CNevalday"
"445","07-Jul-201733.prm",26.218,"Vg.E.T.1.40-60.16",0.2025,0.0531,13.3275,3.1231,0.8188,456.9928,"Vg","E","Vg.E","T","16",1,40,60,50,23,0.2025,"Jul-07"
"446","07-Jul-201734.prm",27.771,"Vg.E.T.2.40-60.16",0.1912,0.0531,13.3316,2.6861,0.746,416.7057,"Vg","E","Vg.E","T","16",2,40,60,50,24,0.1912,"Jul-07"
"447","07-Jul-201735.prm",27.695,"Vg.E.L.2.40-60.16",0.1427,0.0395,10.6458,2.2782,0.6309,353.0983,"Vg","E","Vg.E","L","16",2,40,60,50,25,0.1427,"Jul-07"
"448","07-Jul-201736.prm",29.146,"Vg.E.Ee1.2.40-60.16",0.1736,0.0506,12.8363,2.5418,0.7408,413.8732,"Vg","E","Vg.E","Ee1","16",2,40,60,50,26,0.1736,"Jul-07"
"449","07-Jul-201737.prm",29.414,"Vg.E.Ee2.2.40-60.16",0.1469,0.0432,11.3744,2.0973,0.6169,345.3373,"Vg","E","Vg.E","Ee2","16",2,40,60,50,27,0.1469,"Jul-07"
"450","07-Jul-201738.prm",26.989,"Vg.E.L.4.40-60.16",0.1702,0.0459,11.9122,2.4241,0.6542,365.9779,"Vg","E","Vg.E","L","16",4,40,60,50,28,0.1702,"Jul-07"
"451","07-Jul-201739.prm",26.146,"Vg.E.Ee2.4.40-60.16",0.1721,0.045,11.7313,2.4838,0.6494,363.3094,"Vg","E","Vg.E","Ee2","16",4,40,60,50,29,0.1721,"Jul-07"
"452","07-Jul-201740.prm",28.7,"Vg.E.T.4.40-60.16",0.1701,0.0488,12.4822,2.3268,0.6678,373.4719,"Vg","E","Vg.E","T","16",4,40,60,50,30,0.1701,"Jul-07"
"453","07-Jul-201741.prm",27.805,"Vg.E.Ee1.4.40-60.16",0.2016,0.0561,13.9133,3.0578,0.8502,474.3707,"Vg","E","Vg.E","Ee1","16",4,40,60,50,31,0.2016,"Jul-07"
"455","07-Jul-201743.prm",27.194,"Vg.E.1.60-100.16",0.1586,0.0431,11.3626,2.201,0.5985,335.1832,"Vg","E","Vg.E",NA,"16",1,60,100,80,33,0.1586,"Jul-07"
"456","07-Jul-201744.prm",26.973,"Vg.E.4.60-100.16",0.1338,0.0361,9.9708,1.9531,0.5268,295.5056,"Vg","E","Vg.E",NA,"16",4,60,100,80,34,0.1338,"Jul-07"
"457","07-Jul-201745.prm",29.983,"Vg.E.2.60-100.16",0.1323,0.0397,10.6756,1.9451,0.5832,326.7006,"Vg","E","Vg.E",NA,"16",2,60,100,80,35,0.1323,"Jul-07"
"458","07-Jul-201746.prm",26.006,"Vg.E.3.60-100.16",0.1212,0.0315,9.0692,1.7697,0.4602,258.6848,"Vg","E","Vg.E",NA,"16",3,60,100,80,36,0.1212,"Jul-07"
"459","07-Jul-201749.prm",27.896,"Vg.E.3.20-40.04",0.2888,0.0806,18.7555,4.223,1.178,655.6634,"Vg","E","Vg.E",NA,"04",3,20,40,30,37,0.2888,"Jul-07"
"460","07-Jul-201750.prm",28.776,"Vg.E.4.20-40.04",0.2343,0.0674,16.1604,3.5886,1.0326,575.2521,"Vg","E","Vg.E",NA,"04",4,20,40,30,38,0.2343,"Jul-07"
"461","07-Jul-201751.prm",28.776,"Vg.E.3.0-10.04",0.313,0.0901,20.6311,4.8042,1.3825,768.7112,"Vg","E","Vg.E",NA,"04",3,0,10,5,39,0.313,"Jul-07"
"462","07-Jul-201752.prm",29.339,"Vg.E.4.0-10.04",0.2911,0.0854,19.7087,4.4462,1.3045,725.5872,"Vg","E","Vg.E",NA,"04",4,0,10,5,40,0.2911,"Jul-07"
"463","07-Jul-201753.prm",29.358,"Vg.N.3.0-10.04",0.4997,0.1467,31.8173,6.6232,1.9444,1079.4958,"Vg","N","Vg.N",NA,"04",3,0,10,5,41,0.4997,"Jul-07"
"464","07-Jul-201754.prm",28.769,"Vg.N.4.0-10.04",0.4653,0.1339,29.2792,6.0799,1.7491,971.4868,"Vg","N","Vg.N",NA,"04",4,0,10,5,42,0.4653,"Jul-07"
"466","07-Jul-201756.prm",25.36,"Vg.E.3.60-100.04",0.1233,0.0313,9.0198,1.9342,0.4905,275.4342,"Vg","E","Vg.E",NA,"04",3,60,100,80,44,0.1233,"Jul-07"
"467","07-Jul-201757.prm",29.541,"Vg.E.4.60-100.04",0.1183,0.035,9.747,1.846,0.5453,305.752,"Vg","E","Vg.E",NA,"04",4,60,100,80,45,0.1183,"Jul-07"
"472","20-Jul-2017511_45.prm",25.196,"It.E1.T.1.0-10.16",0.2288,0.0577,25.5859,5.4028,1.3613,911.2937,"It","E","It.E1","T","16",1,0,10,5,1,0.2288,"Jul-20"
"473","20-Jul-2017611_51.prm",25.335,"It.E1.T.3.0-10.04",0.2079,0.0527,24.4372,4.8516,1.2292,824.044,"It","E","It.E1","T","04",3,0,10,5,2,0.2079,"Jul-20"
"474","20-Jul-2017711_57.prm",28.744,"Vg.N.C.3.0-10.16",0.3849,0.1106,37.8216,5.4613,1.5698,1048.9842,"Vg","N","Vg.N","C","16",3,0,10,5,3,0.3849,"Jul-20"
"476","20-Jul-2017912_08.prm",27.375,"Eu.E2.L.1.0-10.16",0.0364,0.01,14.5729,0.9034,0.2473,175.7016,"Eu","E","Eu.E2","L","16",1,0,10,5,5,0.0364,"Jul-20"
"477","20-Jul-20171012_14.prm",26.043,"Eu.E2.Ee2.1.0-10.16",0.0614,0.016,15.9646,1.38,0.3594,249.7194,"Eu","E","Eu.E2","Ee2","16",1,0,10,5,6,0.0614,"Jul-20"
"478","20-Jul-20171112_20.prm",26.766,"Eu.E2.T.1.0-10.16",0.0432,0.0116,14.9375,1.1758,0.3147,220.2153,"Eu","E","Eu.E2","T","16",1,0,10,5,7,0.0432,"Jul-20"
"479","20-Jul-20171212_25.prm",27.745,"Eu.E2.Ee1.1.0-10.16",0.0832,0.0231,17.6025,1.8377,0.5099,349.0751,"Eu","E","Eu.E2","Ee1","16",1,0,10,5,8,0.0832,"Jul-20"
"481","20-Jul-20171412_37.prm",27.308,"Bp.E2.Ee1.1.0-10.16",0.1483,0.0405,21.6238,3.1085,0.8489,572.9257,"Bp","E","Bp.E2","Ee1","16",1,0,10,5,10,0.1483,"Jul-20"
"482","20-Jul-20171512_42.prm",26.913,"Bp.E2.L.1.0-10.16",0.1199,0.0323,19.7242,2.8533,0.7679,519.4786,"Bp","E","Bp.E2","L","16",1,0,10,5,11,0.1199,"Jul-20"
"483","20-Jul-20171612_48.prm",26.73,"Bp.E2.Ee2.1.0-10.16",0.144,0.0385,21.1565,3.2457,0.8676,585.2858,"Bp","E","Bp.E2","Ee2","16",1,0,10,5,12,0.144,"Jul-20"
"484","20-Jul-20171712_54.prm",26.017,"Bp.E2.T.2.0-10.16",0.0758,0.0197,16.8254,1.798,0.4678,321.2887,"Bp","E","Bp.E2","T","16",2,0,10,5,13,0.0758,"Jul-20"
"485","20-Jul-20171813_00.prm",25.385,"Bp.E2.T.1.40-60.16",0.0737,0.0187,16.5874,1.9242,0.4884,334.938,"Bp","E","Bp.E2","T","16",1,40,60,50,14,0.0737,"Jul-20"
"486","20-Jul-20171913_05.prm",27.135,"Bp.E2.L.1.40-60.16",0.0888,0.0241,17.8346,2.2179,0.6018,409.7988,"Bp","E","Bp.E2","L","16",1,40,60,50,15,0.0888,"Jul-20"
"487","20-Jul-20172013_11.prm",25.696,"Bp.E2.Ee2.1.40-60.16",0.0851,0.0219,17.3192,2.1646,0.5562,379.6819,"Bp","E","Bp.E2","Ee2","16",1,40,60,50,16,0.0851,"Jul-20"
"488","20-Jul-20172113_17.prm",26.911,"Bp.E2.Ee1.1.40-60.16",0.0794,0.0214,17.2048,2.0589,0.5541,378.2637,"Bp","E","Bp.E2","Ee1","16",1,40,60,50,17,0.0794,"Jul-20"
"490","20-Jul-20172313_28.prm",26.88,"It.E1.T.3.10-20.16",0.1627,0.0437,22.37,4.3423,1.1672,783.1402,"It","E","It.E1","T","16",3,10,20,15,19,0.1627,"Jul-20"
"491","20-Jul-20172413_34.prm",27.784,"It.E1.Ee2.3.10-20.16",0.2045,0.0568,25.3935,5.067,1.4078,942.0264,"It","E","It.E1","Ee2","16",3,10,20,15,20,0.2045,"Jul-20"
"492","20-Jul-20172513_40.prm",25.392,"It.E1.Ee2.4.10-20.16",0.1283,0.0326,19.7964,3.1908,0.8102,547.413,"It","E","It.E1","Ee2","16",4,10,20,15,21,0.1283,"Jul-20"
"493","20-Jul-20172613_45.prm",24.328,"It.E1.T.4.10-20.16",0.121,0.0294,19.0708,3.2023,0.7791,526.8327,"It","E","It.E1","T","16",4,10,20,15,22,0.121,"Jul-20"
"494","20-Jul-20172713_51.prm",24.808,"It.E1.Ee1.4.10-20.16",0.1756,0.0436,22.3287,4.2127,1.0451,702.499,"It","E","It.E1","Ee1","16",4,10,20,15,23,0.1756,"Jul-20"
"495","20-Jul-20172813_57.prm",27.893,"It.E1.T.2.10-20.16",0.2222,0.062,26.5844,5.5175,1.539,1028.6347,"It","E","It.E1","T","16",2,10,20,15,24,0.2222,"Jul-20"
"496","20-Jul-20172914_03.prm",26.505,"It.E1.Ee2.2.10-20.16",0.2011,0.0533,24.5802,5.2124,1.3815,924.6775,"It","E","It.E1","Ee2","16",2,10,20,15,25,0.2011,"Jul-20"
"497","20-Jul-20173014_08.prm",26.389,"It.E1.L.2.10-20.16",0.1729,0.0456,22.8062,4.8341,1.2757,854.7672,"It","E","It.E1","L","16",2,10,20,15,26,0.1729,"Jul-20"
"498","20-Jul-20173114_14.prm",25.96,"It.E1.Ee1.2.10-20.16",0.1245,0.0323,19.7316,3.3579,0.8717,588.0196,"It","E","It.E1","Ee1","16",2,10,20,15,27,0.1245,"Jul-20"
"504","26-Jul-2017610_51.prm",27.961,"It.E1.T.3.0-10.16",0.1708,0.0478,22.5039,3.8855,1.0864,714.6767,"It","E","It.E1","T","16",3,0,10,5,6,0.1708,"Jul-26"
"505","26-Jul-2017710_57.prm",27.299,"It.E1.T.1.0-10.16",0.2579,0.0704,27.7003,5.7426,1.5677,1029.6678,"It","E","It.E1","T","16",1,0,10,5,7,0.2579,"Jul-26"
"506","26-Jul-2017811_03.prm",26.646,"It.E1.T.2.0-10.16",0.2781,0.0741,28.551,6.4344,1.7145,1125.7676,"It","E","It.E1","T","16",2,0,10,5,8,0.2781,"Jul-26"
"507","26-Jul-2017911_08.prm",25.996,"It.E1.Ee1.4.0-10.16",0.3036,0.0789,29.6601,6.649,1.7285,1134.9224,"It","E","It.E1","Ee1","16",4,0,10,5,9,0.3036,"Jul-26"
"508","26-Jul-20171011_15.prm",26.951,"It.E1.Ee1.1.0-10.16",0.2702,0.0728,28.254,7.2393,1.9511,1280.5994,"It","E","It.E1","Ee1","16",1,0,10,5,10,0.2702,"Jul-26"
"509","26-Jul-20171111_22.prm",27.6,"It.E1.Ee1.2.0-10.16",0.2291,0.0632,26.0531,5.862,1.6179,1062.5521,"It","E","It.E1","Ee1","16",2,0,10,5,11,0.2291,"Jul-26"
"510","26-Jul-20171211_29.prm",26.011,"It.E1.L.4.0-10.16",0.2021,0.0526,23.6045,4.4463,1.1565,760.5605,"It","E","It.E1","L","16",4,0,10,5,12,0.2021,"Jul-26"
"512","26-Jul-20171411_42.prm",27.578,"It.E1.L.1.0-10.16",0.2058,0.0568,24.5684,5.1688,1.4255,936.5832,"It","E","It.E1","L","16",1,0,10,5,14,0.2058,"Jul-26"
"513","26-Jul-20171511_49.prm",27.359,"It.E1.L.2.0-10.16",0.2772,0.0758,28.9513,7.3824,2.0197,1325.5597,"It","E","It.E1","L","16",2,0,10,5,15,0.2772,"Jul-26"
"514","26-Jul-20171611_55.prm",27.145,"It.E1.Ee2.3.0-10.16",0.3021,0.082,30.3665,6.6787,1.8129,1190.1919,"It","E","It.E1","Ee2","16",3,0,10,5,16,0.3021,"Jul-26"
"516","26-Jul-20171812_09.prm",26.844,"It.E1.Ee2.1.0-10.16",0.3108,0.0834,30.6901,7.2191,1.9379,1271.9913,"It","E","It.E1","Ee2","16",1,0,10,5,18,0.3108,"Jul-26"
"517","26-Jul-20171912_16.prm",27.594,"It.E1.Ee2.2.0-10.16",0.2789,0.077,29.2056,5.8787,1.6222,1065.3415,"It","E","It.E1","Ee2","16",2,0,10,5,19,0.2789,"Jul-26"
"518","26-Jul-20172012_22.prm",27.755,"It.E1.T.3.10-20.04",0.1784,0.0495,22.9041,3.5019,0.972,639.7523,"It","E","It.E1","T","04",3,10,20,15,20,0.1784,"Jul-26"
"519","26-Jul-20172112_29.prm",26.703,"It.E1.T.4.10-20.04",0.2427,0.0648,26.4188,5.2857,1.4114,927.411,"It","E","It.E1","T","04",4,10,20,15,21,0.2427,"Jul-26"
"520","26-Jul-20172212_36.prm",27.176,"It.E1.Ee1.1.10-20.16",0.2126,0.0578,24.7994,4.7331,1.2863,845.4812,"It","E","It.E1","Ee1","16",1,10,20,15,22,0.2126,"Jul-26"
"521","26-Jul-20172312_43.prm",26.488,"It.E1.Ee1.1.10-20.16",0.1608,0.0426,21.3166,3.5685,0.9452,622.2651,"It","E","It.E1","Ee1","16",1,10,20,15,23,0.1608,"Jul-26"
"522","26-Jul-20172412_49.prm",28.076,"It.E1.Ee2.1.10-20.16",0.2836,0.0796,29.8158,6.3568,1.7847,1171.7374,"It","E","It.E1","Ee2","16",1,10,20,15,24,0.2836,"Jul-26"
"523","26-Jul-20172512_56.prm",26.941,"It.E1.Ee2.2.10-20.16",0.2369,0.0638,26.1907,5.1069,1.3759,904.1138,"It","E","It.E1","Ee2","16",2,10,20,15,25,0.2369,"Jul-26"
"524","26-Jul-20172613_03.prm",27.641,"It.E1.T.2.10-20.16",0.2512,0.0694,27.4758,5.5061,1.5219,999.7265,"It","E","It.E1","T","16",2,10,20,15,26,0.2512,"Jul-26"
"525","26-Jul-20172713_10.prm",27.325,"It.E1.T.1.10-20.16",0.1676,0.0458,22.0518,4.1197,1.1257,740.3896,"It","E","It.E1","T","16",1,10,20,15,27,0.1676,"Jul-26"
"526","26-Jul-20172813_16.prm",27.921,"It.E1.L.3.10-20.16",0.1776,0.0496,22.9224,3.7332,1.0423,685.8259,"It","E","It.E1","L","16",3,10,20,15,28,0.1776,"Jul-26"
"529","26-Jul-20173113_36.prm",26.666,"It.E1.L.2.10-20.16",0.2203,0.0588,25.0269,5.1455,1.3721,901.6554,"It","E","It.E1","L","16",2,10,20,15,31,0.2203,"Jul-26"
"530","26-Jul-20173213_43.prm",26.619,"It.E1.L.1.10-20.16",0.2186,0.0582,24.8982,5.3746,1.4307,939.9852,"It","E","It.E1","L","16",1,10,20,15,32,0.2186,"Jul-26"
"531","26-Jul-20173313_50.prm",26.85,"It.E2.3.10-20.16",0.1648,0.0442,21.6957,3.3404,0.8969,590.6197,"It","E","It.E2",NA,"16",3,10,20,15,33,0.1648,"Jul-26"
"532","26-Jul-20173413_57.prm",26.737,"It.E2.1.10-20.16",0.1937,0.0518,23.4298,4.1539,1.1106,730.525,"It","E","It.E2",NA,"16",1,10,20,15,34,0.1937,"Jul-26"
"533","26-Jul-20173514_04.prm",27.555,"It.E2.2.10-20.16",0.158,0.0435,21.5349,3.3726,0.9293,611.8398,"It","E","It.E2",NA,"16",2,10,20,15,35,0.158,"Jul-26"
"534","26-Jul-20173614_10.prm",26.93,"It.E2.4.0-10.16",0.1919,0.0517,23.4009,3.9018,1.0507,691.3229,"It","E","It.E2",NA,"16",4,0,10,5,36,0.1919,"Jul-26"
"535","26-Jul-20173714_17.prm",26.771,"It.E2.3.0-10.16",0.1086,0.0291,18.215,2.6734,0.7157,472.0326,"It","E","It.E2",NA,"16",3,0,10,5,37,0.1086,"Jul-26"
"536","26-Jul-20173814_24.prm",26.545,"It.E2.2.0-10.16",0.1719,0.0456,22.0163,3.5199,0.9344,615.1439,"It","E","It.E2",NA,"16",2,0,10,5,38,0.1719,"Jul-26"
"537","26-Jul-20173914_31.prm",26.158,"It.E2.1.0-10.16",0.2111,0.0552,24.2143,4.8623,1.2719,836.0549,"It","E","It.E2",NA,"16",1,0,10,5,39,0.2111,"Jul-26"
"538","26-Jul-20174014_37.prm",27.072,"It.E2.4.10-20.16",0.1406,0.0381,20.2749,2.7136,0.7346,484.4189,"It","E","It.E2",NA,"16",4,10,20,15,40,0.1406,"Jul-26"
"541","26-Jul-20174314_57.prm",26.987,"BO.E.1.0-10.16",0.1677,0.0452,21.9257,2.2945,0.6192,408.8727,"BO","E","BO.E",NA,"16",1,0,10,5,43,0.1677,"Jul-26"
"542","26-Jul-20174415_02.prm",26.264,"BO.E.2.0-10.16",0.1906,0.0501,23.0309,2.756,0.7238,477.3598,"BO","E","BO.E",NA,"16",2,0,10,5,44,0.1906,"Jul-26"
"543","26-Jul-20174515_08.prm",27.402,"BO.E.3.0-10.16",0.147,0.0403,20.7876,2.0449,0.5603,370.3431,"BO","E","BO.E",NA,"16",3,0,10,5,45,0.147,"Jul-26"
"544","26-Jul-20174615_14.prm",27.226,"BO.E.4.0-10.16",0.1642,0.0447,21.7988,2.1361,0.5816,384.2388,"BO","E","BO.E",NA,"16",4,0,10,5,46,0.1642,"Jul-26"
"545","26-Jul-20174715_20.prm",27.105,"BO.E.1.10-20.16",0.1577,0.0428,21.3544,1.9891,0.5392,356.4742,"BO","E","BO.E",NA,"16",1,10,20,15,47,0.1577,"Jul-26"
"546","26-Jul-20174815_26.prm",26.995,"BO.E.2.10-20.16",0.1586,0.0428,21.3684,2.0691,0.5585,369.1656,"BO","E","BO.E",NA,"16",2,10,20,15,48,0.1586,"Jul-26"
"547","26-Jul-20174915_31.prm",26.615,"BO.E.3.10-20.16",0.1195,0.0318,18.8423,1.4052,0.374,248.3794,"BO","E","BO.E",NA,"16",3,10,20,15,49,0.1195,"Jul-26"
"548","26-Jul-20175015_37.prm",27.003,"BO.E.4.10-20.16",0.1428,0.0386,20.393,1.7417,0.4703,311.4106,"BO","E","BO.E",NA,"16",4,10,20,15,50,0.1428,"Jul-26"
"550","26-Jul-20175215_49.prm",27.83,"JP.E2.1.10-20.16",0.0366,0.0102,13.8774,0.7254,0.2019,135.7209,"JP","E","JP.E2",NA,"16",1,10,20,15,52,0.0366,"Jul-26"
"551","26-Jul-20175315_55.prm",28.263,"JP.E2.2.10-20.16",0.0443,0.0125,14.4117,0.8646,0.2444,163.5329,"JP","E","JP.E2",NA,"16",2,10,20,15,53,0.0443,"Jul-26"
"552","26-Jul-20175416_00.prm",28.23,"JP.E2.3.10-20.16",0.0314,0.0089,13.5741,0.6253,0.1765,119.1238,"JP","E","JP.E2",NA,"16",3,10,20,15,54,0.0314,"Jul-26"
"553","26-Jul-20175516_06.prm",26.794,"JP.E2.4.10-20.16",0.0262,0.007,13.1493,0.5361,0.1436,97.592,"JP","E","JP.E2",NA,"16",4,10,20,15,55,0.0262,"Jul-26"
"554","26-Jul-20175616_12.prm",26.946,"Bp.E2.T.3.10-20.16",0.1111,0.0299,18.4115,1.9441,0.5239,346.4573,"Bp","E","Bp.E2","T","16",3,10,20,15,56,0.1111,"Jul-26"
"555","26-Jul-20175716_18.prm",26.958,"Bp.E2.L.3.10-20.16",0.0994,0.0268,17.6888,1.6832,0.4537,300.5713,"Bp","E","Bp.E2","L","16",3,10,20,15,57,0.0994,"Jul-26"
"556","26-Jul-20175816_23.prm",27.096,"Bp.E2.Ee1.3.10-20.16",0.0836,0.0227,16.7408,1.8168,0.4923,325.7925,"Bp","E","Bp.E2","Ee1","16",3,10,20,15,58,0.0836,"Jul-26"
"557","26-Jul-20175916_29.prm",27.274,"Bp.E2.Ee2.3.10-20.16",0.0901,0.0246,17.1816,1.8798,0.5127,339.1585,"Bp","E","Bp.E2","Ee2","16",3,10,20,15,59,0.0901,"Jul-26"
"558","26-Jul-20176016_35.prm",27.945,"Bp.E2.T.4.10-20.16",0.1273,0.0356,19.7031,2.5529,0.7134,470.5204,"Bp","E","Bp.E2","T","16",4,10,20,15,60,0.1273,"Jul-26"
"559","26-Jul-20176116_41.prm",27.183,"Bp.E2.L.4.10-20.16",0.1094,0.0297,18.3651,2.1179,0.5757,380.3906,"Bp","E","Bp.E2","L","16",4,10,20,15,61,0.1094,"Jul-26"
"560","26-Jul-20176216_47.prm",26.385,"Bp.E2.Ee1.4.10-20.16",0.1284,0.0339,19.3146,2.887,0.7617,502.1557,"Bp","E","Bp.E2","Ee1","16",4,10,20,15,62,0.1284,"Jul-26"
"561","26-Jul-20176316_53.prm",28.191,"Bp.E2.Ee2.4.10-20.16",0.088,0.0248,17.2367,2.3517,0.663,437.5164,"Bp","E","Bp.E2","Ee2","16",4,10,20,15,63,0.088,"Jul-26"
