"","run.date","Wt.mg","ID","N","N.mg","N.area","C","C.mg","C.area","site","LU","stand","position","year","rep","inc_from","inc_to","depth","line","Nadj","CNevalday"
"134","11-Jul-20171912_15.prm",28.256,"Vg.N.A.3.0-10.16",0.4102,0.1159,26.564,5.4841,1.5496,858.5598,"Vg","N","Vg.N","A","16",3,0,10,5,15,0.397755032537168,"Jul-11"
"135","11-Jul-20172012_21.prm",27.839,"Vg.N.B.3.0-10.16",0.3851,0.1072,24.8515,5.1511,1.434,794.0741,"Vg","N","Vg.N","B","16",3,0,10,5,16,0.372662793614467,"Jul-11"
"136","11-Jul-20172112_26.prm",27.392,"Vg.N.C.3.0-10.16",0.4012,0.1099,25.3816,5.2325,1.4333,793.6787,"Vg","N","Vg.N","C","16",3,0,10,5,17,0.387460736760031,"Jul-11"
"137","11-Jul-20172212_32.prm",27.406,"Vg.N.D.3.0-10.16",0.4186,0.1147,26.3349,5.5686,1.5261,845.4805,"Vg","N","Vg.N","D","16",3,0,10,5,18,0.403452137676305,"Jul-11"
"138","11-Jul-20172312_38.prm",25.249,"Vg.N.A.4.0-10.16",0.3145,0.0794,19.3726,4.2096,1.0629,587.0176,"Vg","N","Vg.N","A","16",4,0,10,5,19,0.302511036239477,"Jul-11"
"139","11-Jul-20172412_43.prm",26.501,"Vg.N.B.4.0-10.16",0.4391,0.1164,26.6576,5.5445,1.4694,813.7963,"Vg","N","Vg.N","B","16",4,0,10,5,20,0.421515486628507,"Jul-11"
"140","11-Jul-20172512_49.prm",25.729,"Vg.N.C.4.0-10.16",0.4317,0.1111,25.6142,5.0803,1.3071,723.2745,"Vg","N","Vg.N","C","16",4,0,10,5,21,0.413583698868997,"Jul-11"
"141","11-Jul-20172612_55.prm",27.846,"Vg.N.D.4.0-10.16",0.3363,0.0936,22.1789,4.4522,1.2398,685.7053,"Vg","N","Vg.N","D","16",4,0,10,5,22,0.321544608531862,"Jul-11"
"142","11-Jul-20172713_01.prm",26.347,"Vg.N.1.20-40.16",0.2447,0.0645,16.4296,3.593,0.9466,522.1615,"Vg","N","Vg.N",NA,"16",1,20,40,30,23,0.233497944474994,"Jul-11"
"143","11-Jul-20172813_06.prm",26.106,"Vg.N.2.20-40.16",0.1897,0.0495,13.4816,2.468,0.6443,353.4685,"Vg","N","Vg.N",NA,"16",2,20,40,30,24,0.180656200272288,"Jul-11"
"144","11-Jul-20172913_12.prm",26.507,"Vg.N.3.20-40.16",0.2056,0.0545,14.4609,2.7238,0.722,396.8234,"Vg","N","Vg.N",NA,"16",3,20,40,30,25,0.195410012652512,"Jul-11"
"145","11-Jul-20173013_18.prm",26.352,"Vg.N.4.20-40.16",0.2311,0.0609,15.7245,3.2474,0.8558,471.4524,"Vg","N","Vg.N",NA,"16",4,20,40,30,26,0.219211592363285,"Jul-11"
"147","11-Jul-20173213_29.prm",27.619,"Vg.N.1.10-20.16",0.2637,0.0728,18.0769,3.4347,0.9486,523.2631,"Vg","N","Vg.N",NA,"16",1,10,20,15,28,0.249148646642199,"Jul-11"
"148","11-Jul-20173313_35.prm",25.747,"Vg.N.2.10-20.16",0.2341,0.0603,15.6015,2.8804,0.7416,407.7731,"Vg","N","Vg.N",NA,"16",2,10,20,15,29,0.220746977320092,"Jul-11"
"149","11-Jul-20173413_41.prm",26.838,"Vg.N.3.10-20.16",0.2894,0.0777,19.0284,3.6008,0.9664,533.1784,"Vg","N","Vg.N",NA,"16",3,10,20,15,30,0.272356978736247,"Jul-11"
"150","11-Jul-20173513_47.prm",28.402,"Vg.N.4.10-20.16",0.2635,0.0748,18.4697,3.3802,0.96,529.6304,"Vg","N","Vg.N",NA,"16",4,10,20,15,31,0.247496409851904,"Jul-11"
"151","11-Jul-20173613_52.prm",29.657,"Vg.N.C.1.40-60.16",0.1769,0.0525,14.0592,2.3291,0.6907,379.3793,"Vg","N","Vg.N","C","16",1,40,60,50,32,0.165831140158654,"Jul-11"
"152","11-Jul-20173713_58.prm",26.162,"Vg.N.A.1.40-60.16",0.2303,0.0602,15.5961,3.5167,0.92,507.3099,"Vg","N","Vg.N","A","16",1,40,60,50,33,0.215468516764578,"Jul-11"
"153","11-Jul-20173814_04.prm",27.276,"Vg.E.4.0-10.04",0.3165,0.0863,20.7362,4.5449,1.2397,685.6506,"Vg","E","Vg.E",NA,"04",4,0,10,5,34,0.295540417715615,"Jul-11"
"154","11-Jul-20173914_10.prm",26.925,"Vg.E.3.20-40.04",0.3058,0.0823,19.9483,4.255,1.1457,633.1919,"Vg","E","Vg.E",NA,"04",3,20,40,30,35,0.284993911136676,"Jul-11"
"155","11-Jul-20174014_15.prm",25.15,"Vg.N.A.4.40-60.16",0.1895,0.0477,13.1135,2.4028,0.6043,331.1583,"Vg","N","Vg.N","A","16",4,40,60,50,36,0.176264108092835,"Jul-11"
"156","11-Jul-20174114_21.prm",27.915,"Vg.N.A.3.40-60.16",0.2154,0.0601,15.5713,2.8333,0.7909,435.2753,"Vg","N","Vg.N","A","16",3,40,60,50,37,0.199967114728751,"Jul-11"
"158","11-Jul-20174314_33.prm",26.814,"Vg.N.B.2.40-60.16",0.1924,0.0516,13.8901,2.4315,0.652,357.7648,"Vg","N","Vg.N","B","16",2,40,60,50,39,0.177925929811027,"Jul-11"
"159","11-Jul-20174414_38.prm",28.642,"Vg.N.A.2.40-60.16",0.2009,0.0575,15.0621,2.513,0.7198,395.5768,"Vg","N","Vg.N","A","16",2,40,60,50,40,0.185428799935638,"Jul-11"
"160","11-Jul-20174514_44.prm",25.295,"Vg.N.B.1.40-60.16",0.2004,0.0507,13.7139,2.6647,0.674,370.0692,"Vg","N","Vg.N","B","16",1,40,60,50,41,0.184611883139096,"Jul-11"
"161","11-Jul-20174614_50.prm",27.059,"Vg.N.B.3.40-60.16",0.2084,0.0564,14.8363,2.6096,0.7061,387.9678,"Vg","N","Vg.N","B","16",3,40,60,50,42,0.191613426697929,"Jul-11"
"162","11-Jul-20174714_56.prm",25.406,"Vg.N.B.4.40-60.16",0.2375,0.0603,15.613,3.0071,0.764,420.2533,"Vg","N","Vg.N","B","16",4,40,60,50,43,0.217951429675225,"Jul-11"
"163","11-Jul-20174815_02.prm",28.022,"Vg.N.C.4.40-60.16",0.2723,0.0763,18.7588,3.7378,1.0474,578.3713,"Vg","N","Vg.N","C","16",4,40,60,50,44,0.249409634579485,"Jul-11"
"164","11-Jul-20174915_07.prm",25.636,"Vg.N.C.3.40-60.16",0.1973,0.0506,13.6905,2.5533,0.6546,359.202,"Vg","N","Vg.N","C","16",3,40,60,50,45,0.180369761789574,"Jul-11"
"165","11-Jul-20175015_13.prm",25.278,"Vg.N.C.2.40-60.16",0.1537,0.0389,11.378,1.8378,0.4646,253.1969,"Vg","N","Vg.N","C","16",2,40,60,50,46,0.140243633417395,"Jul-11"
"166","11-Jul-20175115_19.prm",27.328,"Vg.N.D.1.40-60.16",0.2107,0.0576,15.0697,2.7802,0.7598,417.894,"Vg","N","Vg.N","D","16",1,40,60,50,47,0.191888097539637,"Jul-11"
"167","11-Jul-20175215_25.prm",26.992,"Vg.N.D.4.40-60.16",0.1714,0.0463,12.8375,2.1487,0.58,317.5819,"Vg","N","Vg.N","D","16",4,40,60,50,48,0.155800949609964,"Jul-11"
"168","11-Jul-20175315_31.prm",27.973,"Vg.N.D.2.40-60.16",0.2008,0.0562,14.7914,2.581,0.722,396.8082,"Vg","N","Vg.N","D","16",2,40,60,50,49,0.182179847348046,"Jul-11"
"169","11-Jul-20175415_36.prm",28.538,"Vg.N.D.3.40-60.16",0.2032,0.058,15.1532,2.627,0.7497,412.2683,"Vg","N","Vg.N","D","16",3,40,60,50,50,0.184009068534999,"Jul-11"
"172","11-Jul-20175715_54.prm",26.486,"Vg.N.3.60-100.16",0.1402,0.0371,11.0375,1.7584,0.4657,253.8382,"Vg","N","Vg.N",NA,"16",3,60,100,80,53,0.126243638913729,"Jul-11"
"173","11-Jul-20175816_00.prm",28.692,"Vg.N.4.60-100.16",0.1531,0.0439,12.3776,2.0192,0.5794,317.239,"Vg","N","Vg.N",NA,"16",4,60,100,80,54,0.137601048276327,"Jul-11"
"178","01-Nov-20175.prm",27.192,"Bp.E1.L.2.20-40.16",0.0986,0.0268,10.5535,1.4172,0.3854,253.5571,"Bp","E","Bp.E1","L","16",2,20,40,30,1,0.0982234854961388,"Nov-01"
"179","01-Nov-20176.prm",24.729,"It.N.2.20-40.16",0.3575,0.0884,24.2381,5.3855,1.3318,864.6792,"It","N","It.N",NA,"16",2,20,40,30,2,0.35478008334492,"Nov-01"
"180","01-Nov-20177.prm",24.426,"It.N.3.20-40.16",0.3418,0.0835,23.1423,5.6563,1.3816,896.8448,"It","N","It.N",NA,"16",3,20,40,30,3,0.337914079498982,"Nov-01"
"181","01-Nov-20178.prm",24.523,"It.N.4.20-40.16",0.3649,0.0895,24.4773,6.3397,1.5547,1008.6011,"It","N","It.N",NA,"16",4,20,40,30,4,0.359389490771889,"Nov-01"
"183","01-Nov-201710.prm",24.747,"It.N.A.5.40-60.16",0.0959,0.0237,9.8711,1.4565,0.3605,237.4689,"It","N","It.N","A","16",5,40,60,50,6,0.0937439400973722,"Nov-01"
"184","01-Nov-201711.prm",26.18,"It.N.B.5.40-60.16",0.0828,0.0217,9.4165,1.2477,0.3266,215.636,"It","N","It.N","B","16",5,40,60,50,7,0.0806363099163504,"Nov-01"
"185","01-Nov-201712.prm",24.013,"It.N.1.40-60.16",0.1758,0.0422,13.9747,2.8555,0.6857,447.4765,"It","N","It.N",NA,"16",1,40,60,50,8,0.170569330252964,"Nov-01"
"186","01-Nov-201713.prm",25.73,"It.N.2.40-60.16",0.2607,0.0671,19.4989,3.9399,1.0137,659.3019,"It","N","It.N",NA,"16",2,40,60,50,9,0.252005997602283,"Nov-01"
"187","01-Nov-201714.prm",25.601,"It.N.3.40-60.16",0.1718,0.044,14.3667,2.6564,0.6801,443.848,"It","N","It.N",NA,"16",3,40,60,50,10,0.16545760757604,"Nov-01"
"189","01-Nov-201716.prm",25.109,"It.N.4.40-60.16",0.2024,0.0508,15.8891,3.0794,0.7732,503.989,"It","N","It.N",NA,"16",4,40,60,50,12,0.19349924415227,"Nov-01"
"190","01-Nov-201717.prm",27.249,"It.N.3.60-100.16",0.118,0.0321,11.7392,1.7819,0.4856,318.2559,"It","N","It.N",NA,"16",3,60,100,80,13,0.112398918965888,"Nov-01"
"191","01-Nov-201718.prm",25.899,"It.N.4.60-100.16",0.2317,0.06,17.927,3.8366,0.9936,646.3259,"It","N","It.N",NA,"16",4,60,100,80,14,0.219899029682255,"Nov-01"
"192","01-Nov-201719.prm",27.59,"It.N.1.60-100.16",0.1284,0.0354,12.4691,2.0888,0.5763,376.8421,"It","N","It.N",NA,"16",1,60,100,80,15,0.121418595018493,"Nov-01"
"193","01-Nov-201720.prm",27.132,"Eu.E2.T.2.0-10.16",0.1234,0.0335,12.0371,1.637,0.4441,291.5118,"Eu","E","Eu.E2","T","16",2,0,10,5,16,0.116269002278053,"Nov-01"
"194","01-Nov-201721.prm",29.005,"Eu.E2.T.3.0-10.16",0.1343,0.039,13.2542,1.7602,0.5105,334.3861,"Eu","E","Eu.E2","T","16",3,0,10,5,17,0.126083736455451,"Nov-01"
"195","01-Nov-201722.prm",26.869,"Eu.E2.T.4.0-10.16",0.1121,0.0301,11.2885,1.4372,0.3862,254.0697,"Eu","E","Eu.E2","T","16",4,0,10,5,18,0.104864518436864,"Nov-01"
"196","01-Nov-201723.prm",28.764,"Eu.E2.L.2.0-10.16",0.1514,0.0436,14.2752,1.9824,0.5702,372.9137,"Eu","E","Eu.E2","L","16",2,0,10,5,19,0.141121865886295,"Nov-01"
"197","01-Nov-201724.prm",29.07,"Eu.E2.L.3.0-10.16",0.1037,0.0302,11.2976,1.3431,0.3904,256.8262,"Eu","E","Eu.E2","L","16",3,0,10,5,20,0.0963159508086167,"Nov-01"
"199","01-Nov-201726.prm",25.993,"Eu.E2.L.4.0-10.16",0.1135,0.0295,11.1541,1.4165,0.3682,242.4703,"Eu","E","Eu.E2","L","16",4,0,10,5,22,0.104672801401381,"Nov-01"
"200","01-Nov-201727.prm",27.837,"Eu.E2.Ee2.2.0-10.16",0.1281,0.0356,12.5175,1.5651,0.4357,286.0489,"Eu","E","Eu.E2","Ee2","16",2,0,10,5,23,0.117721161728289,"Nov-01"
"201","01-Nov-201728.prm",27.938,"Eu.E2.Ee2.3.0-10.16",0.1004,0.0281,10.8298,1.3335,0.3725,245.2801,"Eu","E","Eu.E2","Ee2","16",3,0,10,5,24,0.0919415741555027,"Nov-01"
"202","01-Nov-201729.prm",25.742,"Eu.E2.Ee2.4.0-10.16",0.1289,0.0332,11.9669,1.834,0.4721,309.5756,"Eu","E","Eu.E2","Ee2","16",4,0,10,5,25,0.117627618409645,"Nov-01"
"203","01-Nov-201730.prm",29.513,"Bp.E1.Ee1.1.10-20.16",0.1408,0.0415,13.8281,1.8251,0.5386,352.5337,"Bp","E","Bp.E1","Ee1","16",1,10,20,15,26,0.128039072619676,"Nov-01"
"204","01-Nov-201731.prm",29.983,"JP.P.3.0-10.16",0.0405,0.0122,7.2991,0.3909,0.1172,80.3977,"JP","P","JP.P",NA,"16",3,0,10,5,27,0.036701485597699,"Nov-01"
"205","01-Nov-201732.prm",29.228,"JP.P.4.0-10.16",0.0491,0.0143,7.7854,0.6114,0.1787,120.1175,"JP","P","JP.P",NA,"16",4,0,10,5,28,0.0443408596824466,"Nov-01"
"206","01-Nov-201733.prm",29.261,"JP.P.1.10-20.16",0.0541,0.0158,8.1176,0.6077,0.1778,119.5428,"JP","P","JP.P",NA,"16",1,10,20,15,29,0.0486876802044958,"Nov-01"
"207","01-Nov-201734.prm",25.714,"JP.P.2.10-20.16",0.0653,0.0168,8.3283,0.703,0.1808,121.4421,"JP","P","JP.P",NA,"16",2,10,20,15,30,0.0585651645127378,"Nov-01"
"208","01-Nov-201735.prm",28.298,"JP.P.3.10-20.16",0.0579,0.0164,8.2373,0.6089,0.1723,115.9886,"JP","P","JP.P",NA,"16",3,10,20,15,31,0.0517504644686269,"Nov-01"
"209","01-Nov-201736.prm",28.774,"JP.P.4.10-20.16",0.0548,0.0158,8.1045,0.6614,0.1903,127.6043,"JP","P","JP.P",NA,"16",4,10,20,15,32,0.0488124770057286,"Nov-01"
"210","01-Nov-201737.prm",28.569,"JP.P.1.0-10.04",0.062,0.0177,8.5323,0.7164,0.2047,136.8787,"JP","P","JP.P",NA,"04",1,0,10,5,33,0.0550378728615711,"Nov-01"
"212","01-Nov-201739.prm",27.199,"JP.N.1.20-40.16",0.0581,0.0158,8.1078,0.3936,0.1071,73.8513,"JP","N","JP.N",NA,"16",1,20,40,30,35,0.0512271814938821,"Nov-01"
"213","01-Nov-201740.prm",28.953,"JP.N.2.20-40.16",0.053,0.0153,8.0056,0.3208,0.0929,64.6849,"JP","N","JP.N",NA,"16",2,20,40,30,36,0.0465730678282246,"Nov-01"
"220","14-Jun-20175.prm",25.394,"Bp.E1.E.4.60-100.04",0.0736,0.0187,11.6316,0.9821,0.2494,165.2868,"Bp","E","Bp.E1","E","04",4,60,100,80,1,0.0727743564117651,"Jun-14"
"221","14-Jun-20176.prm",24.156,"Bp.E1.E.3.60-100.04",0.0781,0.0189,11.6706,0.9753,0.2356,156.3009,"Bp","E","Bp.E1","E","04",3,60,100,80,2,0.0763671896101321,"Jun-14"
"222","14-Jun-20177.prm",25.152,"Bp.E1.L.4.60-100.04",0.0834,0.021,12.1782,0.985,0.2478,164.2275,"Bp","E","Bp.E1","L","04",4,60,100,80,3,0.0806548506008682,"Jun-14"
"223","14-Jun-20178.prm",24.612,"Bp.E1.L.3.60-100.04",0.082,0.0202,11.9869,0.9225,0.227,150.7329,"Bp","E","Bp.E1","L","04",3,60,100,80,4,0.0784402993888037,"Jun-14"
"224","14-Jun-20179.prm",28.465,"Bp.E1.L.4.0-10.04",0.1671,0.0476,18.5284,2.2877,0.6512,427.0572,"Bp","E","Bp.E1","L","04",4,0,10,5,5,0.158129881330053,"Jun-14"
"225","14-Jun-201710.prm",28.825,"Bp.E1.L.3.0-10.04",0.1441,0.0415,17.0849,1.9623,0.5656,371.3177,"Bp","E","Bp.E1","L","04",3,0,10,5,6,0.134916057986455,"Jun-14"
"226","14-Jun-201711.prm",29.059,"Bp.E1.E.4.60-100.04",0.0827,0.024,12.9078,0.9961,0.2895,191.3905,"Bp","E","Bp.E1","E","04",4,60,100,80,7,0.0766154477714598,"Jun-14"
"227","14-Jun-201712.prm",26.701,"Bp.E1.E.3.60-100.04",0.0874,0.0233,12.7385,0.9879,0.2638,174.6569,"Bp","E","Bp.E1","E","04",3,60,100,80,8,0.0801274679271647,"Jun-14"
"228","14-Jun-201713.prm",28.928,"Bp.E1.E.4.60-100.04",0.0841,0.0243,12.9745,1.0116,0.2926,193.4607,"Bp","E","Bp.E1","E","04",4,60,100,80,9,0.0763083601611824,"Jun-14"
"229","14-Jun-201714.prm",26.745,"Bp.E1.E.3.60-100.04",0.0865,0.0231,12.6919,0.9744,0.2606,172.5971,"Bp","E","Bp.E1","E","04",3,60,100,80,10,0.0776862924747054,"Jun-14"
"230","14-Jun-201715.prm",29.472,"Bp.E1.E.4.0-10.04",0.1533,0.0452,17.9544,1.9819,0.5841,383.3446,"Bp","E","Bp.E1","E","04",4,0,10,5,11,0.136291162908172,"Jun-14"
"231","14-Jun-201716.prm",25.108,"Bp.E1.E.3.0-10.04",0.1654,0.0415,17.0821,2.5294,0.6351,416.564,"Bp","E","Bp.E1","E","04",3,0,10,5,12,0.145580259078853,"Jun-14"
"233","14-Jun-201718.prm",24.754,"Cr.N.2.60-100.16",0.0939,0.0232,12.7175,0.8423,0.2085,138.6505,"Cr","N","Cr.N",NA,"16",2,60,100,80,14,0.0810297553477719,"Jun-14"
"234","14-Jun-201719.prm",24.414,"Cr.N.1.60-100.16",0.1007,0.0246,13.0356,0.9039,0.2207,146.587,"Cr","N","Cr.N",NA,"16",1,60,100,80,15,0.0860552238737497,"Jun-14"
"235","14-Jun-201720.prm",27.13,"Cr.N.2.0-10.16",0.2167,0.0588,21.2059,2.0237,0.549,360.4992,"Cr","N","Cr.N",NA,"16",2,0,10,5,16,0.183407181783815,"Jun-14"
"236","14-Jun-201721.prm",26.716,"Cr.N.1.0-10.16",0.2136,0.0571,20.7914,1.974,0.5274,346.3875,"Cr","N","Cr.N",NA,"16",1,0,10,5,17,0.179064039555374,"Jun-14"
"238","14-Jun-201723.prm",25.894,"TM.N.2.60-100.16",0.0916,0.0237,12.8301,0.4578,0.1185,80.0512,"TM","N","TM.N",NA,"16",2,60,100,80,19,0.075356224719998,"Jun-14"
"239","14-Jun-201724.prm",27.096,"TM.N.1.60-100.16",0.0987,0.0267,13.5537,0.5509,0.1493,100.075,"TM","N","TM.N",NA,"16",1,60,100,80,20,0.0804463205380881,"Jun-14"
"240","14-Jun-201725.prm",25.362,"TM.N.2.0-10.16",0.1431,0.0363,15.8367,1.0894,0.2763,182.8192,"TM","N","TM.N",NA,"16",2,0,10,5,21,0.115566291458522,"Jun-14"
"241","14-Jun-201726.prm",28.651,"TM.N.1.0-10.16",0.1108,0.0317,14.7466,0.7847,0.2248,149.2935,"TM","N","TM.N",NA,"16",1,0,10,5,22,0.0886686863000722,"Jun-14"
"242","14-Jun-201727.prm",25.218,"Vg.N.B.1.0-10.16",0.3926,0.099,30.8078,5.0371,1.2703,830.3603,"Vg","N","Vg.N","B","16",1,0,10,5,23,0.311354810602868,"Jun-14"
"243","14-Jun-201728.prm",28.736,"Vg.N.B.2.0-10.16",0.3355,0.0964,30.1917,4.2149,1.2112,791.8752,"Vg","N","Vg.N","B","16",2,0,10,5,24,0.263698548967026,"Jun-14"
"244","14-Jun-201729.prm",25.6,"Vg.N.1.60-100.16",0.2034,0.0521,19.6013,2.2019,0.5637,370.0499,"Vg","N","Vg.N",NA,"16",1,60,100,80,25,0.158456708278334,"Jun-14"
"245","14-Jun-201730.prm",28.55,"Vg.N.2.60-100.16",0.1742,0.0497,19.0421,1.7956,0.5126,336.7958,"Vg","N","Vg.N",NA,"16",2,60,100,80,26,0.134519803691737,"Jun-14"
"246","14-Jun-201731.prm",29.457,"It.N.1.0-10.16",0.5364,0.158,44.8988,8.4219,2.4808,1619.0094,"It","N","It.N",NA,"16",1,0,10,5,27,0.410618556319848,"Jun-14"
"247","14-Jun-201732.prm",26.691,"It.N.3.0-10.16",0.6414,0.1712,48.0504,9.5187,2.5406,1657.9629,"It","N","It.N",NA,"16",3,0,10,5,28,0.486769373333793,"Jun-14"
"248","14-Jun-201733.prm",27.221,"It.N.A.5.60-100.16",0.1448,0.0394,16.5795,1.3281,0.3615,238.3379,"It","N","It.N","A","16",5,60,100,80,29,0.108953086065582,"Jun-14"
"249","14-Jun-201734.prm",26.568,"It.N.B.5.60-100.16",0.1292,0.0343,15.3631,0.9947,0.2643,174.986,"It","N","It.N","B","16",5,60,100,80,30,0.0963921843527523,"Jun-14"
"250","14-Jun-201735.prm",26.293,"BO.P.2.60-100.16",0.1536,0.0404,16.8124,0.7055,0.1855,123.6606,"BO","P","BO.P",NA,"16",2,60,100,80,31,0.113634439564774,"Jun-14"
"252","14-Jun-201737.prm",28.034,"BO.P.1.60-100.16",0.1301,0.0365,15.8789,0.5772,0.1618,108.245,"BO","P","BO.P",NA,"16",1,60,100,80,33,0.0946599426435768,"Jun-14"
"253","14-Jun-201738.prm",29.202,"BO.P.2.0-10.16",0.2159,0.063,22.2227,1.7898,0.5227,343.3164,"BO","P","BO.P",NA,"16",2,0,10,5,34,0.155801384332735,"Jun-14"
"254","14-Jun-201739.prm",26.99,"BO.P.1.0-10.16",0.2297,0.062,21.9689,1.8459,0.4982,327.3876,"BO","P","BO.P",NA,"16",1,0,10,5,35,0.16441389043811,"Jun-14"
"255","14-Jun-201740.prm",25.603,"JP.N.2.60-100.16",0.0992,0.0254,13.2298,0.3803,0.0974,66.2555,"JP","N","JP.N",NA,"16",2,60,100,80,36,0.0704330774291063,"Jun-14"
"256","14-Jun-201741.prm",26.259,"JP.N.1.60-100.16",0.112,0.0294,14.1897,0.347,0.0911,62.1906,"JP","N","JP.N",NA,"16",1,60,100,80,37,0.0788857715368534,"Jun-14"
"257","14-Jun-201742.prm",28.12,"JP.N.2.0-10.16",0.1115,0.0313,14.6524,0.4934,0.1388,93.2145,"JP","N","JP.N",NA,"16",2,0,10,5,38,0.0779110248548378,"Jun-14"
"258","043.prm",26.132,"JP.N.1.0-10.16",0.1137,0.0297,14.2643,0.5878,0.1536,102.8839,"JP","N","JP.N",NA,"16",1,0,10,5,39,0.0788234072506052,"NA-043.prm"
"260","14-Jun-201745.prm",26.921,"Cr.N.1.0-10.16",0.2286,0.0615,21.8639,1.9768,0.5322,349.5166,"Cr","N","Cr.N",NA,"16",1,0,10,5,41,0.156024402035169,"Jun-14"
"261","14-Jun-201746.prm",28.629,"Cr.N.1.0-10.16",0.2239,0.0641,22.4759,1.9488,0.5579,366.2885,"Cr","N","Cr.N",NA,"16",1,0,10,5,42,0.151642327174019,"Jun-14"
"262","14-Jun-201747.prm",29.239,"TM.N.1.0-10.16",0.1213,0.0355,15.6334,0.8667,0.2534,167.9079,"TM","N","TM.N",NA,"16",1,0,10,5,43,0.0815272581377572,"Jun-14"
"263","14-Jun-201748.prm",24.93,"TM.N.1.0-10.16",0.1501,0.0374,16.1042,0.8494,0.2117,140.7698,"TM","N","TM.N",NA,"16",1,0,10,5,44,0.100120652111242,"Jun-14"
"268","29-Jun-20175.prm",26.818,"Bp.E1.L.2.0-10.16",0.1117,0.03,9.8408,1.7285,0.4635,227.7398,"Bp","E","Bp.E1","L","16",2,0,10,5,1,0.1117,"Jun-29"
"269","29-Jun-20176.prm",28.835,"Bp.E1.T.2.0-10.16",0.1521,0.0439,12.3366,2.6667,0.7689,376.8733,"Bp","E","Bp.E1","T","16",2,0,10,5,2,0.1521,"Jun-29"
"270","29-Jun-20177.prm",28.132,"Bp.E1.Ee1.2.0-10.16",0.1533,0.0431,12.2034,2.6979,0.759,372.0023,"Bp","E","Bp.E1","Ee1","16",2,0,10,5,3,0.1533,"Jun-29"
"271","29-Jun-20178.prm",28.719,"Bp.E1.Ee2.2.0-10.16",0.1311,0.0376,11.2193,2.3581,0.6772,332.0814,"Bp","E","Bp.E1","Ee2","16",2,0,10,5,4,0.1311,"Jun-29"
"272","29-Jun-20179.prm",29.395,"Bp.E1.Ee1.3.0-10.16",0.1302,0.0383,11.3328,2.1379,0.6284,308.257,"Bp","E","Bp.E1","Ee1","16",3,0,10,5,5,0.1302,"Jun-29"
"273","29-Jun-201710.prm",26.506,"Bp.E1.Ee2.3.0-10.16",0.1485,0.0394,11.5258,2.4238,0.6425,315.1084,"Bp","E","Bp.E1","Ee2","16",3,0,10,5,6,0.1485,"Jun-29"
"274","29-Jun-201711.prm",26.506,"Bp.E1.L.3.0-10.16",0.1075,0.0285,9.5771,1.9244,0.5101,250.4704,"Bp","E","Bp.E1","L","16",3,0,10,5,7,0.1075,"Jun-29"
"276","29-Jun-201713.prm",29.574,"Bp.E1.T.3.0-10.16",0.1203,0.0356,10.8503,2.0169,0.5965,292.6635,"Bp","E","Bp.E1","T","16",3,0,10,5,9,0.1203,"Jun-29"
"277","29-Jun-201714.prm",29.574,"Bp.E1.L.2.0-10.16",0.1003,0.0297,9.7896,1.8899,0.5589,274.308,"Bp","E","Bp.E1","L","16",2,0,10,5,10,0.1003,"Jun-29"
"278","29-Jun-201715.prm",26.416,"Bp.E1.Ee1.3.0-10.16",0.1257,0.0332,10.4209,2.1514,0.5683,278.9024,"Bp","E","Bp.E1","Ee1","16",3,0,10,5,11,0.1257,"Jun-29"
"279","29-Jun-201716.prm",28.694,"Bp.E1.L.3.0-10.16",0.1007,0.0289,9.6479,1.7713,0.5083,249.581,"Bp","E","Bp.E1","L","16",3,0,10,5,12,0.1007,"Jun-29"
"280","29-Jun-201717.prm",29.913,"Bp.E1.Ee1.2.0-10.16",0.1481,0.0443,12.413,2.7384,0.8191,401.3935,"Bp","E","Bp.E1","Ee1","16",2,0,10,5,13,0.1481,"Jun-29"
"282","29-Jun-201719.prm",28.898,"Bp.E1.L.1.0-10.16",0.135,0.039,11.4645,2.452,0.7086,347.4054,"Bp","E","Bp.E1","L","16",1,0,10,5,15,0.135,"Jun-29"
"283","29-Jun-201720.prm",27.397,"Bp.E1.T.1.0-10.16",0.1119,0.0307,9.9659,2.1049,0.5767,282.9837,"Bp","E","Bp.E1","T","16",1,0,10,5,16,0.1119,"Jun-29"
"284","29-Jun-201721.prm",27.236,"Bp.E1.Ee1.1.0-10.16",0.1243,0.0339,10.5404,2.1574,0.5876,288.3151,"Bp","E","Bp.E1","Ee1","16",1,0,10,5,17,0.1243,"Jun-29"
"285","29-Jun-201722.prm",28.668,"Bp.E1.Ee2.1.0-10.16",0.1402,0.0402,11.6744,2.5832,0.7406,363.0165,"Bp","E","Bp.E1","Ee2","16",1,0,10,5,18,0.1402,"Jun-29"
"286","29-Jun-201723.prm",26.365,"Bp.E1.T.4.0-10.16",0.1264,0.0333,10.4429,2.4662,0.6502,318.8918,"Bp","E","Bp.E1","T","16",4,0,10,5,19,0.1264,"Jun-29"
"287","29-Jun-201724.prm",28.258,"Bp.E1.Ee1.4.0-10.16",0.1434,0.0405,11.736,2.6747,0.7558,370.4652,"Bp","E","Bp.E1","Ee1","16",4,0,10,5,20,0.1434,"Jun-29"
"288","29-Jun-201725.prm",29.165,"Bp.E1.Ee2.4.0-10.16",0.1674,0.0488,13.2236,3.0684,0.8949,438.3853,"Bp","E","Bp.E1","Ee2","16",4,0,10,5,21,0.1674,"Jun-29"
