McMahon_6-27-18
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Sc	Sc	Sc	Sc	Ti	Ti	Ti	Ti	V	V	V	V	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Rb	Rb	Rb	Rb	Sr	Sr	Sr	Sr	Y	Y	Y	Y	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Tc	Tc	Tc	Tc	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	Te	Te	Te	Te	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	La	La	La	La	Hf	Hf	Hf	Hf	Ta	Ta	Ta	Ta	W	W	W	W	Re	Re	Re	Re	Os	Os	Os	Os	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	Po	Po	Po	Po	At	At	At	At	
BP.E1.T.4.40-60.16	TQ Powders	7/24/2018 3:51:06 PM	15.0176	0.1011	0.0038	6.0020	0.014	21.09	0.05	983.8482	0.0020	13.81	0.03	1187.0200	0.0018	0.01871	0.00058	8.5651	0.0019	0.00951	0.00052	3.9148	0.00083	< 0.00020	(0.0)	0.7498	0.00020	0.06380	0.00046	160.4070	0.00032	< 0.0010	(0.0)	21.7900	0.00100					13730	10	13004.9449	0.1	264.8	4.0	376.9370	7.0	150.8	0.8	355.6927	0.8	227.0	0.8	707.7992	0.4	95230	80	54975.8289	0.1	< 12	(2.8)	2.8590	12	41.5	1.1	40.4051	1.7	27.1	1.1	30.8469	1.2	35.9	0.7	57.7416	0.8	45.1	0.7	98.8193	0.9	2.2	0.5	3.6018	0.9	22.0	0.5	72.4713	0.5	< 0.5	(0.0)	0.0000	0.5	12.5	0.3	56.3120	0.4	4.0	0.2	45.2402	0.5	16.0	0.3	127.0454	0.4	29.2	0.3	235.7313	0.5	663.3	2.1	909.0046	0.1	49.4	0.7	68.6924	1.1	3.3	0.4	8.8245	1.5					1.1	0.2	2.7731	0.6	< 0.5	(0.0)	0.0000	0.5	0.3	0.1	2.4793	0.3	1.7	0.1	32.6189	0.9	1.8	0.3	3.5956	0.7	3.3	0.2	12.2791	0.7	10.5	0.4	22.0436	1.0	1.0	0.2	5.7342	0.9	< 0.5	(0.0)	0.0000	0.5	< 2.8	(0.9)	19.7053	2.8	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	31.1736	1.5	< 2.0	(0.0)	24.0177	2.0	18.4	1.4	12.9358	3.4	< 1.6	(0.0)	20.2936	1.6	< 2.0	(1.2)	5.2696	2.0																	2.0	0.6	2.9992	1.3	< 0.7	(0.0)	2.7750	0.7	< 0.7	(0.0)	0.0000	0.7	22.7	1.0	41.6384	0.9	< 0.5	(0.0)	0.0000	0.5									
BP.E1.L.4.40-60.16	TQ Powders	7/24/2018 3:37:11 PM	13.8934	0.0748	0.0030	5.7719	0.013	20.23	0.04	1028.5477	0.0020	12.94	0.03	1244.6034	0.0017	0.03962	0.00093	13.0940	0.0018	0.02187	0.00062	9.3193	0.00075	0.00068	0.00010	2.0339	0.00061	0.06248	0.00044	173.4262	0.00030	0.04157	0.00027	218.5016	0.00024					13310	10	13861.4997	0.1	265.6	3.8	415.5322	6.7	149.1	0.8	384.0299	0.8	225.9	0.8	769.0225	0.4	91750	80	57710.9657	0.1	16.0	3.2	4.6629	11	42.1	1.1	43.3753	1.6	27.4	1.1	33.1779	1.2	34.4	0.7	58.9183	0.8	45.6	0.7	105.9397	0.9	2.8	0.5	5.0406	0.9	20.1	0.5	70.4812	0.5	< 0.5	(0.0)	0.0000	0.5	12.6	0.3	60.1385	0.4	4.5	0.2	51.1904	0.5	20.5	0.3	172.6440	0.4	31.9	0.3	272.1050	0.5	659.6	2.1	959.5709	0.1	46.9	0.7	69.0541	1.0	5.1	0.4	12.2765	1.4					1.1	0.2	2.9833	0.6	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	2.9715	0.5	2.5	0.1	33.8345	0.9	2.8	0.3	5.6943	0.7	3.8	0.2	13.8984	0.7	10.3	0.4	22.6708	0.9	< 0.5	(0.0)	3.2201	0.5	< 0.5	(0.0)	0.0000	0.5	4.4	0.3	26.3407	2.7	< 1.0	(0.0)	6.7480	1.0	< 1.5	(0.0)	39.2684	1.5	< 2.0	(0.0)	28.2112	2.0	19.6	1.4	13.8580	3.4	< 1.6	(0.0)	19.6104	1.6	1.5	0.2	5.5490	1.3																	1.8	0.6	2.8617	1.3	< 0.7	(0.0)	2.4114	0.7	< 0.7	(0.0)	0.0000	0.7	23.1	1.0	44.8569	0.8	< 0.5	(0.0)	0.0000	0.5									
BP.E1.Ee1.4.40-60.16	TQ Powders	7/24/2018 3:23:17 PM	13.9412	0.0740	0.0030	5.7488	0.014	20.16	0.04	1015.1387	0.0020	12.88	0.03	1231.5092	0.0017	0.01812	0.00055	9.0160	0.0018	0.01582	0.00057	6.8648	0.00077	< 0.00020	(0.0)	1.2408	0.00020	0.06196	0.00044	171.6179	0.00030	0.00027	0.00001	26.0242	0.00025					13360	10	13913.3740	0.1	269.1	3.8	420.6233	6.8	148.9	0.8	383.3744	0.8	228.5	0.8	777.8663	0.4	92440	80	58000.3916	0.1	11.0	2.5	4.0241	9.9	42.0	1.1	43.1460	1.7	29.9	1.0	36.0276	1.2	33.4	0.7	56.9323	0.8	45.4	0.7	105.1774	0.9	< 0.5	(0.0)	0.0000	0.5	22.2	0.5	77.5610	0.5	< 0.5	(0.0)	0.0000	0.5	12.5	0.3	59.5472	0.4	4.6	0.2	51.8768	0.5	16.1	0.2	134.9873	0.4	30.3	0.3	257.3940	0.5	656.7	2.1	949.8514	0.1	49.4	0.7	72.0750	1.0	5.1	0.4	12.2107	1.4					1.2	0.2	3.0675	0.6	0.7	0.3	1.5694	0.7	0.6	0.1	3.1508	0.6	2.8	0.1	34.3016	0.9	2.2	0.3	4.5656	0.7	3.6	0.2	13.3640	0.7	10.6	0.4	23.2799	0.9	2.1	0.2	8.0374	1.3	< 0.5	(0.0)	0.0000	0.5	4.7	0.3	26.8468	2.7	< 1.0	(0.0)	9.0005	1.0	< 1.5	(0.0)	30.8774	1.5	< 2.0	(0.0)	21.3419	2.0	18.1	1.4	13.1181	3.4	< 1.6	(0.0)	19.0452	1.6	4.3	0.5	7.5687	2.0																	1.6	0.6	2.6440	1.3	< 0.7	(0.0)	3.4865	0.7	< 0.7	(0.0)	0.0000	0.7	24.2	1.0	46.7923	0.9	< 0.5	(0.0)	0.0000	0.5									
Bp.E1.Ee2.1.40-60.16	TQ Powders	7/24/2018 2:48:37 PM	15.0379	0.0998	0.0038	5.9932	0.014	21.22	0.05	995.2038	0.0020	13.94	0.03	1204.4966	0.0018	0.02124	0.00063	9.0367	0.0019	0.01082	0.00053	4.5166	0.00082	< 0.00020	(0.0)	1.0795	0.00020	0.06270	0.00046	158.0131	0.00032	< 0.0010	(0.0)	20.7531	0.00100					13890	10	13176.8671	0.1	268.1	4.0	382.1546	7.1	151.9	0.8	358.4783	0.8	229.8	0.8	716.9680	0.4	95860	90	55443.5920	0.1	< 12	(3.4)	2.9420	12	43.8	1.1	42.3704	1.6	29.1	1.1	33.0799	1.2	34.1	0.7	54.9408	0.8	46.8	0.7	102.3084	0.9	3.0	0.5	5.0535	0.9	19.8	0.6	65.4560	0.5	< 0.5	(0.0)	0.0000	0.5	11.9	0.3	53.3361	0.4	4.1	0.2	46.2415	0.5	19.3	0.3	152.9417	0.4	29.1	0.3	234.8813	0.5	668.5	2.1	916.3996	0.1	49.2	0.7	68.5804	1.1	3.8	0.4	9.6880	1.5					1.1	0.2	2.8688	0.6	< 0.5	(0.0)	0.0000	0.5	0.8	0.1	3.4449	0.6	3.1	0.1	34.5547	0.9	2.5	0.3	4.8675	0.7	3.8	0.2	13.4268	0.7	10.6	0.4	22.3742	1.0	< 1.3	(0.4)	4.5618	1.3	< 0.5	(0.0)	0.0000	0.5	4.5	0.3	26.2893	2.8	< 1.0	(0.0)	9.3000	1.0	< 1.5	(0.0)	41.5033	1.5	< 2.0	(0.0)	23.6557	2.0	20.8	1.5	13.7246	3.4	< 1.6	(0.0)	19.2426	1.6	2.0	0.3	5.7432	1.9																	2.3	0.6	3.3361	1.3	< 0.7	(0.0)	2.0693	0.7	< 0.7	(0.0)	0.0000	0.7	28.8	1.0	52.7026	0.9	< 0.5	(0.0)	0.0000	0.5									
JP.E2.2.60-100.16	TQ Powders	7/24/2018 2:34:41 PM	9.6471	0.0431	0.0015	5.4309	0.0093	17.26	0.04	907.1680	0.0035	21.27	0.03	1979.9996	0.00001	0.00632	0.00024	4.9381	0.0014	0.02611	0.00056	9.3708	0.00042	0.00296	0.00020	3.3971	0.00056	0.02292	0.00028	53.2023	0.00023	0.00954	0.00015	40.0415	0.00017					5600	7	4806.9195	0.1	52.4	2.4	68.0597	4.4	39.2	0.4	88.8895	0.4	62.7	0.4	182.1431	0.4	13820	20	8123.1836	0.1	< 3.0	(0.0)	0.6239	3.0	18.5	0.6	25.4909	1.0	6.5	0.5	11.5903	0.7	10.5	0.3	26.4072	0.5	14.6	0.3	48.5643	0.5	< 0.5	(0.0)	0.0000	0.5	3.0	0.2	15.2555	0.3	< 0.5	(0.0)	0.0000	0.5	2.7	0.1	18.6966	0.2	0.3	0.1	6.2874	0.2	3.7	0.1	48.8665	0.2	5.3	0.2	75.8001	0.3	307.4	1.2	651.7877	0.1	13.1	0.3	29.5294	0.7	2.8	0.3	9.9977	0.9					0.8	0.1	2.6867	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.2111	0.5	2.7	0.1	35.1286	0.8	2.2	0.2	5.4922	0.6	3.9	0.2	15.9892	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.7732	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	18.4975	1.5	< 2.0	(0.0)	12.3753	2.0	2.7	0.3	5.5466	2.1	< 1.6	(0.0)	19.8761	1.6	0.7	0.1	3.9284	0.6																	2.4	0.4	4.9617	0.7	< 0.7	(0.0)	3.5093	0.7	< 0.7	(0.0)	0.0000	0.7	3.7	0.3	11.3856	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.3.60-100.16	TQ Powders	7/24/2018 2:20:52 PM	8.9687	0.0597	0.0021	5.6830	0.0099	16.42	0.04	885.5501	0.0049	23.64	0.03	2288.0701	0.00001	0.01101	0.00041	5.2612	0.0015	0.01496	0.00046	5.5268	0.00049	0.00571	0.00029	5.1863	0.00057	0.02224	0.00027	52.4735	0.00023	0.00231	0.00009	12.0614	0.00017					4721	6	4137.3348	0.1	50.2	2.2	66.6065	4.1	33.4	0.4	77.4777	0.4	67.0	0.4	199.4362	0.4	12130	20	7311.5411	0.1	< 3.0	(0.0)	0.5100	3.0	17.6	0.6	25.1081	1.0	2.7	0.5	4.9096	0.7	7.2	0.3	18.6086	0.5	11.3	0.3	39.1871	0.6	< 0.5	(0.0)	0.0000	0.5	0.8	0.2	4.3997	0.3	< 0.5	(0.0)	0.0000	0.5	2.5	0.1	17.7687	0.2	0.3	0.1	5.6096	0.2	3.0	0.1	40.4670	0.2	5.5	0.2	80.2940	0.3	265.9	1.1	578.3671	0.2	11.3	0.3	26.6540	0.7	2.8	0.3	10.2033	0.8					1.1	0.2	3.7388	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.9910	0.4	2.3	0.1	34.3125	0.8	2.8	0.3	6.9349	0.6	4.5	0.2	17.5844	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	3.1237	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.2133	0.7	< 1.0	(0.0)	9.2143	1.0	< 1.5	(0.0)	18.7422	1.5	< 2.0	(0.0)	12.2174	2.0	4.4	0.4	7.4894	2.1	< 1.6	(0.0)	24.6681	1.6	< 1.2	(0.0)	2.4498	1.2																	2.4	0.3	5.2996	0.7	< 0.7	(0.0)	3.0198	0.7	< 0.7	(0.0)	0.0700	0.7	5.3	0.3	16.6887	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.E2.4.60-100.16	TQ Powders	7/24/2018 2:07:05 PM	9.0396	< 0.0087	(0.0067)	4.9130	0.0087	11.87	0.03	797.1713	0.0049	22.69	0.03	2539.5270	0.00001	0.01000	0.00042	4.4868	0.0014	0.01276	0.00048	4.9815	0.00043	0.00209	0.00017	2.9621	0.00053	0.01653	0.00022	42.3648	0.00020	0.00416	0.00010	20.1073	0.00015					3506	5	3354.6629	0.1	34.2	1.8	49.8707	3.3	25.2	0.3	64.0037	0.4	48.4	0.4	157.9426	0.4	8813	13	5827.8692	0.1	< 3.0	(0.0)	0.0000	3.0	15.0	0.5	23.6189	0.9	3.2	0.4	6.4959	0.6	6.5	0.3	18.5752	0.4	9.8	0.3	37.3958	0.5	< 0.5	(0.0)	0.0000	0.5	1.7	0.2	9.7341	0.2	< 0.5	(0.0)	0.0000	0.5	2.4	0.1	19.0953	0.2	< 0.2	(0.1)	3.6012	0.2	2.6	0.1	39.0836	0.2	4.0	0.1	65.5874	0.3	196.1	0.9	461.1928	0.3	8.4	0.3	21.7981	0.7	1.6	0.2	7.4957	0.8					0.5	0.1	1.9586	0.4	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.1)	2.1641	0.5	2.0	0.1	34.1418	0.8	2.6	0.2	7.0121	0.6	3.8	0.2	16.5752	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.3541	0.5	< 0.7	(0.0)	9.4422	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	20.8913	1.5	< 2.0	(0.0)	12.8395	2.0	< 2.0	(0.0)	3.8956	2.0	< 1.6	(0.0)	21.2443	1.6	< 1.2	(0.0)	1.8153	1.2																	2.4	0.3	5.2007	0.7	< 0.7	(0.0)	2.9732	0.7	< 0.7	(0.0)	0.0000	0.7	3.1	0.3	10.8331	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.4.40-60.16	TQ Powders	7/24/2018 1:53:14 PM	9.0846	< 0.0083	(0.0034)	4.8551	0.0082	11.46	0.03	771.9390	0.0041	21.68	0.03	2409.7751	0.00001	0.00610	0.00023	5.0597	0.0014	0.01655	0.00044	6.4394	0.00042	0.00223	0.00018	3.0538	0.00051	0.01680	0.00022	42.8810	0.00020	0.00600	0.00011	27.7457	0.00014					3537	5	3370.4513	0.1	32.0	1.8	46.5347	3.3	22.1	0.3	57.8558	0.4	53.4	0.4	173.3485	0.4	8502	13	5595.6675	0.1	< 3.0	(0.0)	0.6074	3.0	15.6	0.5	24.3366	0.8	2.8	0.4	5.5845	0.6	6.7	0.3	19.0069	0.4	9.1	0.3	34.8394	0.5	< 0.5	(0.0)	0.0000	0.5	0.8	0.1	5.0162	0.2	< 0.5	(0.0)	0.0000	0.5	2.9	0.1	22.4065	0.2	0.2	0.1	4.6048	0.2	2.4	0.1	35.1039	0.2	5.1	0.1	81.0437	0.3	286.0	1.1	666.9675	0.1	9.7	0.3	24.1416	0.7	2.2	0.2	8.9135	0.8					1.0	0.2	3.5460	0.4	< 0.3	(0.3)	0.8015	0.3	< 0.5	(0.2)	2.2344	0.5	2.9	0.1	35.7874	0.8	2.7	0.2	7.1526	0.6	3.9	0.2	16.4425	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.7651	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.1484	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	31.8650	1.5	< 2.0	(0.0)	12.4351	2.0	4.7	0.4	7.6125	1.8	< 1.6	(0.0)	23.2001	1.6	0.8	0.1	4.0855	0.7																	2.9	0.3	6.2017	0.7	< 0.7	(0.0)	3.9679	0.7	< 0.4	(0.4)	1.1855	0.4	4.1	0.3	13.8828	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.3.40-60.16	TQ Powders	7/24/2018 1:39:22 PM	8.9799	0.0480	0.0017	5.4944	0.0099	16.54	0.04	873.9470	0.0048	22.58	0.03	2145.5215	0.00001	0.01163	0.00042	5.4725	0.0015	0.01353	0.00044	4.9580	0.00050	0.00248	0.00020	3.1151	0.00057	0.02259	0.00027	53.1529	0.00022	0.00226	0.00009	11.8222	0.00017					4698	6	4103.5060	0.1	51.9	2.2	68.1715	4.0	31.8	0.4	74.0505	0.4	59.0	0.4	174.8578	0.4	12080	20	7259.6972	0.1	< 3.0	(0.0)	0.3089	3.0	15.9	0.6	22.8264	1.0	5.0	0.5	9.0767	0.7	7.2	0.3	18.5421	0.5	12.0	0.3	41.3784	0.5	< 0.5	(0.0)	0.0000	0.5	2.0	0.2	10.4417	0.3	< 0.5	(0.0)	0.0000	0.5	3.9	0.1	27.5490	0.2	0.2	0.1	5.2109	0.2	2.8	0.1	38.6085	0.2	4.4	0.1	65.6694	0.3	274.9	1.1	597.2950	0.2	10.8	0.3	25.4467	0.7	2.5	0.2	9.5728	0.9					0.5	0.1	1.9873	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.7870	0.3	2.1	0.1	34.0744	0.8	3.0	0.3	7.4401	0.7	4.1	0.2	16.5525	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.9306	0.7	< 1.0	(0.0)	7.6583	1.0	< 1.5	(0.0)	22.7930	1.5	< 2.0	(0.0)	0.0000	2.0	< 2.1	(0.5)	4.4437	2.1	< 1.6	(0.0)	20.9333	1.6	< 1.2	(0.3)	3.5470	1.2																	3.2	0.3	7.1239	0.7	< 0.7	(0.0)	1.8333	0.7	< 0.7	(0.0)	0.0000	0.7	3.8	0.3	11.9064	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.2.40-60.16	TQ Powders	7/24/2018 1:25:32 PM	8.9398	0.0704	0.0024	5.8045	0.0094	18.47	0.04	965.7447	0.0026	20.32	0.03	1885.6210	0.00001	0.01424	0.00051	5.4988	0.0014	0.01915	0.00049	7.0490	0.00045	0.00460	0.00025	4.5101	0.00056	0.02420	0.00028	57.8705	0.00023	0.00249	0.00009	13.1830	0.00018					5602	7	4984.6806	0.1	51.5	2.4	69.2093	4.4	36.9	0.4	86.0506	0.4	60.1	0.4	181.2022	0.4	13000	20	7937.9083	0.1	< 3.0	(0.0)	0.6745	3.0	16.7	0.6	24.0398	1.0	4.9	0.5	9.0300	0.7	7.9	0.3	20.5667	0.5	13.7	0.3	47.5361	0.5	0.6	0.3	1.6610	0.5	3.2	0.2	17.0937	0.3	< 0.5	(0.0)	0.0000	0.5	4.0	0.1	28.7109	0.2	0.2	0.1	5.2751	0.2	3.3	0.1	45.1099	0.2	6.3	0.2	91.3977	0.3	241.7	1.0	526.6542	0.3	11.4	0.3	26.5859	0.7	2.6	0.2	9.7141	0.8					0.8	0.2	2.9459	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.2642	0.5	2.6	0.1	34.8879	0.8	2.3	0.3	5.7822	0.7	4.0	0.2	16.1901	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.1686	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	7.2064	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	12.4043	2.0	< 2.0	(0.0)	4.0872	2.0	< 1.6	(0.0)	22.1875	1.6	< 1.2	(0.0)	3.3322	1.2																	2.4	0.3	5.2751	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	3.5	0.3	11.0032	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.1.40-60.16	TQ Powders	7/24/2018 1:11:43 PM	9.1505	0.0538	0.0019	5.5883	0.0094	17.52	0.04	926.6565	0.0035	21.70	0.03	2036.9030	0.00001	0.01170	0.00041	5.5789	0.0015	0.01590	0.00046	5.7972	0.00048	0.00410	0.00023	4.1382	0.00057	0.02424	0.00029	56.7736	0.00024	0.00312	0.00010	15.2595	0.00018					6505	8	5641.2726	0.1	53.0	2.6	69.3760	4.8	44.8	0.4	101.2763	0.5	63.6	0.4	186.0323	0.4	12880	20	7635.8962	0.1	< 3.0	(0.0)	0.0000	3.0	18.3	0.6	25.4935	1.0	6.1	0.5	10.9655	0.7	10.2	0.3	25.8210	0.5	14.4	0.3	48.3871	0.5	< 0.5	(0.0)	0.0000	0.5	3.1	0.2	16.2845	0.3	< 0.5	(0.0)	0.0099	0.5	4.2	0.1	29.6515	0.2	< 0.2	(0.1)	3.5427	0.2	3.3	0.1	44.0505	0.2	5.4	0.2	78.1379	0.3	286.4	1.1	613.2396	0.1	12.7	0.3	29.0429	0.7	1.9	0.2	7.9714	0.9					< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.3104	0.5	3.2	0.1	35.8772	0.8	2.5	0.3	6.3384	0.7	3.9	0.2	16.0153	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.3185	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	11.2373	0.7	< 1.0	(0.0)	6.8101	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	12.4349	2.0	3.3	0.4	6.0137	2.1	< 1.6	(0.0)	20.3333	1.6	< 1.3	(0.6)	3.7908	1.2																	2.1	0.3	4.6541	0.7	< 0.7	(0.0)	3.2549	0.7	< 0.7	(0.0)	0.0000	0.7	3.9	0.3	12.0372	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.1.20-40.16	TQ Powders	7/24/2018 12:57:56 PM	8.8935	0.01688	0.00064	5.0396	0.0095	17.03	0.04	890.0281	0.0036	21.58	0.03	2017.9613	0.00001	0.02001	0.00065	6.0879	0.0014	0.01422	0.00051	5.1792	0.00046	0.00250	0.00020	3.1199	0.00057	0.02305	0.00028	54.1429	0.00023	0.00277	0.00010	13.3567	0.00017					5319	7	4635.9025	0.1	36.9	2.3	49.0273	4.3	37.5	0.4	85.2657	0.4	53.4	0.4	157.8907	0.4	10430	20	6251.8822	0.1	< 3.0	(0.0)	0.0397	3.0	15.9	0.6	22.9076	0.9	4.9	0.5	9.0479	0.7	8.0	0.3	20.8539	0.5	11.3	0.3	39.5252	0.5	< 0.5	(0.0)	0.0000	0.5	3.0	0.2	16.0919	0.3	< 0.5	(0.0)	0.0000	0.5	3.5	0.1	24.8620	0.2	0.3	0.1	5.9625	0.2	2.7	0.1	36.7176	0.2	5.2	0.2	76.5801	0.3	216.4	1.0	473.5948	0.4	11.9	0.3	27.8036	0.7	2.3	0.2	9.0859	0.8					0.7	0.2	2.6324	0.5	< 0.5	(0.0)	0.0000	0.5	0.3	0.1	2.6324	0.3	2.8	0.1	35.3731	0.8	2.5	0.3	6.3201	0.7	3.6	0.2	15.2483	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	9.9714	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	12.5189	1.5	< 2.0	(0.0)	17.1043	2.0	< 2.0	(0.0)	3.4128	2.0	< 1.6	(0.0)	20.8837	1.6	< 1.2	(0.0)	2.9168	1.2																	2.9	0.3	6.3990	0.7	< 0.7	(0.0)	2.9565	0.7	< 0.3	(0.3)	0.7937	0.3	3.1	0.3	9.9210	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.2.20-40.16	TQ Powders	7/24/2018 12:44:07 PM	8.9175	0.0357	0.0013	5.3169	0.0098	16.74	0.04	881.6669	0.0048	22.13	0.03	2086.4487	0.00001	0.01455	0.00049	5.8135	0.0014	0.01828	0.00048	6.6019	0.00047	0.00444	0.00024	4.3578	0.00057	0.02076	0.00026	48.7828	0.00023	0.00490	0.00011	21.7730	0.00017					4649	6	4050.8630	0.1	46.6	2.2	61.5559	4.0	31.2	0.4	72.3855	0.4	54.1	0.4	160.1797	0.4	10930	20	6556.3275	0.1	< 3.0	(0.0)	0.2088	3.0	16.6	0.6	23.8760	1.0	4.0	0.5	7.4084	0.7	7.2	0.3	18.7149	0.5	11.1	0.3	38.7525	0.5	< 0.5	(0.0)	0.0000	0.5	2.2	0.2	11.9827	0.3	< 0.5	(0.0)	0.0000	0.5	2.8	0.1	20.0773	0.2	0.2	0.1	4.2163	0.2	2.8	0.1	39.1900	0.2	4.5	0.1	66.9144	0.3	263.4	1.1	575.1953	0.2	10.9	0.3	25.5525	0.7	1.7	0.2	7.4608	0.8					0.9	0.2	3.0012	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.0	0.1	35.6529	0.8	2.6	0.3	6.4363	0.7	4.5	0.2	17.7541	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	7.2077	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	14.4516	1.5	< 2.0	(0.0)	14.2949	2.0	3.6	0.4	6.2350	2.1	< 1.6	(0.0)	20.3856	1.6	< 1.2	(0.0)	2.6849	1.2																	2.8	0.3	6.1356	0.7	< 0.7	(0.0)	1.8795	0.7	< 0.7	(0.0)	0.0597	0.7	2.4	0.3	7.6371	0.4	< 0.5	(0.0)	0.0000	0.5									
