McMahon_6-5-18
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Pb	Pb	Pb	Pb	
Dimension			cm²/g	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	
Vg.N.3.10-20.04	TQ Powders	6/5/2018 10:04:30 AM	14.4194	< 0.015	(0.013)	4.9597	0.015	19.27	0.04	944.6323	0.0027	10.62	0.02	1014.2249	0.0021	< 0.00030	(0.0)	8.9050	0.00030	0.06028	0.00090	25.2438	0.00068	0.00491	0.00033	5.2816	0.00070	0.01923	0.00027	55.3963	0.00029	0.00127	0.00003	34.4460	0.00019	11260	10	12172.1285	0.1	143.7	0.6	511.7205	0.4	104000	100	66937.4016	0.1	5.2	1.0	5.9784	1.4	29.2	0.8	48.0713	1.0	9.9	0.2	79.8318	0.4	1147	3	1580.1475	0.1	61.5	0.8	85.0728	1.1	8.5	0.6	17.6888	1.7	14.1	0.8	25.9770	1.0	
Vg.N.4.10-20.04	FP Powder	6/5/2018 10:26:22 AM	0.0000	0.0507	0.0018	5.1510	0.0088	15.21	0.03	977.1325	0.0017	8.033	0.014	1000.2873	0.0014	< 0.00030	(0.0)	8.7173	0.00030	0.05120	0.00065	22.7535	0.00056	0.00238	0.00017	3.8247	0.00043	0.00868	0.00011	43.7559	0.00018	< 0.0010	(0.0)	26.1526	0.0010	9411	7	13136.6134	0.1	125.7	0.4	576.1955	0.2	84830	60	70338.0454	0.1	5.1	0.6	7.4401	0.8	25.6	0.5	51.9814	0.6	7.2	0.1	71.6395	0.3	1071	2	1808.8118	0.1	47.3	0.4	93.7014	0.7	5.3	0.3	17.4115	1.6	11.3	0.5	26.7804	0.6	
Vg.N.Sp.10-20.04	FP Powder	6/5/2018 10:48:16 AM	0.0000	0.0615	0.0021	5.3267	0.0088	15.30	0.03	982.6020	0.0017	8.238	0.015	1022.8372	0.0014	< 0.00030	(0.0)	8.3204	0.00030	0.05229	0.00065	23.0830	0.00056	0.00358	0.00020	4.9986	0.00043	0.00904	0.00012	44.8536	0.00019	0.00078	0.00001	32.4573	0.00012	9685	7	13425.1072	0.1	125.7	0.4	571.4528	0.2	83960	60	69207.2393	0.1	< 1.0	(0.9)	1.3833	0.9	25.6	0.5	51.9732	0.6	7.8	0.1	77.8313	0.3	1070	2	1813.1075	0.1	49.6	0.4	97.8850	0.7	7.2	0.4	20.3969	1.6	10.6	0.5	25.5024	0.6	
Vg.N.2.10-20.04	FP Powder	6/5/2018 11:10:08 AM	0.0000	0.0406	0.0014	4.9886	0.0087	15.30	0.03	985.0720	0.0016	8.262	0.015	1027.9567	0.0013	0.00481	0.00011	10.5566	0.0011	0.04992	0.00064	22.1547	0.00055	0.00450	0.00020	5.9174	0.00042	0.00936	0.00011	46.0803	0.00018	0.00125	0.00002	35.2441	0.00011	8928	7	12421.1868	0.1	112.9	0.3	517.3073	0.2	82930	60	68817.9259	0.1	2.6	0.6	3.8289	0.8	24.6	0.5	50.5614	0.6	8.5	0.1	86.0918	0.2	911.3	1.7	1561.4920	0.1	46.4	0.4	91.6630	0.6	6.1	0.3	18.8112	1.5	12.0	0.5	28.7954	0.6	
Vg.N.2.0-10.04	FP Powder	6/5/2018 11:32:02 AM	0.0000	0.0483	0.0017	5.1256	0.0086	14.11	0.03	922.3926	0.0017	8.787	0.015	1124.1019	0.0012	0.01644	0.00032	12.8978	0.0011	0.06366	0.00068	28.6167	0.00052	0.00491	0.00021	6.4109	0.00042	0.01708	0.00015	74.9467	0.00017	0.00748	0.00007	73.3129	0.00011	8337	7	11810.4273	0.1	120.1	0.4	561.9754	0.2	76790	50	65045.0263	0.1	2.5	0.6	3.8182	0.8	23.6	0.4	50.8775	0.5	8.4	0.1	88.4977	0.2	827.4	1.6	1463.4437	0.1	42.8	0.4	86.2888	0.6	5.1	0.3	17.4022	1.4	10.9	0.5	27.4448	0.6	
Vg.N.Sp.20-40.04	FP Powder	6/5/2018 11:53:56 AM	0.0000	0.0592	0.0020	5.2922	0.0087	15.32	0.03	986.1691	0.0016	7.882	0.014	981.5554	0.0014	0.00258	0.00006	9.1664	0.0011	0.04888	0.00063	21.8316	0.00055	0.00268	0.00017	4.1343	0.00042	0.00841	0.00011	42.9265	0.00018	0.00647	0.00006	68.3531	0.00011	9385	7	13155.1530	0.1	117.1	0.4	538.6818	0.2	83570	60	69546.8487	0.1	4.6	0.6	6.8797	0.8	23.4	0.5	48.0089	0.6	7.9	0.1	79.3937	0.2	832.1	1.7	1417.8157	0.1	45.5	0.4	88.6671	0.6	5.6	0.3	17.9928	1.5	11.1	0.5	26.7355	0.6	
Vg.N.2.20-40.04	FP Powder	6/5/2018 12:15:50 PM	0.0000	0.0386	0.0013	4.9658	0.0083	14.10	0.03	932.7741	0.0016	6.560	0.013	852.3942	0.0013	0.00536	0.00013	8.6874	0.00099	0.04728	0.00059	22.5639	0.00050	0.00335	0.00017	5.0373	0.00038	0.00512	0.00008	32.3160	0.00016	< 0.0010	(0.0)	28.1906	0.0010	7882	6	11912.9703	0.1	92.5	0.3	461.8192	0.2	77050	50	68550.3244	0.1	4.0	0.5	6.4414	0.7	21.6	0.4	47.6683	0.5	7.6	0.1	82.0191	0.2	668.9	1.4	1211.3168	0.1	41.2	0.4	84.0767	0.6	5.4	0.3	18.2002	1.3	10.5	0.5	27.1176	0.5	
Vg.N.Sp.0-10.04	FP Powder	6/5/2018 12:38:10 PM	0.0000	0.0507	0.0017	5.1699	0.0084	13.74	0.03	906.0327	0.0017	8.718	0.015	1127.4265	0.0012	0.01201	0.00024	12.3105	0.0010	0.07767	0.00073	35.2586	0.00049	0.00579	0.00021	7.3694	0.00041	0.01451	0.00014	66.2162	0.00017	0.00372	0.00005	48.9604	0.00011	8390	7	12047.3909	0.1	117.0	0.3	555.0068	0.2	73290	50	62839.5209	0.1	6.8	0.5	10.8804	0.7	24.1	0.4	53.3650	0.5	7.6	0.1	82.9524	0.2	851.7	1.6	1543.5495	0.1	40.7	0.4	86.5838	0.6	5.5	0.3	18.3476	1.4	10.0	0.5	26.1015	0.5	
Vg.N.4.0-10.04	TQ Powders	6/5/2018 1:11:59 PM	14.2182	< 0.015	(0.0044)	4.8507	0.015	18.60	0.04	921.8997	0.0028	11.39	0.03	1103.4371	0.0020	0.00678	0.00020	10.8908	0.0018	0.07799	0.00098	32.7095	0.00063	0.00693	0.00035	6.8305	0.00071	0.01944	0.00027	56.0296	0.00029	0.00571	0.00008	54.9774	0.00019	11830	10	12779.6568	0.1	174.4	0.6	619.1476	0.4	100800	100	64888.1927	0.1	8.0	0.9	9.4147	1.3	32.6	0.8	54.4337	0.9	9.2	0.2	75.3013	0.4	1151	3	1603.5930	0.1	64.6	0.8	90.0263	1.0	9.2	0.6	19.0102	1.7	16.5	0.8	30.8485	0.9	
