McMahon_6-27-18
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Sc	Sc	Sc	Sc	Ti	Ti	Ti	Ti	V	V	V	V	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Rb	Rb	Rb	Rb	Sr	Sr	Sr	Sr	Y	Y	Y	Y	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Tc	Tc	Tc	Tc	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	Te	Te	Te	Te	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	La	La	La	La	Hf	Hf	Hf	Hf	Ta	Ta	Ta	Ta	W	W	W	W	Re	Re	Re	Re	Os	Os	Os	Os	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	Po	Po	Po	Po	At	At	At	At	
Eu.N.2.10-20.04	TQ Powders	7/30/2018 1:07:45 PM	8.5619	< 0.0020	(0.0)	3.9249	0.0020	7.005	0.021	486.9004	0.0071	31.40	0.04	4018.5312	0.00001	0.01110	0.00027	10.3166	0.0018	0.04395	0.00067	16.2877	0.00036	0.01339	0.00039	10.3830	0.00061	0.02755	0.00029	67.4704	0.00022	0.04362	0.00028	179.5430	0.00016					4733	6	4332.5362	0.1	< 1.0	(0.0)	0.0000	1.0	21.4	0.3	59.1001	0.3	29.2	0.3	90.5952	0.4	5278	10	3330.6061	1.4	< 3.0	(0.0)	0.0200	3.0	13.9	0.5	21.4978	0.9	< 0.8	(0.8)	1.6475	0.8	11.6	0.3	32.8409	0.5	10.2	0.3	38.5224	0.5	< 0.5	(0.0)	0.0000	0.5	1.1	0.2	6.6500	0.3	0.6	0.1	3.7045	0.2	6.4	0.1	49.7955	0.2	0.6	0.1	8.4573	0.2	7.5	0.1	110.9939	0.2	3.8	0.1	61.8275	0.3	606.4	1.6	1407.8732	0.1	19.6	0.4	46.3592	0.7	3.4	0.3	12.0191	1.1					0.7	0.1	2.7793	0.5	< 0.5	(0.0)	0.0000	0.5	0.3	0.1	2.7793	0.3	3.0	0.1	35.9337	0.8	2.7	0.2	7.2016	0.6	4.3	0.2	17.9112	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	12.8837	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	13.3161	1.5	< 2.0	(0.0)	14.7984	2.0	11.5	0.8	11.5327	1.9	< 1.6	(0.0)	20.5992	1.6	< 1.2	(0.0)	2.5262	1.2																	2.7	0.3	6.2906	0.7	< 0.7	(0.0)	3.4349	0.7	< 0.7	(0.0)	0.0000	0.7	2.9	0.3	9.7254	0.4	< 0.5	(0.0)	0.0000	0.5									
Eu.N.1.10-20.04	TQ Powders	7/30/2018 12:52:54 PM	8.7755	0.01587	0.00065	5.0381	0.011	12.13	0.03	685.4363	0.0066	28.68	0.04	3024.7001	0.00001	0.01261	0.00026	12.4976	0.0016	0.05786	0.00076	20.9919	0.00029	0.01667	0.00041	12.2712	0.00061	0.03065	0.00032	72.7104	0.00024	0.04196	0.00028	167.8750	0.00017					6471	8	5710.4729	0.1	< 1.0	(0.0)	0.0000	1.0	20.4	0.3	57.2477	0.3	36.5	0.3	108.7368	0.4	8476	14	5131.0688	0.1	< 3.0	(0.0)	0.3015	3.0	15.4	0.6	22.6537	0.9	< 0.2	(0.2)	0.3417	0.2	13.7	0.3	36.5636	0.5	11.8	0.3	41.7697	0.6	1.7	0.3	4.5629	0.5	2.9	0.2	15.8094	0.3	0.7	0.1	4.6936	0.2	7.6	0.1	55.5087	0.2	0.4	0.1	5.9298	0.2	7.9	0.1	111.6405	0.2	5.9	0.2	86.9867	0.3	784.2	1.9	1735.7628	0.1	20.4	0.4	46.1208	0.7	4.5	0.4	14.6653	1.2					0.8	0.2	2.9478	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.4197	0.5	2.0	0.1	33.9488	0.8	2.8	0.3	7.0624	0.7	4.0	0.2	16.4585	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.7984	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	15.7584	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	17.2692	1.5	< 2.0	(0.0)	37.4002	2.0	19.1	0.9	16.1913	2.1	< 1.6	(0.0)	22.0105	1.6	< 1.2	(0.0)	2.5930	1.2																	2.3	0.4	5.2262	0.7	< 0.7	(0.0)	0.4322	0.7	< 0.7	(0.0)	0.0000	0.7	4.2	0.3	13.6485	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.4.60-100.04	TQ Powders	7/30/2018 12:26:53 PM	9.3249	0.02363	0.00092	5.1331	0.011	16.17	0.04	858.3568	0.0050	22.77	0.03	2208.2990	0.00001	0.00669	0.00025	5.4476	0.0015	0.01032	0.00042	3.9483	0.00054	0.00471	0.00026	4.6026	0.00059	0.01990	0.00026	48.1241	0.00022	0.00207	0.00007	13.3614	0.00017					4462	6	4015.3688	0.1	67.2	2.2	91.4523	3.9	36.2	0.4	87.0118	0.5	75.4	0.5	230.7132	0.4	19820	20	12240.5068	0.1	< 3.0	(0.0)	0.7384	3.0	15.1	0.6	21.5990	1.0	< 0.6	(0.6)	1.1076	0.6	7.4	0.3	18.6453	0.5	11.6	0.3	39.1264	0.6	0.9	0.3	2.3589	0.6	5.1	0.2	26.0706	0.3	< 0.5	(0.0)	0.0000	0.5	4.5	0.1	30.7883	0.2	< 0.5	(0.0)	2.8819	0.5	2.2	0.1	28.7064	0.2	4.9	0.2	69.5660	0.3	343.3	1.2	723.1837	0.1	13.1	0.3	29.3816	0.7	3.5	0.3	11.8425	0.9					1.1	0.2	3.7775	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.1499	0.5	2.1	0.1	33.8514	0.8	3.1	0.3	7.5428	0.7	3.7	0.2	15.1827	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.6316	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	11.5389	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	14.2596	1.5	< 2.0	(0.0)	10.7008	2.0	6.1	0.6	7.9996	2.2	< 1.6	(0.0)	21.5580	1.6	< 1.2	(0.0)	3.1486	1.2																	2.5	0.4	5.4869	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	6.4	0.3	19.3119	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.3.60-100.04	TQ Powders	7/30/2018 12:12:03 PM	9.3796	< 0.0020	(0.0)	4.6374	0.0020	15.46	0.04	821.3834	0.0051	23.47	0.03	2268.0695	0.00001	0.00930	0.00036	5.2095	0.0016	0.01013	0.00042	3.7554	0.00054	0.00506	0.00027	4.7543	0.00059	0.01904	0.00025	44.8586	0.00022	0.00221	0.00008	13.0692	0.00016					3918	6	3422.0754	0.1	54.8	2.0	72.3473	3.7	44.8	0.4	102.7963	0.4	58.4	0.4	173.6560	0.4	17870	20	10737.7329	0.1	< 3.0	(0.0)	0.0000	3.0	16.2	0.6	22.6942	1.0	1.1	0.5	2.0264	0.7	6.6	0.3	16.4535	0.5	11.0	0.3	37.0002	0.6	1.2	0.3	2.9842	0.5	3.9	0.2	19.9721	0.3	0.3	0.1	1.7240	0.3	4.1	0.1	27.8460	0.2	< 0.5	(0.0)	3.1052	0.5	2.2	0.1	29.1163	0.2	4.2	0.1	61.2369	0.3	293.2	1.2	616.5231	0.1	12.2	0.3	27.4573	0.7	4.0	0.3	12.9003	0.9					1.4	0.2	4.5194	0.5	< 0.5	(0.0)	0.0000	0.5	0.6	0.1	3.4230	0.5	4.1	0.1	37.4828	0.8	2.9	0.3	7.2359	0.7	4.6	0.2	17.7851	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.3278	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	12.4618	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	15.7874	1.5	< 2.0	(0.0)	9.9280	2.0	< 2.2	(0.9)	5.0006	2.1	< 1.6	(0.0)	22.2506	1.6	< 1.2	(0.0)	2.1172	1.2																	4.1	0.4	8.6905	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	4.5	0.3	13.7415	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.2.60-100.04	TQ Powders	7/30/2018 11:57:15 AM	9.7006	0.0334	0.0013	5.2660	0.010	16.19	0.04	845.4597	0.0040	21.95	0.03	2102.1228	0.00001	0.00368	0.00014	5.3877	0.0016	0.01025	0.00043	3.8374	0.00057	0.00198	0.00019	2.8188	0.00060	0.01911	0.00026	46.0256	0.00023	0.00166	0.00006	12.7888	0.00017					4856	7	4344.8866	0.1	83.8	2.3	112.8148	4.1	39.4	0.4	94.2203	0.5	91.3	0.5	277.0153	0.4	24350	30	14892.8663	0.1	< 3.0	(0.0)	1.0459	3.0	18.1	0.6	24.8417	1.0	3.9	0.5	6.7411	0.8	8.9	0.3	21.5903	0.5	14.1	0.3	45.5725	0.6	< 0.1	(0.1)	0.3003	0.1	5.0	0.2	24.6968	0.3	< 0.5	(0.0)	0.0000	0.5	4.7	0.1	31.2204	0.2	< 0.2	(0.1)	6.0473	0.2	2.8	0.1	35.1036	0.2	6.0	0.2	80.8936	0.3	388.4	1.3	796.7042	0.1	16.2	0.4	35.0458	0.8	4.5	0.3	13.9498	1.0					1.0	0.2	3.1693	0.5	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	3.1203	0.5	3.4	0.1	36.2695	0.8	2.5	0.3	6.0571	0.7	4.3	0.2	16.7397	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	10.0708	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	27.4591	1.5	< 2.0	(0.0)	0.0000	2.0	2.1	0.3	5.3639	1.9	< 1.6	(0.0)	19.7988	1.6	< 1.3	(0.3)	3.7175	1.3																	2.0	0.4	4.2663	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.2	(0.2)	0.5488	0.2	4.1	0.4	12.0740	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.1.60-100.04	TQ Powders	7/30/2018 11:42:25 AM	9.3924	< 0.0020	(0.0)	4.6492	0.0020	15.43	0.04	818.8195	0.0052	23.35	0.03	2278.6009	0.00001	0.00834	0.00031	5.5670	0.0016	0.00813	0.00046	3.0455	0.00055	0.00492	0.00027	4.7222	0.00061	0.02034	0.00026	48.9110	0.00023	0.00227	0.00007	14.1883	0.00017					4472	6	4000.9005	0.1	64.4	2.2	86.8266	3.9	29.7	0.4	71.7675	0.5	68.8	0.4	209.1766	0.4	20190	20	12392.7041	0.1	< 3.0	(0.0)	0.1233	3.0	16.6	0.6	23.4281	1.0	< 0.8	(0.8)	1.4488	0.8	7.8	0.3	19.4721	0.5	11.5	0.3	38.5742	0.6	< 0.5	(0.0)	0.0000	0.5	3.7	0.2	19.0816	0.3	< 0.5	(0.0)	0.0000	0.5	4.0	0.1	27.6205	0.2	< 0.2	(0.1)	5.1069	0.2	2.2	0.1	28.1343	0.2	5.7	0.2	79.8919	0.3	332.5	1.2	698.1526	0.1	12.9	0.3	28.8561	0.8	2.8	0.3	10.0972	0.9					0.8	0.2	2.6991	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.8218	0.4	3.8	0.1	36.8676	0.8	3.0	0.3	7.3490	0.7	3.9	0.2	15.8389	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	9.1402	0.7	< 1.0	(0.0)	7.1404	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	9.5696	2.0	2.3	0.3	5.7646	2.2	< 1.6	(0.0)	21.9176	1.6	< 1.3	(0.0)	3.4526	1.3																	2.4	0.4	5.1377	0.7	< 0.7	(0.0)	2.1990	0.7	< 0.1	(0.1)	0.2466	0.1	3.3	0.3	9.9364	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.4.40-60.04	TQ Powders	7/30/2018 11:27:24 AM	9.2908	0.0404	0.0015	5.3637	0.010	16.64	0.04	865.2951	0.0038	21.65	0.03	2054.5491	0.00001	0.00794	0.00028	5.8415	0.0015	0.01207	0.00045	4.4745	0.00054	0.00290	0.00022	3.4144	0.00059	0.02143	0.00026	51.5189	0.00022	0.00274	0.00008	15.8105	0.00017					4215	6	3774.2580	0.1	66.2	2.1	89.0879	3.8	29.9	0.4	72.8915	0.5	62.1	0.4	189.1615	0.4	19220	20	11821.9476	0.1	< 3.0	(0.0)	1.3111	3.0	16.2	0.6	23.0770	1.0	2.0	0.5	3.6567	0.7	7.4	0.3	18.7443	0.5	11.2	0.3	38.0007	0.5	< 0.5	(0.0)	0.0000	0.5	3.8	0.2	19.5125	0.3	< 0.5	(0.0)	0.0000	0.5	4.9	0.1	33.6065	0.2	0.2	0.1	5.8589	0.2	2.1	0.1	28.1062	0.2	5.2	0.2	74.4137	0.3	358.8	1.3	755.6607	0.1	12.5	0.3	28.1137	0.7	3.4	0.3	11.6244	0.9					1.2	0.2	3.9726	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.7014	0.3	3.6	0.1	36.6090	0.8	2.6	0.3	6.4173	0.7	4.4	0.2	17.1738	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	11.9300	0.7	< 1.0	(0.0)	7.5907	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	0.0000	2.0	4.7	0.5	6.9651	2.1	< 1.6	(0.0)	20.4753	1.6	< 1.2	(0.0)	2.4788	1.2																	3.3	0.4	7.0368	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.4	(0.4)	1.1369	0.4	3.3	0.3	9.9355	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.3.40-60.04	TQ Powders	7/30/2018 11:12:36 AM	9.3284	< 0.0020	(0.0)	4.5880	0.0020	14.28	0.03	774.8386	0.0059	25.29	0.04	2528.7492	0.00001	0.00703	0.00026	5.4859	0.0016	0.01135	0.00044	4.2104	0.00054	0.00519	0.00027	4.8672	0.00060	0.01886	0.00025	44.8915	0.00022	0.00213	0.00007	12.9662	0.00016					3761	6	3325.2862	0.1	57.8	2.0	76.9109	3.6	54.3	0.5	125.9627	0.5	60.8	0.4	182.9587	0.5	18230	20	11091.0353	0.1	< 3.0	(0.0)	0.3762	3.0	17.6	0.6	24.6874	1.0	1.9	0.5	3.3249	0.7	8.2	0.3	20.5898	0.5	12.3	0.3	41.3321	0.5	< 0.5	(0.0)	0.0000	0.5	3.8	0.2	19.4205	0.3	< 0.5	(0.0)	0.0203	0.5	4.7	0.1	32.2319	0.2	0.2	0.1	5.7855	0.2	2.6	0.1	34.2248	0.2	5.8	0.2	81.5051	0.3	341.5	1.2	722.8220	0.1	12.4	0.3	28.0235	0.7	3.1	0.3	10.8630	0.9					1.0	0.2	3.4757	0.5	< 0.4	(0.4)	1.1142	0.4	< 0.5	(0.0)	0.0000	0.5	2.3	0.1	34.4178	0.8	2.5	0.3	6.2732	0.7	4.0	0.2	16.2643	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.9980	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	16.9061	1.5	< 2.0	(0.0)	0.0000	2.0	< 2.2	(1.1)	4.7687	2.1	< 1.6	(0.0)	20.2136	1.6	< 1.2	(0.0)	3.1317	1.2																	2.9	0.4	6.1210	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	4.3	0.3	12.9741	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.2.40-60.04	TQ Powders	7/30/2018 10:57:47 AM	9.6707	0.01975	0.00077	5.0715	0.011	16.51	0.04	866.3648	0.0040	21.77	0.03	2102.9696	0.00001	0.00660	0.00023	6.0671	0.0016	0.01185	0.00045	4.4786	0.00057	0.00313	0.00023	3.5990	0.00060	0.02771	0.00030	67.8108	0.00023	0.00329	0.00009	20.0732	0.00018					5312	7	4861.7330	0.1	86.5	2.4	119.6450	4.2	45.2	0.4	109.5604	0.5	79.8	0.5	247.4629	0.4	25810	30	16082.6578	0.1	< 3.0	(0.0)	0.8063	3.0	17.7	0.6	24.6492	1.0	4.4	0.5	7.5812	0.8	8.7	0.3	21.2147	0.5	14.4	0.4	46.8796	0.6	1.0	0.3	2.4398	0.6	5.5	0.2	27.4032	0.3	< 0.5	(0.0)	0.0000	0.5	6.2	0.2	41.1937	0.2	0.2	0.1	7.7173	0.2	2.3	0.1	29.1518	0.2	7.2	0.2	95.4870	0.3	403.1	1.4	827.4557	0.1	16.6	0.4	35.4513	0.7	3.5	0.3	11.4585	1.0					1.0	0.2	3.3602	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.3)	2.5141	0.5	2.1	0.1	33.9042	0.8	3.2	0.3	7.7357	0.7	3.5	0.2	14.5649	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.1845	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.1346	0.7	< 1.0	(0.0)	5.2337	1.0	< 1.5	(0.0)	17.5867	1.5	< 2.0	(0.0)	17.9976	2.0	6.0	0.6	7.7696	2.2	< 1.6	(0.0)	20.3979	1.6	< 1.2	(0.0)	3.2147	1.2																	2.5	0.4	5.2461	0.8	< 0.7	(0.0)	0.0000	0.7	< 0.3	(0.3)	0.7749	0.3	4.0	0.4	11.7906	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.1.40-60.04	TQ Powders	7/30/2018 10:42:58 AM	9.5382	< 0.010	(0.0089)	4.9290	0.010	14.25	0.03	772.5823	0.0053	24.96	0.04	2477.1702	0.00001	0.00758	0.00029	5.4185	0.0016	0.01096	0.00044	4.0043	0.00056	0.00466	0.00026	4.4937	0.00061	0.01926	0.00025	45.2315	0.00022	0.00239	0.00008	14.0604	0.00017					4139	6	3601.4207	0.1	61.6	2.1	80.7532	3.8	35.6	0.4	82.9285	0.5	66.9	0.4	197.7844	0.4	19330	20	11544.6406	0.1	< 3.0	(0.0)	0.0303	3.0	17.3	0.6	23.7922	1.0	1.1	0.5	1.9482	0.7	8.0	0.3	19.6838	0.5	10.6	0.3	34.9262	0.6	1.2	0.3	3.0283	0.6	4.0	0.2	20.0371	0.3	< 0.5	(0.0)	0.0000	0.5	4.6	0.1	31.0702	0.2	< 0.2	(0.2)	5.4913	0.2	1.9	0.1	24.2565	0.2	5.0	0.2	69.7009	0.3	335.6	1.2	697.9781	0.1	11.4	0.3	25.9396	0.7	1.3	0.2	6.3974	0.9					0.8	0.2	2.7642	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.8728	0.4	1.9	0.1	33.6768	0.8	2.6	0.3	6.3129	0.7	4.1	0.2	16.3193	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	10.9962	0.7	< 1.0	(0.0)	7.0130	1.0	< 1.5	(0.0)	13.2534	1.5	< 2.0	(0.0)	9.0288	2.0	2.6	0.3	5.7840	2.2	< 1.6	(0.0)	21.3090	1.6	< 1.2	(0.0)	2.4731	1.2																	1.9	0.4	4.0983	0.7	< 0.7	(0.0)	1.0195	0.7	< 0.4	(0.4)	1.0296	0.4	3.4	0.3	10.1851	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.4.20-40.04	TQ Powders	7/30/2018 10:28:09 AM	9.4310	< 0.0020	(0.0)	4.7802	0.0020	15.26	0.04	822.6963	0.0052	24.14	0.03	2386.5328	0.00001	0.00564	0.00020	5.8764	0.0016	0.01404	0.00047	5.1817	0.00054	0.00313	0.00023	3.5628	0.00060	0.02195	0.00027	52.6666	0.00022	0.00396	0.00010	20.9291	0.00017					4506	6	4025.5392	0.1	72.1	2.2	97.1709	3.9	38.1	0.4	91.4253	0.5	73.7	0.5	223.5129	0.4	20390	20	12491.1777	0.1	< 3.0	(0.0)	0.5945	3.0	15.6	0.6	22.1102	1.0	2.6	0.5	4.5819	0.7	9.5	0.3	23.5248	0.5	12.2	0.3	40.6020	0.5	< 0.5	(0.0)	0.0000	0.5	4.1	0.2	20.9007	0.3	< 0.5	(0.0)	0.0000	0.5	4.6	0.1	31.4176	0.2	0.3	0.1	7.7083	0.2	2.2	0.1	29.2445	0.2	5.4	0.2	75.4740	0.3	393.1	1.3	824.0606	0.1	12.8	0.3	28.5213	0.7	2.3	0.3	8.8048	1.0					1.0	0.2	3.4221	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.6562	0.5	2.4	0.1	34.5495	0.8	2.7	0.3	6.7467	0.7	3.7	0.2	15.2593	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.6576	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	11.7763	0.7	< 1.0	(0.0)	7.6114	1.0	< 1.5	(0.0)	23.5404	1.5	< 2.0	(0.0)	10.3514	2.0	2.9	0.4	5.8017	2.2	< 1.6	(0.0)	20.0191	1.6	< 1.2	(0.0)	2.1218	1.2																	3.0	0.4	6.2835	0.7	< 0.7	(0.0)	2.6651	0.7	< 0.7	(0.0)	0.1538	0.7	3.3	0.3	9.9327	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.3.20-40.04	TQ Powders	7/30/2018 10:13:20 AM	9.4399	0.00952	0.00038	4.9346	0.0086	14.74	0.03	789.4500	0.0053	24.34	0.03	2392.4147	0.00001	< 0.0016	(0.0)	5.8055	0.0016	0.01345	0.00046	4.9156	0.00053	0.00285	0.00022	3.3509	0.00060	0.02169	0.00026	51.2548	0.00022	0.00396	0.00010	20.2799	0.00017					3951	6	3469.4311	0.1	59.7	2.1	79.2412	3.7	56.1	0.5	130.7834	0.5	63.6	0.4	190.0372	0.5	19100	20	11527.3396	0.1	< 3.0	(0.0)	0.5079	3.0	15.9	0.6	22.3574	1.0	1.0	0.5	1.8284	0.7	8.2	0.3	20.2852	0.5	10.3	0.3	34.6280	0.6	< 0.5	(0.0)	0.0000	0.5	3.6	0.2	18.0809	0.3	< 0.5	(0.0)	0.0000	0.5	4.1	0.1	27.6699	0.2	0.2	0.1	5.8103	0.2	2.3	0.1	29.3256	0.2	4.7	0.2	66.5845	0.3	458.5	1.5	960.2949	0.1	12.2	0.3	27.4180	0.8	2.8	0.3	10.0172	1.0					< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.8304	0.4	3.3	0.1	36.1677	0.8	2.4	0.3	5.9808	0.7	3.5	0.2	14.6689	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.8983	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	10.2387	0.7	< 1.0	(0.0)	7.0637	1.0	< 1.5	(0.0)	11.6539	1.5	< 2.0	(0.0)	10.0541	2.0	5.6	0.5	7.8012	2.2	< 1.6	(0.0)	22.6519	1.6	< 1.2	(0.0)	1.7065	1.2																	2.9	0.4	6.1455	0.7	< 0.7	(0.0)	1.6659	0.7	< 0.2	(0.2)	0.5892	0.2	3.4	0.3	10.1477	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.P.2.20-40.04	TQ Powders	7/30/2018 9:58:33 AM	10.2150	0.0719	0.0026	5.4648	0.016	23.66	0.05	889.4653	0.0045	24.20	0.04	1955.9339	0.00001	0.00670	0.00023	6.4543	0.0017	0.01571	0.00051	5.6015	0.00062	0.00416	0.00025	4.1597	0.00063	0.02528	0.00029	60.8682	0.00025	0.00330	0.00008	21.5347	0.00018					6502	8	6002.0374	0.1	114.1	2.6	159.0799	4.7	47.4	0.4	117.0284	0.6	97.6	0.5	308.6979	0.4	35560	40	19740.7456	0.1	< 10	(4.0)	2.0505	10	22.4	0.7	27.7341	1.2	4.9	0.6	7.3669	0.9	11.7	0.4	25.4088	0.6	16.3	0.4	52.2974	0.6	< 0.5	(0.0)	0.0000	0.5	6.9	0.2	30.1651	0.3	< 0.5	(0.0)	0.0000	0.5	7.4	0.2	48.4290	0.2	< 0.3	(0.2)	7.7896	0.3	3.4	0.1	36.5067	0.3	8.6	0.2	95.9384	0.4	547.4	1.8	902.6590	0.1	19.1	0.5	33.0992	0.9	2.8	0.3	8.5683	1.2					0.9	0.2	2.7593	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.0)	1.9605	0.6	3.4	0.1	35.7496	0.9	2.6	0.3	5.8332	0.7	4.2	0.2	15.3455	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	11.5817	0.7	< 1.0	(0.0)	5.8090	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	0.0000	2.0	4.8	0.5	7.2083	2.2	< 1.6	(0.0)	20.6843	1.6	< 1.3	(0.3)	3.8578	1.3																	2.8	0.4	5.4538	0.8	< 0.7	(0.0)	1.7440	0.7	< 0.2	(0.2)	0.5179	0.2	6.4	0.5	14.8923	0.6	< 0.5	(0.0)	0.0000	0.5									
