McMahon_6-27-18
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Sc	Sc	Sc	Sc	Ti	Ti	Ti	Ti	V	V	V	V	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Rb	Rb	Rb	Rb	Sr	Sr	Sr	Sr	Y	Y	Y	Y	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Tc	Tc	Tc	Tc	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	Te	Te	Te	Te	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	La	La	La	La	Hf	Hf	Hf	Hf	Ta	Ta	Ta	Ta	W	W	W	W	Re	Re	Re	Re	Os	Os	Os	Os	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	Po	Po	Po	Po	At	At	At	At	
Eu.N.4.60-100.04	TQ Powders	7/30/2018 4:47:09 PM	9.3196	0.1149	0.0038	6.4738	0.0100	19.68	0.04	1077.5287	0.0026	19.91	0.03	1928.7383	0.00001	< 0.00030	(0.0)	9.1423	0.00030	0.03341	0.00060	13.1980	0.00045	0.00521	0.00026	5.0930	0.00057	0.03464	0.00034	87.8797	0.00028	0.01111	0.00016	52.6770	0.00020					10440	10	9894.0049	0.1	< 1.0	(0.0)	1.4120	1.0	40.3	0.3	108.9191	0.3	43.7	0.4	137.8734	0.4	21190	20	13471.4966	0.1	< 11	(2.3)	1.7269	11	24.3	0.7	33.9310	1.0	< 0.5	(0.0)	0.0000	0.5	32.9	0.5	83.8946	0.5	34.7	0.5	114.8301	0.6	< 0.5	(0.0)	0.0000	0.5	5.1	0.3	27.0872	0.3	1.2	0.2	7.0889	0.3	13.2	0.2	91.8257	0.2	1.1	0.1	17.2480	0.2	15.1	0.2	198.6715	0.2	7.3	0.2	100.4177	0.4	988.0	2.2	2084.9290	0.1	38.9	0.5	81.3714	0.8	6.4	0.5	19.0666	1.4					1.2	0.2	4.0716	0.5	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	3.1860	0.5	2.6	0.1	34.8243	0.8	3.0	0.3	7.3068	0.7	4.1	0.2	16.3850	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	14.6	0.7	48.9705	2.9	< 1.0	(0.0)	8.6968	1.0	< 1.5	(0.0)	65.3678	1.5	< 2.0	(0.0)	41.6267	2.0	30.6	1.1	23.3668	2.2	< 1.6	(0.0)	24.0171	1.6	< 1.2	(0.0)	1.7269	1.2																	2.9	0.4	6.1509	0.7	< 0.7	(0.0)	6.8544	0.7	< 0.2	(0.2)	0.8102	0.2	15.8	0.5	48.2048	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.4.20-40.04	TQ Powders	7/30/2018 4:32:16 PM	8.8182	< 0.0020	(0.0)	4.1071	0.0020	13.84	0.03	791.5754	0.0063	27.60	0.04	2894.8700	0.00001	< 0.00030	(0.0)	9.9950	0.00030	0.03538	0.00061	13.1596	0.00042	0.00568	0.00031	5.2355	0.00060	0.02606	0.00030	62.7852	0.00025	0.01798	0.00019	74.6698	0.00018					7054	8	6323.6239	0.1	< 1.0	(0.0)	0.0000	1.0	21.8	0.3	63.9389	0.3	35.6	0.3	107.5747	0.4	10170	20	6236.7833	0.1	< 3.0	(0.0)	0.8370	3.0	18.7	0.6	27.1110	1.0	< 0.5	(0.0)	0.0000	0.5	18.4	0.4	49.1795	0.5	16.4	0.4	57.3863	0.6	< 0.5	(0.0)	0.0000	0.5	1.1	0.2	6.3184	0.3	0.9	0.1	5.6549	0.3	9.5	0.2	69.5332	0.2	0.6	0.1	9.5236	0.2	8.5	0.1	119.4476	0.2	5.9	0.2	86.9675	0.3	963.4	2.1	2126.1173	0.1	27.2	0.4	60.3610	0.7	4.4	0.4	14.5788	1.3					0.8	0.2	2.9700	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.7605	0.3	3.6	0.1	36.7736	0.8	2.8	0.3	7.1970	0.7	4.1	0.2	16.7355	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	2.3415	0.5	< 0.5	(0.0)	0.0000	0.5	3.6	0.3	25.8549	2.9	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	38.1046	1.5	< 2.0	(0.0)	46.9653	2.0	23.5	1.0	19.2819	2.1	< 1.6	(0.0)	23.6507	1.6	< 1.2	(0.0)	1.6230	1.2																	3.3	0.4	7.4004	0.7	< 0.7	(0.0)	5.1752	0.7	< 0.7	(0.0)	0.0204	0.7	8.4	0.3	27.0089	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.3.60-100.04	TQ Powders	7/30/2018 4:17:23 PM	9.4904	0.0785	0.0028	5.9309	0.010	18.63	0.04	1009.7257	0.0035	20.82	0.03	2022.1224	0.00001	< 0.00030	(0.0)	9.0622	0.00030	0.03058	0.00058	11.9520	0.00047	0.00334	0.00024	3.7877	0.00059	0.03359	0.00034	84.0505	0.00028	0.00339	0.00010	19.9382	0.00021					10020	10	9353.1921	0.1	50.5	3.1	72.8050	5.9	35.6	0.4	96.7717	0.5	47.7	0.4	148.3191	0.5	22310	30	13988.7563	0.1	< 3.0	(0.0)	1.2936	3.0	24.4	0.7	33.5501	1.0	4.7	0.5	8.3875	0.7	32.2	0.5	80.5880	0.5	35.7	0.5	115.7287	0.6	1.9	0.3	4.6762	0.6	6.2	0.3	31.8111	0.3	1.4	0.2	8.1754	0.3	16.0	0.2	109.1862	0.2	0.9	0.1	14.5377	0.2	13.7	0.1	177.7602	0.2	8.8	0.2	117.7009	0.4	997.9	2.2	2079.9792	0.1	38.3	0.5	79.5944	0.8	5.7	0.5	17.1050	1.4					1.0	0.2	3.2347	0.5	< 0.5	(0.0)	0.0000	0.5	0.6	0.1	3.3328	0.5	3.4	0.1	36.1949	0.8	3.0	0.3	7.3149	0.7	3.8	0.2	15.5979	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	23.4	0.8	67.4518	2.8	< 1.0	(0.0)	6.9719	1.0	< 1.5	(0.0)	55.9342	1.5	< 2.0	(0.0)	47.6758	2.0	24.8	1.1	18.5565	2.2	< 1.6	(0.0)	18.1005	1.6	< 1.2	(0.0)	2.0889	1.2																	3.4	0.4	7.0515	0.8	< 0.7	(0.0)	3.1281	0.7	< 0.7	(0.0)	0.0000	0.7	15.3	0.5	45.6383	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.4.40-60.04	TQ Powders	7/30/2018 3:36:22 PM	9.2996	0.0807	0.0028	5.9994	0.010	18.51	0.04	1026.1230	0.0046	22.21	0.03	2184.0408	0.00001	< 0.00030	(0.0)	9.6788	0.00030	0.02989	0.00058	11.5616	0.00046	0.00389	0.00026	4.1325	0.00058	0.03354	0.00034	82.9531	0.00027	0.01525	0.00018	67.6386	0.00020					9949	11	9166.4936	0.1	< 1.0	(0.0)	0.0000	1.0	35.5	0.3	95.7616	0.3	42.5	0.4	130.5107	0.4	18360	20	11405.6982	0.1	< 11	(0.0)	1.5597	11	23.0	0.6	32.0528	1.0	5.7	0.5	10.2167	0.7	29.5	0.5	75.2121	0.5	31.8	0.4	104.9933	0.6	< 0.6	(0.6)	1.5702	0.6	4.0	0.3	21.3232	0.3	1.6	0.2	9.6514	0.3	14.7	0.2	102.3554	0.2	1.0	0.1	15.5658	0.2	13.8	0.1	182.3304	0.2	7.7	0.2	105.6005	0.4	987.9	2.2	2099.3868	0.1	36.3	0.5	76.7212	0.8	5.1	0.5	15.8277	1.4					1.2	0.2	3.9876	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	2.8	0.1	35.1399	0.8	2.8	0.3	6.9936	0.7	4.5	0.2	17.6436	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	14.1	0.7	48.3664	2.9	< 1.0	(0.0)	7.0059	1.0	< 1.5	(0.0)	53.6791	1.5	< 2.0	(0.0)	41.8145	2.0	26.9	1.2	19.8367	2.2	< 1.6	(0.0)	17.3244	1.6	< 1.2	(0.0)	2.6065	1.2																	2.9	0.4	6.1865	0.7	< 0.7	(0.0)	4.9932	0.7	< 0.7	(0.0)	0.0000	0.7	13.8	0.4	42.0497	0.5	< 0.1	(0.1)	0.5548	0.1									
Eu.N.3.40-60.04	TQ Powders	7/30/2018 3:21:30 PM	9.3593	0.0505	0.0019	5.5552	0.010	16.82	0.04	941.8007	0.0049	24.04	0.03	2417.0939	0.00001	< 0.00030	(0.0)	2.4068	0.00030	0.02757	0.00058	10.5543	0.00047	0.00449	0.00027	4.5004	0.00058	0.03222	0.00033	78.7717	0.00028	0.00644	0.00013	30.7558	0.00020					9914	11	9020.9711	0.1	< 1.0	(0.0)	0.0000	1.0	33.8	0.3	93.1792	0.3	46.9	0.4	142.1869	0.5	17780	20	10915.0980	0.1	< 11	(9.1)	2.4632	11	22.6	0.6	31.3430	1.0	1.8	0.5	3.1938	0.7	27.3	0.4	69.1570	0.5	28.5	0.4	93.7158	0.6	< 0.4	(0.4)	1.0750	0.4	4.0	0.3	21.1876	0.3	1.2	0.2	7.3269	0.3	18.8	0.2	129.9016	0.2	0.8	0.1	12.7438	0.2	12.2	0.1	160.0652	0.2	9.5	0.2	127.6681	0.4	1147	2	2421.2356	0.1	38.3	0.5	80.5882	0.8	5.9	0.5	17.8796	1.5					1.2	0.2	3.8234	0.5	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.6873	0.5	4.5	0.1	38.2834	0.8	3.0	0.3	7.2880	0.7	4.1	0.2	16.4691	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	16.2	0.7	52.5624	2.9	< 1.0	(0.0)	6.9415	1.0	< 1.5	(0.0)	53.5399	1.5	< 2.0	(0.0)	51.1394	2.0	33.9	1.2	24.6631	2.2	< 1.6	(0.0)	21.9808	1.6	< 1.2	(0.0)	2.3901	1.2																	3.4	0.4	7.1599	0.7	< 0.7	(0.0)	4.4984	0.7	< 0.7	(0.0)	0.0104	0.7	12.4	0.4	37.6784	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.1.0-10.04	TQ Powders	7/30/2018 3:06:36 PM	8.7957	< 0.0020	(0.0)	4.4070	0.0020	9.997	0.027	579.5398	0.0076	30.84	0.04	3369.3698	0.00001	0.01998	0.00042	12.0602	0.0017	0.07397	0.00085	26.5709	0.00011	0.01871	0.00043	13.4852	0.00060	0.03043	0.00031	71.4920	0.00023	0.08396	0.00038	330.1022	0.00016					5576	7	4863.8219	0.1	< 1.0	(0.0)	0.0000	1.0	22.2	0.3	58.8829	0.4	36.2	0.4	107.0326	0.4	7752	13	4645.8788	0.1	< 3.0	(0.0)	0.3891	3.0	17.4	0.6	25.1399	0.9	2.8	0.5	5.2175	0.7	14.0	0.3	37.1612	0.5	11.6	0.3	41.1018	0.5	1.9	0.3	5.1277	0.5	3.2	0.2	17.3386	0.3	0.9	0.1	5.8161	0.2	6.7	0.1	48.7336	0.2	0.2	0.1	4.2598	0.2	9.9	0.1	139.0577	0.2	4.0	0.1	62.5206	0.3	660.0	1.7	1460.1773	0.1	17.2	0.4	39.3166	0.7	3.7	0.4	12.5615	1.2					0.7	0.2	2.5593	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.9920	0.4	3.1	0.1	35.8300	0.8	2.3	0.3	5.9593	0.7	4.0	0.2	16.5179	0.7	< 0.5	(0.0)	0.0000	0.5	< 1.3	(0.3)	4.4138	1.3	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	18.0139	0.7	< 1.0	(0.0)	7.7397	1.0	< 1.5	(0.0)	19.9674	1.5	< 2.0	(0.0)	21.6736	2.0	14.0	0.8	12.5301	2.0	< 1.6	(0.0)	19.6231	1.6	< 1.2	(0.0)	3.3819	1.2																	2.2	0.3	5.1078	0.7	< 0.7	(0.0)	0.6085	0.7	< 0.1	(0.1)	0.2295	0.1	3.3	0.3	10.8042	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.2.40-60.04	TQ Powders	7/30/2018 2:51:46 PM	9.1152	0.02058	0.00083	5.1164	0.011	13.07	0.03	751.2932	0.0064	28.59	0.04	3014.2453	0.00001	< 0.00030	(0.0)	3.1622	0.00030	0.03310	0.00062	12.1745	0.00042	0.00767	0.00035	6.4446	0.00060	0.02835	0.00032	66.8087	0.00027	0.01631	0.00019	66.4822	0.00020					9162	10	7992.2088	0.1	< 1.0	(0.0)	0.0000	1.0	24.4	0.3	70.1049	0.4	37.8	0.4	110.3122	0.5	10620	20	6285.8071	0.1	< 11	(0.0)	1.5063	11	19.7	0.6	27.5472	1.0	4.2	0.5	7.5717	0.7	20.6	0.4	52.9917	0.5	23.8	0.4	79.5482	0.5	< 0.3	(0.3)	0.7076	0.3	2.4	0.2	12.9093	0.3	1.1	0.1	6.6417	0.3	22.0	0.2	155.3561	0.2	0.7	0.1	10.2708	0.2	10.1	0.1	136.7656	0.2	7.5	0.2	105.5386	0.3	1142	2	2453.4653	0.1	34.8	0.5	74.5889	0.7	5.5	0.5	17.0167	1.5					1.2	0.2	3.9726	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.9826	0.4	3.7	0.1	36.8923	0.8	2.6	0.3	6.3735	0.7	4.3	0.2	17.0662	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	16.6	0.7	53.6862	2.9	< 1.0	(0.0)	7.3760	1.0	< 1.5	(0.0)	42.6346	1.5	< 2.0	(0.0)	46.8177	2.0	25.7	1.2	18.8130	2.1	< 1.6	(0.0)	16.4070	1.6	< 1.2	(0.0)	2.0724	1.2																	3.2	0.4	6.8742	0.7	< 0.7	(0.0)	5.6004	0.7	< 0.7	(0.0)	0.0000	0.7	9.5	0.3	29.4073	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.1.40-60.04	TQ Powders	7/30/2018 2:36:55 PM	9.7732	0.0395	0.0015	5.3940	0.010	16.89	0.04	926.3646	0.0048	23.08	0.03	2253.8059	0.00001	< 0.00030	(0.0)	2.9430	0.00030	0.02647	0.00058	9.9475	0.00047	0.00466	0.00028	4.5344	0.00059	0.03504	0.00034	82.9278	0.00027	0.00704	0.00014	32.7017	0.00021					9426	10	8268.7590	0.1	< 1.0	(0.0)	0.0000	1.0	37.6	0.3	96.4048	0.3	48.4	0.4	141.7700	0.5	20310	20	12021.7056	0.1	< 3.0	(0.0)	1.2047	3.0	23.4	0.7	31.0438	1.0	3.0	0.5	5.0453	0.7	28.8	0.5	69.4701	0.5	29.8	0.4	93.3682	0.6	< 0.5	(0.0)	0.0000	0.5	4.6	0.3	22.9611	0.3	1.2	0.2	6.9501	0.3	16.7	0.2	110.1514	0.2	0.7	0.1	11.5114	0.2	13.0	0.1	163.2398	0.2	10.0	0.2	129.2719	0.4	1028	2	2091.1688	0.1	35.0	0.5	71.3240	0.8	5.5	0.5	16.4783	1.4					1.0	0.2	3.2147	0.5	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	3.1411	0.5	4.3	0.1	37.6436	0.8	2.2	0.3	5.3496	0.7	4.3	0.2	16.6991	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	3.3374	0.5	< 0.5	(0.0)	0.0000	0.5	9.6	0.6	38.1834	2.9	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	44.3797	1.5	< 2.0	(0.0)	50.2446	2.0	28.4	1.2	20.2943	2.2	< 1.6	(0.0)	20.1810	1.6	2.9	0.3	6.1779	1.3																	3.4	0.4	6.9192	0.8	< 0.7	(0.0)	2.9963	0.7	< 0.7	(0.0)	0.0000	0.7	13.7	0.4	39.6825	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.2.20-40.04	TQ Powders	7/30/2018 2:22:01 PM	8.7466	< 0.0020	(0.0)	3.9654	0.0020	8.089	0.023	554.3983	0.0070	30.91	0.04	3876.9116	0.00001	< 0.00030	(0.0)	10.8722	0.00030	0.03577	0.00061	13.4239	0.00040	0.01075	0.00035	8.6724	0.00059	0.02370	0.00028	58.4003	0.00023	0.02270	0.00021	94.8836	0.00017					6062	8	5571.9444	0.1	< 1.0	(0.0)	0.0000	1.0	21.5	0.3	62.6601	0.3	32.5	0.3	100.8992	0.4	6652	12	4197.4065	1.2	< 3.0	(0.0)	0.7120	3.0	14.6	0.5	22.3635	0.9	< 0.5	(0.5)	1.0129	0.5	13.4	0.3	37.6168	0.5	12.3	0.3	45.4992	0.5	< 0.5	(0.0)	0.0000	0.5	1.0	0.2	5.8566	0.3	0.6	0.1	4.1618	0.2	10.0	0.2	76.1763	0.2	0.4	0.1	5.8667	0.2	7.5	0.1	109.4407	0.2	5.5	0.2	85.0113	0.3	814.4	1.9	1871.3565	0.1	23.8	0.4	55.2696	0.7	4.0	0.4	13.7716	1.2					0.9	0.2	3.3848	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.1	0.1	36.1336	0.8	2.9	0.2	7.6006	0.6	4.3	0.2	17.8163	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	2.4317	0.5	< 0.5	(0.0)	0.0000	0.5	4.0	0.3	27.0177	2.8	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	21.4333	1.5	< 2.0	(0.0)	38.0887	2.0	18.4	0.9	16.3364	2.0	< 1.6	(0.0)	22.1930	1.6	< 1.2	(0.0)	3.3094	1.2																	2.9	0.4	6.4784	0.7	< 0.7	(0.0)	4.1819	0.7	< 0.7	(0.0)	0.0000	0.7	5.8	0.3	19.3449	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.2.60-100.04	TQ Powders	7/30/2018 2:07:09 PM	9.1646	0.0366	0.0014	5.3479	0.011	15.94	0.04	899.4941	0.0057	25.02	0.03	2568.1283	0.00001	< 0.00030	(0.0)	10.1364	0.00030	0.03438	0.00061	13.1924	0.00044	0.00779	0.00035	6.7352	0.00059	0.03125	0.00032	77.2611	0.00027	0.00541	0.00012	26.5762	0.00020					9396	10	8665.9939	0.1	< 1.0	(0.0)	0.0000	1.0	34.1	0.3	92.4185	0.3	39.2	0.4	120.8693	0.5	16560	20	10311.0049	0.1	< 0.8	(0.8)	1.4702	0.8	22.3	0.6	31.5307	1.0	3.7	0.5	6.7670	0.7	29.6	0.4	76.6476	0.5	30.7	0.4	102.9649	0.5	< 0.5	(0.4)	1.1365	0.4	5.3	0.3	28.2984	0.3	1.2	0.1	6.9755	0.3	55.4	0.3	391.8610	0.2	0.9	0.1	13.8990	0.3	11.5	0.1	154.7550	0.2	6.9	0.2	97.5325	0.3	951.9	2.1	2038.3576	0.1	36.1	0.5	76.8691	0.7	6.2	0.5	18.6755	1.4					1.0	0.2	3.3114	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	3.0071	0.4	2.6	0.1	34.9648	0.8	2.8	0.3	6.8785	0.7	3.9	0.2	15.8754	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.6679	0.5	< 0.5	(0.0)	0.4748	0.5	31.6	0.8	85.3790	2.8	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	55.3691	1.5	< 2.0	(0.0)	40.1146	2.0	20.8	1.1	16.1824	2.1	< 1.6	(0.0)	16.8810	1.6	< 1.2	(0.0)	2.6067	1.2																	3.5	0.4	7.5594	0.7	< 0.7	(0.0)	4.8276	0.7	< 0.7	(0.0)	0.0000	0.7	13.0	0.4	40.1641	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.1.20-40.04	TQ Powders	7/30/2018 1:52:17 PM	8.8378	< 0.0020	(0.0)	4.6630	0.0020	11.32	0.03	663.5253	0.0075	30.93	0.04	3395.8536	0.00001	< 0.00030	(0.0)	10.7090	0.00030	0.03763	0.00063	13.7162	0.00042	0.00888	0.00037	7.2673	0.00060	0.02566	0.00029	61.1910	0.00024	0.01579	0.00018	65.0977	0.00018					6163	8	5467.5174	0.1	< 1.0	(0.0)	0.0000	1.0	23.3	0.3	64.9635	0.3	36.0	0.3	108.0197	0.4	9828	15	5983.9098	0.1	< 3.0	(0.0)	0.3649	3.0	17.5	0.6	25.4519	1.0	1.5	0.5	2.7976	0.7	15.5	0.4	41.1122	0.5	14.5	0.3	50.8632	0.6	< 0.5	(0.0)	0.0000	0.5	2.2	0.2	11.7579	0.3	0.7	0.1	4.6525	0.3	9.3	0.2	67.7399	0.2	0.4	0.1	6.5277	0.2	7.7	0.1	107.5345	0.2	5.5	0.2	81.4136	0.3	839.7	1.9	1848.6534	0.1	23.4	0.4	52.4629	0.7	3.4	0.4	11.8504	1.3					1.0	0.2	3.4314	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.3)	2.5245	0.5	2.7	0.1	35.1469	0.8	2.5	0.3	6.3357	0.7	3.9	0.2	16.0906	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 2.9	(1.0)	20.2327	2.9	< 1.0	(0.0)	7.1201	1.0	< 1.5	(0.0)	24.3626	1.5	< 2.0	(0.0)	36.1150	2.0	21.8	1.0	17.6166	2.1	< 1.6	(0.0)	20.5967	1.6	< 1.2	(0.6)	3.8112	1.2																	2.6	0.4	5.8790	0.7	< 0.7	(0.0)	2.2604	0.7	< 0.7	(0.0)	0.0000	0.7	4.0	0.3	12.7107	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.4.10-20.04	TQ Powders	7/30/2018 1:37:26 PM	8.7481	0.0299	0.0012	5.2551	0.011	13.19	0.03	763.1151	0.0065	28.57	0.04	3067.1139	0.00001	< 0.0017	(0.0011)	11.5586	0.0016	0.05065	0.00071	18.8188	0.00031	0.01440	0.00039	11.0201	0.00060	0.03434	0.00033	83.5200	0.00025	0.05796	0.00032	237.8920	0.00018					7353	9	6669.9164	0.1	< 1.0	(0.0)	0.0000	1.0	24.8	0.3	69.4752	0.3	37.2	0.4	113.6249	0.4	10180	20	6309.5681	0.1	< 3.0	(0.0)	0.0000	3.0	19.3	0.6	28.1508	1.0	1.4	0.5	2.7170	0.7	18.4	0.4	49.5397	0.5	16.7	0.4	59.0595	0.6	< 0.5	(0.0)	0.0000	0.5	2.1	0.2	11.9610	0.3	0.8	0.1	5.1378	0.2	6.6	0.1	48.4978	0.2	0.6	0.1	9.2644	0.2	10.2	0.1	144.3494	0.2	5.4	0.2	81.5413	0.3	851.6	1.9	1889.2135	0.1	22.8	0.4	51.4380	0.7	3.7	0.4	12.7150	1.3					0.7	0.2	2.5332	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.4348	0.5	3.5	0.1	36.6694	0.8	2.5	0.3	6.3575	0.7	3.7	0.2	15.6417	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.2582	0.5	< 0.5	(0.0)	0.0000	0.5	< 2.9	(0.9)	19.9210	2.9	< 1.0	(0.0)	7.2798	1.0	< 1.5	(0.0)	26.1187	1.5	< 2.0	(0.0)	32.8574	2.0	20.6	1.0	17.4359	2.1	< 1.6	(0.0)	22.5738	1.6	< 1.2	(0.3)	3.5955	1.2																	3.0	0.4	6.7211	0.7	< 0.7	(0.0)	4.2900	0.7	< 0.7	(0.0)	0.0000	0.7	6.1	0.3	19.8159	0.5	< 0.5	(0.0)	0.0000	0.5									
Eu.N.3.10-20.04	TQ Powders	7/30/2018 1:22:36 PM	8.7065	< 0.0020	(0.0)	3.3143	0.0020	7.820	0.022	537.5400	0.0070	31.03	0.04	3910.6058	0.00001	0.00882	0.00024	8.8488	0.0018	0.03504	0.00061	13.1273	0.00040	0.00816	0.00036	6.9458	0.00060	0.02027	0.00026	49.9691	0.00022	0.03822	0.00026	158.5351	0.00015					4808	6	4417.3437	0.1	< 1.0	(0.0)	0.0000	1.0	23.7	0.3	63.4253	0.3	30.1	0.3	93.9014	0.4	7022	12	4443.9013	0.1	< 3.0	(0.0)	0.3992	3.0	14.4	0.5	22.1581	0.9	1.0	0.4	2.0761	0.6	13.0	0.3	36.3712	0.5	11.3	0.3	42.1303	0.5	< 0.5	(0.0)	0.0000	0.5	0.9	0.2	5.0804	0.3	0.6	0.1	3.9725	0.2	4.6	0.1	34.9040	0.2	0.5	0.1	7.1864	0.2	7.8	0.1	114.8726	0.2	3.3	0.1	54.6566	0.3	534.4	1.5	1225.9470	0.1	16.5	0.3	39.0008	0.7	3.6	0.3	12.5805	1.1					0.6	0.1	2.4207	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.2985	0.5	2.9	0.1	35.6509	0.8	2.7	0.2	7.1033	0.6	4.2	0.2	17.4954	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	16.7496	0.7	< 1.0	(0.0)	7.8124	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	35.2842	2.0	13.8	0.8	13.0254	1.9	< 1.6	(0.0)	20.6709	1.6	2.0	0.3	5.3599	1.1																	3.4	0.3	7.6755	0.7	< 0.7	(0.0)	4.9806	0.7	< 0.2	(0.2)	0.6188	0.2	5.4	0.3	17.9959	0.4	< 0.5	(0.0)	0.0000	0.5									
