McMahon_6-13-17_3
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Pb	Pb	Pb	Pb	
Dimension			cm²/g	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	
BO.P.1.60-100.16	TQ Powders	6/13/2017 3:42:34 PM	12.3848	0.0479	0.0019	5.4056	0.013	18.21	0.04	912.1501	0.0016	18.63	0.03	1778.5508	0.00001	0.01091	0.00038	7.1437	0.0017	0.03623	0.00072	13.9077	0.00063	0.00531	0.00030	5.2141	0.00065	0.01638	0.00026	42.8189	0.00028	0.00271	0.00006	28.5006	0.00019	9957	11	9736.7941	0.1	96.9	0.5	315.7488	0.4	66520	60	40514.3340	0.1	18.9	0.8	25.3327	1.0	24.8	0.5	46.9757	0.7	4.9	0.2	46.5547	0.3	548.8	1.8	878.8406	0.1	29.5	0.5	48.7081	0.9	3.4	0.3	9.8861	1.2	6.6	0.5	14.2140	0.7	
BO.P.2.60-100.16	TQ Powders	6/13/2017 3:56:27 PM	12.3407	0.0474	0.0019	5.4088	0.013	18.37	0.04	929.7699	0.0016	18.21	0.03	1755.0088	0.00001	0.01055	0.00037	7.1512	0.0017	0.03703	0.00072	14.4177	0.00063	0.00183	0.00019	2.8144	0.00064	0.01641	0.00026	43.4238	0.00028	0.00086	0.00003	20.8388	0.00019	10120	10	10020.5294	0.1	95.6	0.5	314.9801	0.4	67150	60	41344.2609	0.1	18.5	0.8	24.8846	1.0	27.0	0.6	51.5057	0.7	4.4	0.2	42.0365	0.3	555.2	1.8	887.6114	0.1	29.5	0.5	48.7632	0.9	3.8	0.4	10.6397	1.2	7.9	0.5	17.0270	0.7	
Bp.E1.E.4.40-60.04	TQ Powders	6/13/2017 4:10:23 PM	14.4815	0.1361	0.0049	6.6149	0.013	19.35	0.04	1007.7751	0.0022	13.96	0.03	1384.7914	0.0016	0.01989	0.00061	9.0764	0.0018	0.00957	0.00051	4.3430	0.00081	0.00324	0.00027	3.9563	0.00069	0.1654	0.0007	459.6327	0.00021	< 0.0010	(0.0)	26.3316	0.00100	12460	10	12986.4722	0.1	158.7	0.7	541.5086	0.4	100500	100	63618.7131	0.1	35.7	1.1	41.6692	1.3	37.1	0.8	61.3170	0.9	18.0	0.3	146.3235	0.4	633.3	2.1	899.6257	0.1	45.2	0.7	65.3935	1.1	5.3	0.4	12.5724	1.4	23.7	1.1	44.7006	0.9	
Bp.E1.E.3.40-60.04	TQ Powders	6/13/2017 4:24:20 PM	14.3693	0.1738	0.0059	7.0821	0.013	19.45	0.04	996.6991	0.0021	14.22	0.03	1388.8564	0.0015	0.01756	0.00054	8.9061	0.0018	0.00773	0.00048	3.5521	0.00080	0.00379	0.00028	4.3312	0.00069	0.1883	0.0007	516.6134	0.00019	< 0.00034	(0.00021)	26.9757	0.00033	12190	10	12548.5826	0.1	148.6	0.6	501.8352	0.4	97780	90	61231.1834	0.1	34.0	1.1	39.8883	1.3	32.5	0.7	53.9609	0.9	14.4	0.3	118.1910	0.4	666.0	2.1	950.3423	0.1	44.2	0.7	64.5878	1.1	5.0	0.4	12.0035	1.4	23.4	1.0	44.2146	0.9	
Bp.E1.E.2.40-60.04	TQ Powders	6/13/2017 4:38:14 PM	14.0293	0.1772	0.0059	7.2374	0.013	19.13	0.04	1024.6935	0.0020	14.05	0.03	1424.3053	0.0015	0.01928	0.00058	9.3375	0.0018	0.00859	0.00049	3.9817	0.00078	0.00410	0.00028	4.6484	0.00068	0.1846	0.0007	521.2391	0.00019	0.00043	0.00001	28.4058	0.00033	12080	10	12778.4954	0.1	142.9	0.6	495.4956	0.4	96000	80	61986.1218	0.1	34.8	1.1	41.9231	1.3	30.4	0.7	51.8653	0.9	14.6	0.3	123.1681	0.4	649.2	2.1	951.1544	0.1	41.7	0.6	62.5713	1.0	5.2	0.4	12.6687	1.4	21.6	1.0	42.0189	0.9	
Bp.E1.E.1.40-60.04	TQ Powders	6/13/2017 4:52:10 PM	14.8046	0.1339	0.0048	6.5351	0.014	19.80	0.04	1002.4531	0.0022	14.20	0.03	1370.9679	0.0016	0.01804	0.00057	8.6455	0.0018	0.00745	0.00048	3.4286	0.00082	0.00402	0.00028	4.4690	0.00070	0.1741	0.0007	472.5533	0.00021	< 0.0010	(0.0)	24.1799	0.00100	12580	10	12807.2109	0.1	158.9	0.7	530.1309	0.4	102700	100	63486.4205	0.1	35.5	1.2	40.5306	1.3	37.2	0.8	60.0542	0.9	17.1	0.3	136.1866	0.4	649.3	2.1	897.2606	0.1	46.0	0.7	64.7591	1.1	4.8	0.4	11.4441	1.4	25.2	1.1	46.2728	0.9	
Bp.E1.E.4.10-20.04	TQ Powders	6/13/2017 5:06:07 PM	14.5025	0.1601	0.0056	6.8997	0.014	19.41	0.04	994.6767	0.0022	14.18	0.03	1386.9145	0.0016	0.02721	0.00076	10.2959	0.0018	0.01231	0.00054	5.4161	0.00080	0.00456	0.00030	4.8982	0.00070	0.1754	0.0007	481.4544	0.00020	< 0.00033	(0.00024)	27.5401	0.00032	12370	10	12740.4105	0.1	157.7	0.7	532.4164	0.4	99550	90	62298.9473	0.1	35.8	1.1	41.7168	1.3	39.2	0.8	64.6579	0.9	18.0	0.3	146.1201	0.4	628.4	2.0	887.9818	0.1	42.9	0.7	61.9655	1.1	4.4	0.4	10.9344	1.4	24.8	1.1	46.4863	0.9	
Bp.E1.E.3.10-20.04	TQ Powders	6/13/2017 5:20:02 PM	14.0752	0.1844	0.0061	7.3265	0.013	19.20	0.04	1023.5778	0.0020	14.37	0.03	1448.5779	0.0015	0.02428	0.00068	10.3133	0.0018	0.01106	0.00052	4.9496	0.00078	0.00330	0.00026	4.0255	0.00069	0.2038	0.0008	570.2572	0.00017	< 0.00034	(0.00024)	27.0795	0.00034	12150	10	12727.8893	0.1	147.0	0.6	504.8888	0.4	95580	80	61194.5441	0.1	35.6	1.1	42.7700	1.3	33.0	0.7	56.1415	0.9	14.8	0.3	123.8262	0.4	659.9	2.1	964.2076	0.1	43.6	0.6	64.9859	1.0	5.1	0.4	12.4561	1.4	20.9	1.0	40.6553	0.9	
Bp.E1.E.2.10-20.04	TQ Powders	6/13/2017 5:33:53 PM	14.0619	0.1883	0.0062	7.3886	0.013	19.21	0.04	1026.4202	0.0020	14.45	0.03	1459.2774	0.0014	0.02837	0.00076	10.8779	0.0018	0.01320	0.00054	5.8821	0.00077	0.00234	0.00023	3.2973	0.00068	0.1983	0.0007	554.5816	0.00018	< 0.00034	(0.00021)	26.9155	0.00033	11990	10	12561.2054	0.1	142.0	0.6	487.8970	0.4	95490	80	61213.7771	0.1	33.5	1.1	40.3692	1.2	32.4	0.7	55.1342	0.9	14.5	0.3	122.2203	0.4	634.6	2.0	930.4497	0.1	42.8	0.6	64.1934	1.0	3.8	0.4	10.1850	1.4	23.6	1.0	45.9160	0.9	
