McMahon_VgE
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Pb	Pb	Pb	Pb	
Dimension			cm²/g	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	
Vg.E.4.10-20.16	TQ Powders	7/10/2017 1:41:40 PM	13.9615	0.0311	0.0014	5.2137	0.014	19.03	0.04	1004.1980	0.0024	9.675	0.023	981.7257	0.0021	< 0.00030	(0.0)	8.8964	0.00030	0.05885	0.00087	26.1888	0.00066	0.00399	0.00028	4.7698	0.00067	0.01410	0.00024	43.2730	0.00028	0.00130	0.00003	36.2071	0.00018	11040	10	12650.3727	0.1	166.4	0.6	625.6773	0.3	102600	100	70115.9061	0.1	8.6	0.9	10.3353	1.3	37.2	0.8	63.5290	0.9	11.3	0.3	94.0183	0.4	1184	3	1629.6207	0.1	67.2	0.8	90.4791	1.0	9.9	0.6	19.6020	1.8	14.2	0.9	27.4387	0.9	
Vg.E.3.10-20.16	TQ Powders	7/10/2017 1:55:34 PM	13.8450	0.0458	0.0019	5.4033	0.014	19.74	0.04	1029.6291	0.0023	10.22	0.02	1015.7929	0.0020	< 0.00030	(0.0)	7.9075	0.00030	0.05739	0.00086	24.9783	0.00065	0.00262	0.00025	3.6072	0.00068	0.01354	0.00023	40.5804	0.00028	0.00847	0.00010	70.3584	0.00018	10870	10	12153.3374	0.1	156.9	0.6	577.1574	0.3	99330	90	66654.0949	0.1	6.3	0.9	7.6375	1.3	31.3	0.7	53.7397	0.9	10.0	0.2	83.6531	0.4	1072	3	1438.4772	0.1	67.9	0.8	88.9250	1.0	9.9	0.6	19.0596	1.7	14.0	0.8	27.0575	0.9	
Vg.E.T.2.0-10.16	TQ Powders	7/10/2017 2:09:29 PM	13.9574	0.0571	0.0024	5.5938	0.013	18.59	0.04	1016.0767	0.0024	11.19	0.02	1168.8779	0.0019	0.00806	0.00023	11.5465	0.0017	0.06542	0.00090	29.0683	0.00065	0.00414	0.00029	4.8837	0.00069	0.02213	0.00027	67.2560	0.00028	0.00758	0.00010	68.0750	0.00019	11040	10	12560.7516	0.1	170.5	0.6	636.2321	0.3	102000	100	69939.7656	0.1	8.2	0.9	10.0039	1.3	33.3	0.8	57.0891	0.9	11.1	0.3	93.2032	0.4	1150	3	1655.1930	0.1	63.8	0.7	91.5616	1.0	8.5	0.6	18.3390	1.7	14.8	0.8	28.7113	0.9	
Vg.E.1.10-20.16	TQ Powders	7/10/2017 2:56:01 PM	14.4079	0.0681	0.0028	5.7506	0.014	19.19	0.04	1048.6407	0.0025	9.894	0.023	1029.9599	0.0021	0.01502	0.00042	11.0299	0.0017	0.05548	0.00085	25.0137	0.00069	0.00523	0.00032	5.8310	0.00069	0.01731	0.00025	53.5193	0.00028	0.00232	0.00004	43.8200	0.00019	11550	10	13317.1474	0.1	199.8	0.7	753.4413	0.3	109100	100	75269.1476	0.1	9.4	1.0	11.0544	1.4	40.2	0.8	66.9749	0.9	13.2	0.3	107.1497	0.4	940.5	2.5	1329.4185	0.1	62.9	0.7	89.0799	1.0	8.2	0.5	17.6185	1.6	15.9	0.9	30.1438	1.0	
Vg.E.2.10-20.16	TQ Powders	7/10/2017 3:09:55 PM	14.3909	0.0657	0.0027	5.6956	0.014	19.33	0.04	1037.1086	0.0024	9.998	0.023	1023.9917	0.0021	0.00999	0.00031	9.6424	0.0017	0.05541	0.00085	24.6528	0.00068	0.00379	0.00028	4.6060	0.00069	0.01399	0.00024	42.8469	0.00028	0.00307	0.00005	46.8984	0.00018	11080	10	12642.2226	0.1	163.7	0.6	612.3194	0.3	108100	100	73879.6446	0.1	6.1	1.0	7.1302	1.2	35.5	0.8	59.0521	0.8	10.8	0.3	87.7248	0.4	901.4	2.5	1272.6258	0.1	60.1	0.7	85.3315	1.0	8.6	0.5	18.3060	1.6	15.4	0.9	29.0614	0.9	
Vg.E.2.20-40.16	TQ Powders	7/10/2017 3:23:50 PM	14.3155	0.0627	0.0027	5.6825	0.013	18.96	0.04	1046.9149	0.0024	9.313	0.022	981.6388	0.0021	0.00628	0.00020	9.5146	0.0017	0.04973	0.00081	22.8227	0.00069	0.00243	0.00024	3.5660	0.00067	0.01217	0.00022	38.5638	0.00028	0.00073	0.00001	36.4957	0.00018	10990	10	12948.2096	0.1	160.9	0.6	620.4327	0.3	109800	100	77207.0785	0.1	8.2	1.0	9.7368	1.3	35.5	0.8	59.4409	0.9	11.3	0.3	92.1619	0.4	963.2	2.6	1369.7667	0.1	62.0	0.7	88.2975	1.0	8.7	0.6	18.5812	1.6	13.8	0.9	26.2702	1.0	
Vg.E.3.20-40.16	TQ Powders	7/10/2017 3:37:46 PM	14.4742	0.0349	0.0015	5.2803	0.014	19.90	0.04	1079.9790	0.0024	8.852	0.022	910.0618	0.0022	0.00561	0.00018	8.9916	0.0017	0.05451	0.00084	24.7403	0.00069	0.00348	0.00027	4.4112	0.00068	0.01206	0.00022	37.7186	0.00028	0.00098	0.00002	37.5425	0.00018	11200	10	13018.9289	0.1	150.0	0.6	570.6964	0.3	110900	100	76898.9290	0.1	7.9	1.0	9.2950	1.3	37.1	0.8	61.4743	0.9	11.2	0.3	90.3903	0.4	931.9	2.5	1308.2453	0.1	64.4	0.8	90.5375	1.0	9.2	0.6	19.1860	1.6	18.3	0.9	34.3624	0.9	
Vg.E.1.20-40.16	TQ Powders	7/10/2017 3:51:41 PM	14.4113	0.0616	0.0026	5.6728	0.013	19.08	0.04	1060.7909	0.0024	9.283	0.022	983.1279	0.0022	< 0.00030	(0.0)	7.8901	0.00030	0.05129	0.00083	23.6356	0.00069	0.00370	0.00028	4.6435	0.00067	0.01464	0.00024	46.3553	0.00028	0.00116	0.00002	39.3617	0.00018	11120	10	13113.8476	0.1	192.5	0.6	742.2924	0.3	111800	100	78714.1367	0.1	8.5	1.0	10.0533	1.4	40.6	0.8	67.5380	1.0	13.8	0.3	112.0299	0.4	1044	3	1475.9708	0.1	63.6	0.7	90.1276	1.0	9.5	0.6	19.8850	1.7	16.5	0.9	31.1513	1.0	
Vg.E.4.20-40.16	TQ Powders	7/10/2017 4:05:35 PM	14.8629	0.0375	0.0017	5.3094	0.014	19.97	0.04	1069.7629	0.0024	8.989	0.022	916.0230	0.0023	0.00784	0.00025	8.9904	0.0017	0.06176	0.00089	27.5616	0.00069	0.00310	0.00026	4.0631	0.00069	0.01188	0.00023	36.7341	0.00028	0.00056	0.00001	36.1443	0.00018	11410	10	13107.3345	0.1	169.4	0.6	636.4597	0.4	115300	100	78873.2875	0.1	8.5	1.0	9.7418	1.4	37.7	0.8	60.8733	1.0	13.0	0.3	102.4014	0.4	899.1	2.5	1234.9972	0.1	66.4	0.8	91.1607	1.0	9.0	0.6	18.5687	1.6	13.5	1.0	24.8823	1.0	
Vg.E.4.60-100.16	TQ Powders	7/10/2017 4:19:29 PM	15.0525	0.0644	0.0027	5.6783	0.014	20.15	0.04	1081.2505	0.0024	8.750	0.022	891.8250	0.0023	< 0.00030	(0.0)	6.0592	0.00030	0.05257	0.00085	23.5839	0.00072	0.00094	0.00014	2.3009	0.00069	0.01145	0.00023	35.4899	0.00029	< 0.0010	(0.0)	24.7897	0.00100	11400	10	13117.9715	0.1	165.1	0.6	621.2203	0.4	118200	100	80997.1794	0.1	9.3	1.0	10.5065	1.4	41.0	0.8	65.3465	0.9	13.6	0.3	105.7467	0.4	1012	3	1376.1985	0.1	67.3	0.8	91.7941	1.1	10.4	0.6	20.8567	1.7	16.5	1.0	29.9636	1.0	
