McMahon_aband
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	Ta	Ta	Ta	Ta	W	W	W	W	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	
Cr.A1.1.10-20.16	TQ Powders	9/6/2018 10:47:08 AM	13.2490	0.2622	0.0078	8.4685	0.013	19.02	0.04	1033.0148	0.0018	14.15	0.03	1447.0806	0.0013	0.02385	0.00066	10.3276	0.0017	0.01108	0.00050	5.1526	0.00075	0.00174	0.00019	2.8651	0.00067	0.4692	0.0012	1333.2077	0.00001	0.00106	0.00005	28.3224	0.00048	11880	10	12543.6699	0.1	120.5	0.8	316.9313	0.3	166.2	0.7	575.1490	0.4	84520	80	54712.5586	0.1	< 12	(0.0)	2.7480	12	36.5	1.1	39.8221	1.7	32.9	1.1	41.8712	1.2	24.4	0.7	43.9839	0.9	38.4	0.7	93.5431	0.9	< 0.5	(0.0)	0.0000	0.5	17.0	0.5	62.8386	0.5	< 0.5	(0.0)	0.0000	0.5	10.5	0.3	52.4820	0.4	24.4	0.3	217.7272	0.4	629.6	2.0	966.7915	0.1	44.6	0.7	69.1157	1.1	4.0	0.4	10.6718	1.4	1.4	0.2	3.7289	0.6	0.7	0.3	1.4815	0.6	< 0.5	(0.0)	0.0000	0.5	4.2	0.1	36.4851	0.9	2.2	0.3	4.5826	0.8	4.1	0.2	14.7522	0.7	9.3	0.4	20.9921	1.0	< 0.5	(0.0)	3.2894	0.5	< 2.9	(1.8)	22.6745	2.9	< 1.0	(0.0)	0.0000	1.0	125.9	2.1	215.4829	8.8	< 1.6	(0.0)	17.3616	1.6	2.8	0.4	6.4491	2.0									1.4	0.6	2.3985	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	24.9	0.9	51.1636	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A1.2.10-20.16	TQ Powders	9/6/2018 11:01:01 AM	13.2018	0.3238	0.0089	9.2612	0.013	18.79	0.04	1004.9166	0.0018	15.30	0.03	1546.6675	0.0011	0.02347	0.00066	10.0269	0.0017	0.01211	0.00051	5.4036	0.00075	< 0.00068	(0.00017)	1.6553	0.00068	0.6305	0.0014	1747.3134	0.00001	0.00289	0.00012	35.2191	0.00054	11230	10	11532.7604	0.1	120.2	0.8	308.2725	0.3	210.7	0.7	711.0956	0.4	81050	70	51299.2801	0.1	18.6	3.4	4.8032	12	19.7	1.0	23.9027	1.7	35.0	1.0	44.7024	1.2	20.4	0.7	36.7396	0.9	36.9	0.6	90.1132	0.8	< 0.9	(0.9)	1.6011	0.9	13.0	0.5	48.2446	0.5	< 0.5	(0.0)	0.0000	0.5	8.1	0.2	40.5226	0.4	24.9	0.3	222.9735	0.3	615.1	2.0	946.9228	0.1	44.2	0.6	68.6327	1.0	3.4	0.4	9.5707	1.4	1.3	0.2	3.5814	0.6	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.2513	0.6	2.2	0.1	33.5035	0.9	2.6	0.3	5.5860	0.7	3.4	0.2	13.1520	0.7	9.7	0.4	21.9893	1.0	< 0.5	(0.0)	3.3125	0.5	< 0.7	(0.0)	16.9045	0.7	< 1.0	(0.0)	10.5730	1.0	173.7	2.3	267.3557	8.5	< 1.6	(0.0)	16.3082	1.6	< 1.2	(0.0)	0.0000	1.2									< 1.3	(0.0)	0.0000	1.3	< 0.7	(0.0)	0.4392	0.7	< 0.7	(0.0)	0.0000	0.7	21.7	0.8	44.6174	0.8	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.1.0-10.16	TQ Powders	9/6/2018 11:14:55 AM	14.4122	0.2447	0.0077	8.1622	0.013	18.28	0.04	981.6055	0.0024	12.75	0.03	1318.0192	0.0017	0.02417	0.00072	9.6935	0.0018	0.01672	0.00058	7.5323	0.00078	0.00237	0.00023	3.3908	0.00069	0.5895	0.0013	1714.1948	0.00001	< 0.0010	(0.0)	28.1285	0.00100	11690	10	12579.7541	0.1	156.8	0.8	416.6924	0.3	181.6	0.7	639.4734	0.4	102400	100	66698.0999	0.1	10.8	2.4	4.2141	9.7	35.5	1.1	37.4042	1.8	33.7	1.1	39.6909	1.3	30.0	0.7	49.8505	0.9	39.4	0.7	88.8880	0.9	1.5	0.6	2.5481	1.0	43.0	0.6	146.0396	0.5	< 0.5	(0.0)	0.0000	0.5	11.5	0.3	53.0192	0.4	10.4	0.2	85.5233	0.4	583.5	2.0	833.3442	0.1	41.6	0.7	60.4998	1.1	4.7	0.4	11.4276	1.4	1.5	0.2	3.7971	0.6	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	2.8539	0.5	2.3	0.1	33.5089	1.0	2.0	0.3	3.9906	0.8	3.4	0.2	12.8424	0.7	9.7	0.4	21.2106	1.0	< 0.5	(0.0)	2.4427	0.5	< 2.8	(2.2)	23.0487	2.8	< 1.0	(0.0)	9.6742	1.0	98.0	1.7	184.5830	8.4	< 1.6	(0.0)	17.1504	1.6	3.1	0.4	7.0725	2.1									2.3	0.6	3.8058	1.4	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	20.9	1.3	39.9032	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.2.0-10.16	TQ Powders	9/6/2018 11:28:51 AM	14.2676	0.3091	0.0089	9.0041	0.013	18.38	0.04	975.7314	0.0023	13.49	0.03	1376.9494	0.0016	0.02780	0.00080	10.1050	0.0018	0.01571	0.00057	7.0516	0.00077	0.00161	0.00018	2.7671	0.00069	0.7928	0.0015	2258.0093	0.00001	0.00071	0.00004	29.8110	0.00059	11230	10	11773.8312	0.1	153.3	0.8	398.0379	0.3	208.9	0.7	719.0053	0.4	98200	90	62702.8461	0.1	< 3.0	(0.0)	1.6908	3.0	37.4	1.1	39.0186	1.8	35.9	1.1	42.5954	1.3	26.9	0.7	45.1803	0.9	39.1	0.7	88.9625	0.9	1.5	0.5	2.6012	1.0	41.1	0.7	140.8573	0.5	< 0.5	(0.0)	0.0000	0.5	10.7	0.3	49.5049	0.4	12.7	0.3	105.1390	0.4	558.5	1.9	802.1891	0.1	40.1	0.6	58.9366	1.1	4.1	0.4	10.4881	1.3	1.5	0.2	3.6533	0.6	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.5525	0.3	3.5	0.1	35.1660	1.0	2.1	0.3	4.1372	0.8	3.4	0.2	12.6293	0.7	8.2	0.4	17.6616	1.0	< 1.3	(0.4)	4.8025	1.3	< 0.7	(0.0)	18.7867	0.7	< 1.0	(0.0)	8.6252	1.0	143.3	2.1	230.3150	8.6	< 1.6	(0.0)	17.3308	1.6	2.5	0.3	6.5356	2.1									< 1.4	(0.8)	1.9022	1.4	< 0.7	(0.0)	1.9672	0.7	< 0.7	(0.0)	0.0000	0.7	24.4	1.3	46.9199	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.3.0-10.16	TQ Powders	9/6/2018 11:42:46 AM	14.5566	0.3019	0.0089	8.9336	0.014	18.20	0.04	972.5413	0.0025	13.15	0.03	1356.1066	0.0017	0.02593	0.00077	9.7332	0.0018	0.01657	0.00058	7.4835	0.00079	0.00079	0.00012	2.1425	0.00070	0.7475	0.0015	2152.0446	0.00001	< 0.00059	(0.00027)	29.3709	0.00058	11240	10	11921.9331	0.1	168.9	0.8	442.7103	0.3	219.8	0.8	764.1944	0.4	103100	100	66384.1172	0.1	< 3.0	(0.0)	2.4633	3.0	35.4	1.1	36.9821	1.9	39.1	1.2	45.5291	1.4	25.0	0.7	41.1316	0.9	40.2	0.7	89.6861	0.9	1.3	0.6	2.1492	1.0	42.0	0.7	141.4644	0.5	< 0.5	(0.0)	0.0000	0.5	11.7	0.3	53.4810	0.4	12.1	0.3	98.9771	0.4	558.3	2.0	790.8211	0.1	41.1	0.7	59.5160	1.1	4.7	0.4	11.4831	1.4	1.5	0.2	3.7656	0.6	< 0.5	(0.0)	0.0000	0.5	0.9	0.1	3.6413	0.7	4.8	0.1	37.0841	1.0	2.7	0.3	5.3563	0.8	3.4	0.2	12.6638	0.7	9.1	0.4	19.6730	1.0	1.7	0.2	7.3696	1.3	< 0.7	(0.0)	17.6100	0.7	< 1.0	(0.0)	8.8609	1.0	140.8	2.1	229.0416	8.6	< 1.6	(0.0)	13.8538	1.6	1.7	0.3	6.0176	1.6									< 1.4	(0.5)	1.4383	1.4	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	25.1	1.4	47.4138	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.4.0-10.16	TQ Powders	9/6/2018 11:56:42 AM	14.1314	0.3310	0.0093	9.3321	0.013	17.81	0.04	953.4940	0.0024	13.31	0.03	1378.6543	0.0016	0.02298	0.00071	9.1302	0.0017	0.01591	0.00056	7.2563	0.00076	< 0.00069	(0.00045)	1.8739	0.00069	0.8678	0.0016	2507.6846	0.00001	0.00172	0.00008	34.8274	0.00062	10950	10	11621.3893	0.1	158.2	0.8	415.5235	0.3	226.1	0.8	787.7303	0.4	97210	90	62726.9786	0.1	< 3.0	(0.0)	2.1373	3.0	35.5	1.1	37.6837	1.8	40.8	1.1	48.8040	1.3	26.1	0.7	44.2562	0.9	40.4	0.7	92.6263	0.9	1.8	0.5	3.2140	1.0	41.3	0.7	142.7801	0.5	< 0.5	(0.0)	0.0000	0.5	10.8	0.3	50.7966	0.4	13.7	0.3	114.8829	0.4	539.3	1.9	781.5767	0.1	39.1	0.6	58.0916	1.1	4.4	0.4	11.0390	1.3	1.1	0.2	2.8723	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.3)	2.3611	0.6	4.5	0.1	36.6952	1.0	2.7	0.3	5.4160	0.8	3.3	0.2	12.6090	0.7	10.1	0.4	22.1145	1.0	< 0.5	(0.0)	3.7486	0.5	< 0.7	(0.0)	17.0392	0.7	< 1.0	(0.0)	7.8502	1.0	159.6	2.2	248.7117	8.6	< 1.6	(0.0)	12.3416	1.6	< 2.2	(1.4)	5.7208	2.2									< 1.4	(0.3)	1.2052	1.4	< 0.7	(0.0)	0.2250	0.7	< 0.7	(0.0)	0.0000	0.7	25.4	1.3	49.2218	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.1.10-20.16	TQ Powders	9/6/2018 12:16:46 PM	14.9972	0.2518	0.0079	8.0669	0.014	19.23	0.04	976.5551	0.0025	13.27	0.03	1297.9533	0.0018	0.01849	0.00063	8.2205	0.0018	0.01085	0.00053	4.8334	0.00082	< 0.00020	(0.0)	1.1166	0.00020	0.6139	0.0013	1698.2695	0.00001	< 0.00054	(0.0)	28.2951	0.00053	11950	10	12251.4617	0.1	153.9	0.8	390.2682	0.3	172.4	0.7	579.1178	0.4	105800	100	65618.4811	0.1	33.9	4.3	7.0132	10	43.4	1.1	42.6920	1.5	29.9	1.2	33.8086	1.1	31.9	0.7	50.9627	0.7	40.0	0.8	86.8511	1.0	2.8	0.6	4.5626	0.9	47.1	0.7	153.4202	0.5	0.5	0.2	1.9186	0.4	11.6	0.3	51.5431	0.3	11.7	0.3	92.2359	0.4	583.8	2.0	800.9503	0.1	43.4	0.7	61.0084	1.1	4.5	0.4	10.9251	1.4	1.4	0.2	3.4664	0.6	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.3110	0.6	3.9	0.1	35.7038	1.0	2.5	0.3	4.9127	0.8	3.9	0.2	13.6504	0.7	9.7	0.4	20.5593	1.0	1.5	0.2	6.8491	1.3	< 2.8	(1.9)	22.4239	2.8	< 1.0	(0.0)	10.5306	1.0	92.3	1.7	176.6781	8.4	< 1.6	(0.0)	21.9748	1.6	5.3	0.5	8.5287	1.8									6.1	0.6	8.6899	1.2	< 0.7	(0.0)	5.9491	0.7	2.4	0.6	4.4659	1.1	23.6	1.4	43.2724	0.8	< 1.2	(0.0)	2.2088	1.2	
Cr.A2.3.10-20.16	TQ Powders	9/6/2018 12:31:31 PM	14.9018	0.3218	0.0093	9.0378	0.014	18.86	0.04	970.4474	0.0025	13.37	0.03	1328.1491	0.0018	0.02194	0.00071	8.7002	0.0018	0.01016	0.00052	4.6559	0.00082	0.00089	0.00013	2.1985	0.00072	0.7560	0.0015	2109.2946	0.00001	0.00106	0.00005	32.6159	0.00058	11390	10	11720.1743	0.1	158.7	0.8	404.2880	0.3	223.3	0.8	754.2956	0.4	105000	100	65567.0124	0.1	27.0	4.1	6.1480	11	37.2	1.1	37.7458	1.7	35.5	1.2	40.3182	1.2	27.9	0.7	44.8160	0.9	39.7	0.8	86.6551	1.0	< 0.8	(0.8)	1.2458	0.8	49.4	0.7	162.1467	0.5	< 0.2	(0.2)	0.8737	0.2	10.1	0.3	45.1881	0.4	12.6	0.3	100.3264	0.4	556.2	2.0	768.2564	0.1	39.9	0.7	56.7811	1.1	4.0	0.4	10.0422	1.4	1.3	0.2	3.2670	0.6	< 0.6	(0.6)	1.1091	0.6	0.5	0.1	2.8692	0.5	4.3	0.1	36.2266	1.0	2.4	0.3	4.6534	0.8	4.4	0.2	14.7800	0.7	9.1	0.4	19.3731	1.0	< 1.3	(0.0)	4.5208	1.3	< 2.8	(1.0)	21.0970	2.8	< 1.0	(0.0)	15.9132	1.0	135.2	2.0	220.5541	8.5	< 1.6	(0.0)	19.9488	1.6	4.6	0.5	8.0734	2.0									3.7	0.6	5.6303	1.3	< 0.7	(0.0)	3.1873	0.7	< 0.6	(0.6)	1.4885	0.6	26.6	1.4	49.1035	0.9	< 0.5	(0.0)	0.0162	0.5	
Cr.A2.4.10-20.16	TQ Powders	9/6/2018 12:46:17 PM	14.2950	0.3556	0.0098	9.6718	0.013	18.62	0.04	992.3638	0.0023	13.78	0.03	1405.2652	0.0016	0.02151	0.00069	8.7039	0.0018	0.00879	0.00049	4.1248	0.00079	0.00148	0.00018	2.6618	0.00070	0.8853	0.0016	2505.5405	0.00001	< 0.0010	(0.0)	24.9643	0.00100	11210	10	11639.5499	0.1	161.8	0.8	415.6606	0.3	177.8	0.7	606.1708	0.4	97590	90	61928.5434	0.1	< 3.0	(0.0)	0.3675	3.0	31.3	1.1	33.5352	1.9	37.5	1.2	44.3835	1.4	24.0	0.7	40.2455	1.0	38.4	0.7	87.0415	0.9	< 0.9	(0.9)	1.4858	0.9	42.0	0.7	143.5673	0.5	< 0.5	(0.0)	0.0000	0.5	10.0	0.3	46.3486	0.4	13.4	0.3	111.6936	0.4	535.2	1.9	772.3538	0.1	38.5	0.6	57.0300	1.1	2.6	0.3	7.8463	1.3	1.6	0.2	3.9953	0.6	< 0.5	(0.5)	1.0109	0.5	< 0.5	(0.0)	0.0000	0.5	2.4	0.1	33.7318	0.9	2.7	0.3	5.5237	0.8	4.1	0.2	14.4651	0.7	9.5	0.4	20.7590	1.0	< 0.5	(0.0)	3.4779	0.5	< 0.7	(0.0)	19.5916	0.7	< 1.0	(0.0)	12.4193	1.0	171.1	2.2	262.9348	8.3	< 1.6	(0.0)	13.7081	1.6	< 1.2	(0.0)	3.4989	1.2									< 1.5	(0.0)	0.0000	1.5	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	23.9	1.3	45.9332	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.1.20-40.16	TQ Powders	9/6/2018 1:00:59 PM	14.9324	0.2732	0.0083	8.3890	0.014	19.08	0.04	979.6165	0.0025	13.10	0.03	1295.9087	0.0018	0.01889	0.00062	8.4641	0.0018	0.00870	0.00051	3.9729	0.00083	< 0.00020	(0.0)	1.2843	0.00020	0.6039	0.0013	1687.9816	0.00001	< 0.0010	(0.0)	26.3620	0.00100	12110	10	12536.0863	0.1	153.9	0.8	393.9526	0.3	167.6	0.7	567.8837	0.4	105900	100	66271.9390	0.1	22.5	3.7	5.6532	12	39.2	1.1	39.3776	1.8	36.3	1.2	41.1970	1.3	28.1	0.7	45.1770	0.9	42.0	0.8	91.3450	1.0	< 1.0	(1.0)	1.6570	1.0	46.6	0.7	152.5882	0.5	< 0.5	(0.0)	0.0000	0.5	11.1	0.3	49.4332	0.4	10.5	0.3	83.5312	0.4	597.0	2.0	823.4965	0.1	42.0	0.7	59.0252	1.1	5.0	0.4	11.7663	1.4	1.2	0.2	3.0626	0.7	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.3168	0.7	4.9	0.1	37.0663	1.0	2.6	0.3	5.1811	0.8	3.6	0.2	12.9768	0.7	8.9	0.4	18.8358	1.0	< 1.4	(0.0)	4.0795	1.3	< 0.7	(0.0)	15.5310	0.7	< 1.0	(0.0)	10.7374	1.0	94.6	1.7	178.9278	8.6	< 1.6	(0.0)	16.9272	1.6	6.2	0.6	9.0971	2.1									2.6	0.6	4.2237	1.4	< 0.7	(0.0)	3.3627	0.7	< 0.7	(0.0)	0.1787	0.7	22.1	1.4	40.7097	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.2.20-40.16	TQ Powders	9/6/2018 1:15:43 PM	14.5504	0.3256	0.0093	9.1391	0.014	18.58	0.04	967.6945	0.0024	13.31	0.03	1337.0443	0.0017	0.01731	0.00059	8.1016	0.0018	0.00811	0.00048	3.8698	0.00081	< 0.00020	(0.0)	1.3845	0.00020	0.8042	0.0015	2269.1050	0.00001	0.00103	0.00005	31.7613	0.00060	11410	10	11851.7379	0.1	160.6	0.8	412.8675	0.3	184.3	0.7	628.2978	0.4	101000	100	63711.9137	0.1	< 12	(5.1)	3.4244	12	39.3	1.1	40.1123	1.7	41.0	1.2	47.6846	1.3	27.2	0.7	44.7907	0.9	42.3	0.7	94.3884	0.9	1.3	0.5	2.2829	1.0	41.6	0.7	139.6936	0.5	< 0.5	(0.0)	0.0000	0.5	10.5	0.3	48.0704	0.4	13.2	0.3	107.6520	0.4	570.8	2.0	806.0815	0.1	40.8	0.7	59.0881	1.1	4.6	0.4	11.2064	1.4	1.1	0.2	2.9350	0.6	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.2382	0.7	5.2	0.1	37.5607	1.0	2.2	0.3	4.4268	0.8	3.8	0.2	13.6562	0.7	9.1	0.4	19.7445	1.0	< 1.3	(0.3)	4.6572	1.3	< 2.9	(0.0)	20.3995	2.9	< 1.0	(0.0)	9.5691	1.0	146.5	2.1	234.7756	8.6	< 1.6	(0.0)	15.0321	1.6	4.3	0.5	7.7331	2.1									2.9	0.6	4.5498	1.3	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	26.9	1.4	50.5784	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.3.20-40.16	TQ Powders	9/6/2018 1:30:29 PM	14.6661	0.3275	0.0094	9.2597	0.014	18.33	0.04	974.0711	0.0024	13.03	0.03	1336.0907	0.0017	0.01961	0.00065	8.5135	0.0018	0.00790	0.00048	3.7800	0.00081	0.00126	0.00016	2.5062	0.00070	0.7639	0.0015	2193.7003	0.00001	< 0.00059	(0.00027)	29.5558	0.00058	11430	10	12089.5316	0.1	157.8	0.8	412.3838	0.3	178.7	0.7	618.9792	0.4	104200	100	66831.2009	0.1	< 13	(6.4)	3.6134	12	34.2	1.1	35.8073	1.9	35.5	1.2	41.0231	1.4	24.8	0.7	40.6143	1.0	39.1	0.8	86.7878	1.0	1.6	0.6	2.7632	1.0	45.0	0.7	150.2108	0.5	< 0.5	(0.0)	0.0000	0.5	10.2	0.3	46.0263	0.4	12.2	0.3	99.0342	0.4	563.7	2.0	792.7322	0.1	40.5	0.6	58.2480	1.1	4.4	0.4	10.8635	1.4	1.4	0.2	3.5207	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.0	0.1	34.4231	1.0	2.8	0.3	5.4981	0.8	4.2	0.2	14.4324	0.7	9.5	0.4	20.4248	1.0	1.1	0.2	6.1250	1.0	< 0.7	(0.0)	11.9486	0.7	< 1.0	(0.0)	12.4912	1.0	141.8	2.1	228.6755	8.5	< 1.6	(0.0)	16.7264	1.6	< 2.3	(0.6)	5.3139	2.3									< 1.4	(1.1)	2.2400	1.4	< 0.7	(0.0)	0.3597	0.7	< 0.7	(0.0)	0.0000	0.7	23.8	1.4	44.6529	1.0	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.4.20-40.16	TQ Powders	9/6/2018 1:45:13 PM	14.5312	0.3415	0.0096	9.3711	0.014	18.75	0.04	978.9386	0.0023	13.66	0.03	1370.8575	0.0016	0.02079	0.00067	8.6557	0.0018	0.00816	0.00048	3.8267	0.00081	< 0.00020	(0.0)	1.4234	0.00020	0.8989	0.0016	2518.3492	0.00001	< 0.00064	(0.00052)	28.9048	0.00063	11140	10	11459.7188	0.1	163.0	0.8	415.3803	0.3	178.8	0.7	604.2636	0.4	99870	90	62619.3341	0.1	< 13	(0.0)	2.8950	13	33.4	1.1	34.9802	1.9	38.7	1.2	45.0408	1.4	25.1	0.7	41.4100	1.0	38.9	0.7	86.9146	0.9	1.4	0.5	2.3992	1.0	42.3	0.7	142.3359	0.5	< 0.5	(0.0)	0.0000	0.5	9.9	0.3	45.1207	0.4	13.2	0.3	107.5636	0.4	561.6	2.0	794.4074	0.1	39.4	0.7	57.1219	1.1	2.8	0.3	8.1534	1.4	1.5	0.2	3.7984	0.6	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	2.8186	0.4	4.2	0.1	36.1820	1.0	1.9	0.3	3.7501	0.8	3.9	0.2	13.8026	0.7	9.1	0.4	19.7059	1.0	0.7	0.1	5.5525	0.7	< 0.7	(0.0)	18.2180	0.7	< 1.0	(0.0)	9.4356	1.0	173.2	2.3	262.2742	8.5	< 1.6	(0.0)	14.1392	1.6	< 1.2	(0.0)	4.6064	1.2									< 1.4	(0.9)	1.9353	1.4	< 0.7	(0.0)	1.1836	0.7	< 0.7	(0.0)	0.0000	0.7	24.3	1.3	45.8565	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.1.40-60.16	TQ Powders	9/6/2018 1:59:57 PM	14.8011	0.2464	0.0078	8.1316	0.014	18.68	0.04	987.0444	0.0024	12.57	0.03	1279.0024	0.0018	0.01644	0.00057	7.9313	0.0018	0.00648	0.00047	3.1551	0.00081	0.00101	0.00014	2.3125	0.00069	0.5961	0.0013	1715.3541	0.00001	< 0.0010	(0.0)	25.4107	0.00100	11750	10	12513.6171	0.1	169.2	0.8	444.6550	0.3	165.5	0.7	576.6948	0.4	106900	100	68752.0564	0.1	13.9	2.9	4.6416	12	34.6	1.1	36.0138	1.9	32.0	1.2	36.7051	1.4	27.6	0.7	44.7210	0.9	40.0	0.8	88.0429	1.0	2.2	0.6	3.5882	1.0	42.2	0.7	139.5617	0.5	< 0.5	(0.0)	0.0000	0.5	9.0	0.3	40.4908	0.4	10.2	0.3	81.9528	0.4	570.8	2.0	796.6365	0.1	41.6	0.7	59.1795	1.1	4.3	0.4	10.5367	1.4	1.4	0.2	3.5445	0.6	< 0.5	(0.0)	0.0000	0.5	0.6	0.1	3.1090	0.6	4.0	0.1	35.8077	1.0	2.5	0.3	4.8752	0.8	3.6	0.2	13.1134	0.7	10.8	0.4	22.9847	1.0	< 1.3	(0.7)	5.2623	1.3	< 0.7	(0.0)	18.5571	0.7	< 1.0	(0.0)	7.8027	1.0	94.1	1.7	179.1352	8.5	< 1.6	(0.0)	17.4144	1.6	2.3	0.3	6.5016	2.2									< 1.4	(1.0)	2.0410	1.4	< 0.7	(0.0)	1.3332	0.7	< 0.7	(0.0)	0.0000	0.7	22.5	1.4	41.8241	0.9	< 0.5	(0.0)	0.0000	0.5	
Cr.A2.2.40-60.16	TQ Powders	9/6/2018 2:14:41 PM	14.8601	0.3293	0.0094	9.1803	0.014	19.19	0.04	994.3687	0.0024	13.39	0.03	1330.1876	0.0017	0.01669	0.00058	7.8939	0.0018	0.00690	0.00047	3.2982	0.00082	< 0.00072	(0.00033)	1.7687	0.00071	0.8086	0.0016	2253.8297	0.00001	< 0.0010	(0.0)	26.2027	0.00100	11770	10	12072.9518	0.1	170.0	0.8	430.8612	0.3	182.5	0.7	613.2953	0.4	103900	100	64751.2467	0.1	19.2	3.4	5.1702	12	38.8	1.1	39.1226	1.7	40.7	1.2	46.4832	1.3	28.6	0.7	46.1611	0.9	41.1	0.8	89.7612	1.0	1.9	0.6	3.2052	1.0	46.5	0.7	152.9630	0.5	< 0.1	(0.1)	0.4027	0.1	8.8	0.3	39.2031	0.4	13.6	0.3	108.4608	0.4	575.4	2.0	798.0910	0.1	40.3	0.7	57.7326	1.1	5.1	0.4	11.9190	1.4	1.8	0.2	4.3014	0.6	< 0.5	(0.0)	0.0000	0.5	0.3	0.1	2.4511	0.3	2.7	0.1	34.0508	1.0	2.7	0.3	5.2987	0.8	3.4	0.2	12.5558	0.7	9.3	0.4	19.6807	1.0	< 1.3	(0.0)	4.5417	1.3	< 2.8	(0.0)	19.8970	2.8	< 1.0	(0.0)	13.5170	1.0	149.5	2.1	235.6281	8.5	< 1.6	(0.0)	17.6527	1.6	6.4	0.6	9.2290	2.0									1.7	0.5	3.0924	1.3	< 0.7	(0.0)	1.8522	0.7	< 0.6	(0.6)	1.3368	0.6	25.3	1.4	46.8053	0.9	< 0.5	(0.0)	0.0000	0.5	
