"","ID","N_pct","N_mg","N_area","C_pct","C_mg","C_area","nobs","Wt_mg","File.Name","CN_avgd"
"188","It.E2.1.0-10.16",0.2111,0.0552,24.2143,4.8623,1.2719,836.0549,1,26.158,"26-Jul-20173914_31.prm",0
"189","It.E2.1.10-20.16",0.1937,0.0518,23.4298,4.1539,1.1106,730.525,1,26.737,"26-Jul-20173413_57.prm",0
"190","It.E2.2.0-10.16",0.1719,0.0456,22.0163,3.5199,0.9344,615.1439,1,26.545,"26-Jul-20173814_24.prm",0
"191","It.E2.2.10-20.16",0.158,0.0435,21.5349,3.3726,0.9293,611.8398,1,27.555,"26-Jul-20173514_04.prm",0
"192","It.E2.3.0-10.16",0.1086,0.0291,18.215,2.6734,0.7157,472.0326,1,26.771,"26-Jul-20173714_17.prm",0
"193","It.E2.3.10-20.16",0.1648,0.0442,21.6957,3.3404,0.8969,590.6197,1,26.85,"26-Jul-20173313_50.prm",0
"194","It.E2.4.0-10.16",0.1919,0.0517,23.4009,3.9018,1.0507,691.3229,1,26.93,"26-Jul-20173614_10.prm",0
"195","It.E2.4.10-20.16",0.1406,0.0381,20.2749,2.7136,0.7346,484.4189,1,27.072,"26-Jul-20174014_37.prm",0
"196","It.N.1.0-10.04",0.3966,0.1094,31.4476,6.2133,1.7136,1130.9771,1,27.58,"02-Aug-20176316_36.prm",0
"197","It.N.1.0-10.16",0.5364,0.158,44.8988,8.4219,2.4808,1619.0094,1,29.457,"14-Jun-201731.prm",0
"198","It.N.2.10-20.04",0.2786,0.0747,23.1959,4.3544,1.1667,772.3474,1,26.794,"02-Aug-20176516_47.prm",0
"199","It.N.3.0-10.04",0.4449,0.118,33.4899,6.4786,1.7178,1133.7147,1,26.515,"02-Aug-20176416_41.prm",0
"200","It.N.3.0-10.16",0.6414,0.1712,48.0504,9.5187,2.5406,1657.9629,1,26.691,"14-Jun-201732.prm",0
"201","It.N.3.10-20.04",0.3088,0.0807,27.2877,4.6406,1.2127,782.7457,1,26.132,"23-Oct-2017609_42.prm",0
"202","It.N.4.0-10.04",0.4166,0.1127,33.6199,6.2054,1.6782,1080.7721,1,27.044,"23-Oct-2017509_36.prm",0
"203","It.N.4.10-20.04",0.2123,0.05465,20.23835,3.2277,0.8331,546.07255,2,NA,"02-Aug-20176616_54.prm",1
"204","It.N.TA.60-100.16",0.1448,0.0394,16.5795,1.3281,0.3615,238.3379,1,27.221,"14-Jun-201733.prm",0
"205","It.N.TB.60-100.16",0.1292,0.0343,15.3631,0.9947,0.2643,174.986,1,26.568,"14-Jun-201734.prm",0
"206","JP.E1.1.10-20.16",0.09195,0.0249,9.4452,0.89905,0.24215,163.6063,2,NA,"02-Aug-20172212_04.prm",1
"207","JP.E1.2.10-20.16",0.0828,0.02215,8.73315,0.67045,0.18095,124.11795,2,NA,"02-Aug-20172712_32.prm",1
"208","JP.E1.3.10-20.16",0.07855,0.0228,8.88505,0.98125,0.27925,187.59095,2,NA,"02-Aug-20173413_13.prm",1
"209","JP.E1.4.10-20.16",0.08355,0.0225,8.8243,0.7883,0.2157,146.6633,2,NA,"02-Aug-20173913_41.prm",1
"210","JP.E1.Ee1.1.0-10.16",0.0397,0.01,7.8456,1.0559,0.2673,182.5308,1,25.313,"02-Aug-20172011_52.prm",0
"211","JP.E1.Ee1.2.0-10.16",0.0498,0.0134,8.6471,1.4483,0.3899,262.9123,1,26.918,"02-Aug-20172612_27.prm",0
"212","JP.E1.Ee1.3.0-10.16",0.053,0.0148,8.9796,1.4338,0.4005,269.9271,1,27.936,"02-Aug-20172912_44.prm",0
"213","JP.E1.Ee1.4.0-10.16",0.0957,0.0271,11.9027,2.222,0.6294,420.0208,1,28.327,"02-Aug-20173713_30.prm",0
"214","JP.E1.Ee2.1.0-10.16",0.0644,0.0172,9.5419,1.5293,0.4083,275.0068,1,26.698,"02-Aug-20171911_47.prm",0
"215","JP.E1.Ee2.2.0-10.16",0.0586,0.0163,9.3254,1.3779,0.3825,258.0858,1,27.759,"02-Aug-20172512_21.prm",0
"216","JP.E1.Ee2.3.0-10.16",0.0473,0.0133,8.6081,1.2772,0.358,242.0205,1,28.029,"02-Aug-20173213_01.prm",0
"217","JP.E1.Ee2.4.0-10.16",0.0414,0.0113,8.1528,0.9204,0.252,172.5039,1,27.378,"02-Aug-20173813_36.prm",0
"218","JP.E1.L.1.0-10.16",0.0299,0.0083,7.4359,0.8335,0.2315,159.1008,1,27.778,"02-Aug-20171811_41.prm",0
"219","JP.E1.L.2.0-10.16",0.0529,0.0147,8.9475,1.3606,0.3776,254.9029,1,27.755,"02-Aug-20172412_15.prm",0
"220","JP.E1.L.3.0-10.16",0.0317,0.0082,7.4162,0.6889,0.1792,124.7617,1,26.008,"02-Aug-20173313_07.prm",0
"221","JP.E1.L.4.0-10.16",0.0317,0.0089,7.5791,0.8168,0.2301,158.1529,1,28.169,"02-Aug-20173613_24.prm",0
"222","JP.E1.T.1.0-10.16",0.0292,0.0077,7.2946,0.6527,0.1727,120.5135,1,26.461,"02-Aug-20172111_58.prm",0
"223","JP.E1.T.2.0-10.16",0.0321,0.0087,7.5321,0.9997,0.2716,185.3886,1,27.171,"02-Aug-20172312_09.prm",0
"224","JP.E1.T.3.0-10.16",0.0609,0.0159,9.2359,1.6559,0.4321,290.6313,1,26.096,"02-Aug-20172812_38.prm",0
"225","JP.E1.T.4.0-10.16",0.0411,0.0109,8.041,1.0002,0.2648,180.8791,1,26.469,"02-Aug-20173513_18.prm",0
"226","JP.E2.1.0-10.04",0.04015,0.01075,6.04585,0.8228,0.2205,145.54215,2,NA,"14-Jul-20172012_02.prm",1
"227","JP.E2.1.10-20.04",0.0239,0.0065,5.2384,0.3743,0.1023,83.2734,1,27.332,"14-Jul-20172512_31.prm",0
"228","JP.E2.1.10-20.16",0.0366,0.0102,13.8774,0.7254,0.2019,135.7209,1,27.83,"26-Jul-20175215_49.prm",0
"229","JP.E2.2.0-10.04",0.0479,0.0129,6.4543,0.9472,0.2551,163.7674,1,26.933,"14-Jul-20172212_14.prm",0
"230","JP.E2.2.10-20.04",0.0333,0.009,5.7153,0.5429,0.1473,106.9861,1,27.134,"14-Jul-20172612_37.prm",0
"231","JP.E2.2.10-20.16",0.0443,0.0125,14.4117,0.8646,0.2444,163.5329,1,28.263,"26-Jul-20175315_55.prm",0
"232","JP.E2.3.0-10.04",0.036,0.0097,5.8522,0.7249,0.1965,132.8808,1,27.103,"14-Jul-20172112_08.prm",0
"233","JP.E2.3.10-20.04",0.0187,0.005,4.953,0.3068,0.0826,72.9084,1,26.933,"14-Jul-20172412_25.prm",0
"234","JP.E2.3.10-20.16",0.0314,0.0089,13.5741,0.6253,0.1765,119.1238,1,28.23,"26-Jul-20175416_00.prm",0
"235","JP.E2.4.0-10.04",0.028,0.0072,5.3747,0.7551,0.195,132.1017,1,25.822,"14-Jul-2017610_42.prm",0
"236","JP.E2.4.10-20.04",0.019,0.0051,4.9609,0.3478,0.0928,78.2618,1,26.683,"14-Jul-20172312_19.prm",0
"237","JP.E2.4.10-20.16",0.0262,0.007,13.1493,0.5361,0.1436,97.592,1,26.794,"26-Jul-20175516_06.prm",0
"238","JP.E2.Ee1.1.0-10.16",0.06435,0.017,7.1755,1.085,0.28865,168.48445,2,NA,"11-Jul-20176016_11.prm",1
"239","JP.E2.Ee1.2.0-10.16",0.0731,0.0192,7.6566,1.8389,0.4829,283.7805,1,26.261,"14-Jul-2017710_48.prm",0
"240","JP.E2.Ee1.3.0-10.16",0.0466,0.0134,6.5551,1.2277,0.3535,215.5984,1,28.792,"14-Jul-20171311_22.prm",0
"241","JP.E2.Ee1.4.0-10.16",0.0284,0.0081,5.5405,0.8012,0.2292,150.1022,1,28.603,"14-Jul-20171011_05.prm",0
"242","JP.E2.Ee2.1.0-10.16",0.0665,0.01775,7.31525,1.19085,0.31795,184.68445,2,NA,"11-Jul-20175916_05.prm",1
"243","JP.E2.Ee2.2.0-10.16",0.0714,0.0196,7.7257,1.7647,0.4838,284.2264,1,27.412,"14-Jul-2017810_53.prm",0
"244","JP.E2.Ee2.3.0-10.16",0.0572,0.0163,7.0938,1.3651,0.3877,233.6379,1,28.402,"14-Jul-20171411_28.prm",0
"245","JP.E2.Ee2.4.0-10.16",0.0617,0.0177,7.3684,1.6348,0.4689,276.3794,1,28.68,"14-Jul-20171111_11.prm",0
"246","JP.E2.L.1.0-10.16",0.0661,0.0178,7.32855,1.22615,0.3313,192.1031,2,NA,"11-Jul-20176216_23.prm",1
"247","JP.E2.L.2.0-10.16",0.0132,0.0037,4.4424,0.7626,0.2115,111.9963,1,27.731,"11-Jul-20176616_46.prm",0
"248","JP.E2.L.3.0-10.16",0.0387,0.0106,6.0218,0.7853,0.216,143.1583,1,27.502,"14-Jul-20171211_16.prm",0
"249","JP.E2.L.4.0-10.16",0.0211,0.006,5.138,0.5962,0.1694,118.6232,1,28.417,"14-Jul-2017910_59.prm",0
"250","JP.E2.T.1.0-10.16",0.0355,0.00935,5.6858,0.4485,0.1183,76.06265,2,NA,"11-Jul-20176116_17.prm",1
"251","JP.E2.T.2.0-10.16",0.0471,0.0133,6.3511,2.051,0.5808,318.0241,1,28.316,"11-Jul-20176316_29.prm",0
"252","JP.E2.T.3.0-10.16",0.0295,0.0079,5.2762,1.2752,0.3412,184.3527,1,26.755,"11-Jul-20176416_35.prm",0
"253","JP.E2.T.4.0-10.16",0.015,0.0043,4.5694,0.9292,0.2677,143.3296,1,28.804,"11-Jul-20176516_40.prm",0
"254","JP.N.1.0-10.16",0.1137,0.0297,14.2643,0.5878,0.1536,102.8839,1,26.132,"043.prm",0
"255","JP.N.1.60-100.16",0.112,0.0294,14.1897,0.347,0.0911,62.1906,1,26.259,"14-Jun-201741.prm",0
"256","JP.N.2.0-10.16",0.1115,0.0313,14.6524,0.4934,0.1388,93.2145,1,28.12,"14-Jun-201742.prm",0
"257","JP.N.2.60-100.16",0.0992,0.0254,13.2298,0.3803,0.0974,66.2555,1,25.603,"14-Jun-201740.prm",0
"258","Vg.E.1.10-20.16",0.2891,0.0808,18.8008,4.4141,1.2337,686.4362,1,27.949,"07-Jul-201721.prm",0
"259","Vg.E.1.20-40.16",0.2224,0.06,14.6924,3.6255,0.978,545.006,1,26.974,"07-Jul-201725.prm",0
"260","Vg.E.1.60-100.16",0.1586,0.0431,11.3626,2.201,0.5985,335.1832,1,27.194,"07-Jul-201743.prm",0
"261","Vg.E.2.10-20.16",0.2622,0.0697,16.6104,3.9186,1.0419,580.3984,1,26.59,"07-Jul-201722.prm",0
"262","Vg.E.2.20-40.16",0.2086,0.0572,14.1347,3.271,0.8968,500.1081,1,27.416,"07-Jul-201726.prm",0
"263","Vg.E.2.60-100.16",0.1323,0.0397,10.6756,1.9451,0.5832,326.7006,1,29.983,"07-Jul-201745.prm",0
"264","Vg.E.3.0-10.04",0.313,0.0901,20.6311,4.8042,1.3825,768.7112,1,28.776,"07-Jul-201751.prm",0
"265","Vg.E.3.10-20.16",0.2119,0.0557,13.8508,3.2583,0.8571,478.1476,1,26.304,"07-Jul-201723.prm",0
"266","Vg.E.3.20-40.04",0.2973,0.08145,19.3519,4.239,1.16185,644.42765,2,NA,"07-Jul-201749.prm",1
"267","Vg.E.3.20-40.16",0.1781,0.0495,12.6112,2.8173,0.7824,436.8652,1,27.772,"07-Jul-201727.prm",0
"268","Vg.E.3.60-100.04",0.1233,0.0313,9.0198,1.9342,0.4905,275.4342,1,25.36,"07-Jul-201756.prm",0
"269","Vg.E.3.60-100.16",0.1212,0.0315,9.0692,1.7697,0.4602,258.6848,1,26.006,"07-Jul-201746.prm",0
"270","Vg.E.4.0-10.04",0.3038,0.08585,20.22245,4.49555,1.2721,705.6189,2,NA,"07-Jul-201752.prm",1
"271","Vg.E.4.10-20.16",0.2401,0.0633,15.3354,3.8271,1.0084,561.8534,1,26.349,"07-Jul-201724.prm",0
"272","Vg.E.4.20-40.04",0.2343,0.0674,16.1604,3.5886,1.0326,575.2521,1,28.776,"07-Jul-201750.prm",0
"273","Vg.E.4.20-40.16",0.2094,0.0577,14.231,3.268,0.8998,501.8066,1,27.535,"07-Jul-201728.prm",0
"274","Vg.E.4.60-100.04",0.1183,0.035,9.747,1.846,0.5453,305.752,1,29.541,"07-Jul-201757.prm",0
"275","Vg.E.4.60-100.16",0.1338,0.0361,9.9708,1.9531,0.5268,295.5056,1,26.973,"07-Jul-201744.prm",0
"276","Vg.E.Ee1.1.0-10.16",0.3412,0.0891,20.4367,5.3762,1.4037,780.4496,1,26.109,"07-Jul-20175.prm",0
"277","Vg.E.Ee1.1.40-60.16",0.2038,0.0564,13.9856,3.1561,0.8739,487.4546,1,27.689,"07-Jul-201730.prm",0
"278","Vg.E.Ee1.2.0-10.16",0.3556,0.0974,22.0781,5.9744,1.6366,909.2471,1,27.393,"07-Jul-20179.prm",0
"279","Vg.E.Ee1.2.40-60.16",0.1736,0.0506,12.8363,2.5418,0.7408,413.8732,1,29.146,"07-Jul-201736.prm",0
"280","Vg.E.Ee1.3.0-10.16",0.258,0.0701,16.6814,4.2825,1.163,647.3456,1,27.157,"07-Jul-201713.prm",0
"281","Vg.E.Ee1.4.0-10.16",0.3451,0.0928,22.0073,5.5514,1.4924,826.6781,1,26.884,"11-Jul-2017510_55.prm",0
"282","Vg.E.Ee1.4.40-60.16",0.2016,0.0561,13.9133,3.0578,0.8502,474.3707,1,27.805,"07-Jul-201741.prm",0
"283","Vg.E.Ee2.1.0-10.16",0.3262,0.0921,21.0283,5.3263,1.5036,835.6905,1,28.229,"07-Jul-20176.prm",0
"284","Vg.E.Ee2.1.40-60.16",0.1897,0.0503,12.7728,2.7935,0.7406,413.7425,1,26.511,"07-Jul-201731.prm",0
"285","Vg.E.Ee2.2.0-10.16",0.2763,0.0753,17.7171,4.3119,1.1756,654.2925,1,27.263,"07-Jul-201710.prm",0
"286","Vg.E.Ee2.2.40-60.16",0.1469,0.0432,11.3744,2.0973,0.6169,345.3373,1,29.414,"07-Jul-201737.prm",0
"287","Vg.E.Ee2.3.0-10.16",0.20555,0.0558,14.2925,3.254,0.88325,489.60045,2,NA,"07-Jul-201714.prm",1
"288","Vg.E.Ee2.4.0-10.16",0.3622,0.1031,24.034,5.8865,1.675,928.5318,1,28.455,"11-Jul-2017611_00.prm",0
"289","Vg.E.Ee2.4.40-60.16",0.1721,0.045,11.7313,2.4838,0.6494,363.3094,1,26.146,"07-Jul-201739.prm",0
"290","Vg.E.L.1.0-10.16",0.3452,0.0894,20.4963,5.2682,1.364,758.4902,1,25.891,"07-Jul-20177.prm",0
"291","Vg.E.L.1.40-60.16",0.2319,0.0606,14.801,3.3734,0.8808,491.2805,1,26.11,"07-Jul-201732.prm",0
"292","Vg.E.L.2.0-10.16",0.3003,0.0777,18.1842,4.6269,1.1968,666.0381,1,25.866,"07-Jul-201711.prm",0
"293","Vg.E.L.2.40-60.16",0.1427,0.0395,10.6458,2.2782,0.6309,353.0983,1,27.695,"07-Jul-201735.prm",0
"294","Vg.E.L.3.0-10.16",0.3495,0.09315,21.6662,5.30975,1.41415,784.3812,2,NA,"07-Jul-201747.prm",1
"295","Vg.E.L.4.0-10.16",0.2723,0.0713,17.7677,4.4982,1.1771,650.729,1,26.168,"11-Jul-2017711_06.prm",0
"296","Vg.E.L.4.40-60.16",0.1702,0.0459,11.9122,2.4241,0.6542,365.9779,1,26.989,"07-Jul-201738.prm",0
"297","Vg.E.T.1.0-10.16",0.3705,0.0982,22.2347,6.0337,1.599,888.4573,1,26.501,"07-Jul-20178.prm",0
"298","Vg.E.T.1.40-60.16",0.2025,0.0531,13.3275,3.1231,0.8188,456.9928,1,26.218,"07-Jul-201733.prm",0
"299","Vg.E.T.2.0-10.16",0.3907,0.1104,24.652,5.1386,1.4523,807.3493,1,28.263,"07-Jul-201712.prm",0
"300","Vg.E.T.2.40-60.16",0.1912,0.0531,13.3316,2.6861,0.746,416.7057,1,27.771,"07-Jul-201734.prm",0
"301","Vg.E.T.3.0-10.16",0.3087,0.0819,19.44025,4.41205,1.17055,649.27075,2,NA,"07-Jul-201748.prm",1
"302","Vg.E.T.4.40-60.16",0.1701,0.0488,12.4822,2.3268,0.6678,373.4719,1,28.7,"07-Jul-201740.prm",0
"303","Vg.N.1.10-20.16",0.2637,0.0728,18.0769,3.4347,0.9486,523.2631,1,27.619,"11-Jul-20173213_29.prm",0
"304","Vg.N.1.20-40.16",0.2447,0.0645,16.4296,3.593,0.9466,522.1615,1,26.347,"11-Jul-20172713_01.prm",0
"305","Vg.N.1.60-100.16",0.2034,0.0521,19.6013,2.2019,0.5637,370.0499,1,25.6,"14-Jun-201729.prm",0
"306","Vg.N.1.B.0-10.16",0.3926,0.099,30.8078,5.0371,1.2703,830.3603,1,25.218,"14-Jun-201727.prm",0
"307","Vg.N.2.10-20.16",0.2341,0.0603,15.6015,2.8804,0.7416,407.7731,1,25.747,"11-Jul-20173313_35.prm",0
"308","Vg.N.2.20-40.16",0.1897,0.0495,13.4816,2.468,0.6443,353.4685,1,26.106,"11-Jul-20172813_06.prm",0
"309","Vg.N.2.60-100.16",0.1742,0.0497,19.0421,1.7956,0.5126,336.7958,1,28.55,"14-Jun-201730.prm",0
"310","Vg.N.2.B.0-10.16",0.3355,0.0964,30.1917,4.2149,1.2112,791.8752,1,28.736,"14-Jun-201728.prm",0
"311","Vg.N.3.0-10.04",0.4997,0.1467,31.8173,6.6232,1.9444,1079.4958,1,29.358,"07-Jul-201753.prm",0
"312","Vg.N.3.10-20.16",0.2894,0.0777,19.0284,3.6008,0.9664,533.1784,1,26.838,"11-Jul-20173413_41.prm",0
"313","Vg.N.3.20-40.16",0.2056,0.0545,14.4609,2.7238,0.722,396.8234,1,26.507,"11-Jul-20172913_12.prm",0
"314","Vg.N.3.60-100.16",0.1402,0.0371,11.0375,1.7584,0.4657,253.8382,1,26.486,"11-Jul-20175715_54.prm",0
"315","Vg.N.4.0-10.04",0.4653,0.1339,29.2792,6.0799,1.7491,971.4868,1,28.769,"07-Jul-201754.prm",0
"316","Vg.N.4.10-20.16",0.2635,0.0748,18.4697,3.3802,0.96,529.6304,1,28.402,"11-Jul-20173513_47.prm",0
"317","Vg.N.4.20-40.16",0.2311,0.0609,15.7245,3.2474,0.8558,471.4524,1,26.352,"11-Jul-20173013_18.prm",0
"318","Vg.N.4.60-100.16",0.1531,0.0439,12.3776,2.0192,0.5794,317.239,1,28.692,"11-Jul-20175816_00.prm",0
"319","Vg.N.A.1.0-10.16",0.4597,0.1274,28.8353,6.4266,1.7813,987.8597,1,27.718,"11-Jul-20171211_35.prm",0
"320","Vg.N.A.1.40-60.16",0.2303,0.0602,15.5961,3.5167,0.92,507.3099,1,26.162,"11-Jul-20173713_58.prm",0
"321","Vg.N.A.2.0-10.16",0.379,0.1053,24.4825,5.4307,1.5094,836.1499,1,27.794,"11-Jul-20171511_52.prm",0
"322","Vg.N.A.2.40-60.16",0.2009,0.0575,15.0621,2.513,0.7198,395.5768,1,28.642,"11-Jul-20174414_38.prm",0
"323","Vg.N.A.3.0-10.16",0.4102,0.1159,26.564,5.4841,1.5496,858.5598,1,28.256,"11-Jul-20171912_15.prm",0
"324","Vg.N.A.3.40-60.16",0.2154,0.0601,15.5713,2.8333,0.7909,435.2753,1,27.915,"11-Jul-20174114_21.prm",0
"325","Vg.N.A.4.0-10.16",0.3145,0.0794,19.3726,4.2096,1.0629,587.0176,1,25.249,"11-Jul-20172312_38.prm",0
"326","Vg.N.A.4.40-60.16",0.1895,0.0477,13.1135,2.4028,0.6043,331.1583,1,25.15,"11-Jul-20174014_15.prm",0
"327","Vg.N.B.1.40-60.16",0.2004,0.0507,13.7139,2.6647,0.674,370.0692,1,25.295,"11-Jul-20174514_44.prm",0
"328","Vg.N.B.2.40-60.16",0.1924,0.0516,13.8901,2.4315,0.652,357.7648,1,26.814,"11-Jul-20174314_33.prm",0
"329","Vg.N.B.3.0-10.16",0.3851,0.1072,24.8515,5.1511,1.434,794.0741,1,27.839,"11-Jul-20172012_21.prm",0
"330","Vg.N.B.3.40-60.16",0.2084,0.0564,14.8363,2.6096,0.7061,387.9678,1,27.059,"11-Jul-20174614_50.prm",0
"331","Vg.N.B.4.0-10.16",0.4391,0.1164,26.6576,5.5445,1.4694,813.7963,1,26.501,"11-Jul-20172412_43.prm",0
"332","Vg.N.B.4.40-60.16",0.2375,0.0603,15.613,3.0071,0.764,420.2533,1,25.406,"11-Jul-20174714_56.prm",0
"333","Vg.N.C.1.0-10.16",0.3622,0.1007,23.5639,5.3144,1.4773,818.2021,1,27.797,"11-Jul-20171311_40.prm",0
"334","Vg.N.C.1.40-60.16",0.1769,0.0525,14.0592,2.3291,0.6907,379.3793,1,29.657,"11-Jul-20173613_52.prm",0
"335","Vg.N.C.2.0-10.16",0.307,0.0771,18.9084,4.1359,1.038,573.1483,1,25.098,"11-Jul-20171712_03.prm",0
"336","Vg.N.C.2.40-60.16",0.1537,0.0389,11.378,1.8378,0.4646,253.1969,1,25.278,"11-Jul-20175015_13.prm",0
"337","Vg.N.C.3.0-10.16",0.39305,0.11025,31.6016,5.3469,1.50155,921.33145,2,NA,"11-Jul-20172112_26.prm",1
"338","Vg.N.C.3.40-60.16",0.1973,0.0506,13.6905,2.5533,0.6546,359.202,1,25.636,"11-Jul-20174915_07.prm",0
"339","Vg.N.C.4.0-10.16",0.4317,0.1111,25.6142,5.0803,1.3071,723.2745,1,25.729,"11-Jul-20172512_49.prm",0
"340","Vg.N.C.4.40-60.16",0.2723,0.0763,18.7588,3.7378,1.0474,578.3713,1,28.022,"11-Jul-20174815_02.prm",0
"341","Vg.N.D.1.0-10.16",0.4299,0.1238,28.1237,6.0812,1.7513,971.0821,1,28.798,"11-Jul-20171411_46.prm",0
"342","Vg.N.D.1.40-60.16",0.2107,0.0576,15.0697,2.7802,0.7598,417.894,1,27.328,"11-Jul-20175115_19.prm",0
"343","Vg.N.D.2.0-10.16",0.3618,0.1043,24.279,4.8679,1.4033,776.9316,1,28.827,"11-Jul-20171611_58.prm",0
"344","Vg.N.D.2.40-60.16",0.2008,0.0562,14.7914,2.581,0.722,396.8082,1,27.973,"11-Jul-20175315_31.prm",0
"345","Vg.N.D.3.0-10.16",0.4186,0.1147,26.3349,5.5686,1.5261,845.4805,1,27.406,"11-Jul-20172212_32.prm",0
"346","Vg.N.D.3.40-60.16",0.2032,0.058,15.1532,2.627,0.7497,412.2683,1,28.538,"11-Jul-20175415_36.prm",0
"347","Vg.N.D.4.0-10.16",0.3363,0.0936,22.1789,4.4522,1.2398,685.7053,1,27.846,"11-Jul-20172612_55.prm",0
"348","Vg.N.D.4.40-60.16",0.1714,0.0463,12.8375,2.1487,0.58,317.5819,1,26.992,"11-Jul-20175215_25.prm",0
