"","X","stand","depth","year","ID","N_pct","C_pct","CN_avgd","measured_in","Eval_Date","Mass_coef","Mass_g","Mg_pct","Mg_int","Al_pct","Al_int","Si_pct","Si_int","P_pct","P_int","S_pct","S_int","Cl_pct","Cl_int","K_pct","K_int","Ca_pct","Ca_int","Ti_ppm","Ti_int","Mn_ppm","Mn_int","Fe_ppm","Fe_int","Cu_ppm","Cu_int","Zn_ppm","Zn_int","Rb_ppm","Rb_int","Sr_ppm","Sr_int","Zr_ppm","Zr_int","Nb_ppm","Nb_int","Mo_ppm","Mo_int","Pb_ppm","Pb_int","P_ppm","Ca_ppm","K_ppm","Mg_ppm","Fe_pct","site","LU","position","rep","inc_from","inc_to","elt","avgBD","BDsd","C_new","N_new","newest","oldmeas"
"463",478,"JP.N",80,"04","JP.N.3.60-100.04",0.012,0.101,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","N",NA,3,60,100,NA,1.45,NA,0.183520058514589,0.00084893588542362,4,4
"464",479,"JP.N",80,"04","JP.N.4.60-100.04",0.028,0.198,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","N",NA,4,60,100,NA,1.45,NA,0.288716078883469,0.0130474635256324,4,4
"465",480,"JP.N",80,"04","JP.N.2.60-100.04",0.019,0.198,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","N",NA,2,60,100,NA,1.45,NA,0.288716078883469,0.00618579172801497,4,4
"466",481,"JP.N",80,"16","JP.N.1.60-100.16",0.112,0.347,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","N",NA,1,60,100,NA,1.4517370925,0.0261397952781388,0.347,0.112,16,16
"467",482,"JP.N",80,"16","JP.N.2.60-100.16",0.0992,0.3803,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","N",NA,2,60,100,NA,1.4517370925,0.0261397952781388,0.3803,0.0992,16,16
"468",483,"JP.P",15,"04","JP.P.1.10-20.04",0.04,0.336,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,1,10,20,NA,NA,NA,0.438376396521669,0.022196359255789,4,4
"469",484,"JP.P",15,"04","JP.P.2.10-20.04",0.04,0.437,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,2,10,20,NA,NA,NA,0.547910397111946,0.022196359255789,4,4
"470",485,"JP.P",15,"04","JP.P.3.10-20.04",0.04,0.302,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,3,10,20,NA,NA,NA,0.401503564639794,0.022196359255789,4,4
"471",486,"JP.P",15,"04","JP.P.4.10-20.04",0.04,0.739,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,4,10,20,NA,NA,NA,0.875427903827428,0.022196359255789,4,4
"472",487,"JP.P",30,"04","JP.P.1.20-40.04",0.037,0.403,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,1,20,40,NA,NA,NA,0.511037565230071,0.0199091353232499,4,4
"473",488,"JP.P",30,"04","JP.P.4.20-40.04",0.028,0.202,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,4,20,40,NA,NA,NA,0.293054059104866,0.0130474635256324,4,4
"474",489,"JP.P",30,"04","JP.P.3.20-40.04",0.034,0.202,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,3,20,40,NA,NA,NA,0.293054059104866,0.0176219113907107,4,4
"475",490,"JP.P",30,"04","JP.P.2.20-40.04",0.034,0.37,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,2,20,40,NA,NA,NA,0.475249228403545,0.0176219113907107,4,4
"476",491,"JP.P",5,"04","JP.P.3.0-10.04",0.009,0.336,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,3,0,10,NA,NA,NA,0.438376396521669,NA,4,4
"477",492,"JP.P",5,"04","JP.P.1.0-10.04",0.046,0.571,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,1,0,10,NA,NA,NA,0.693232734528749,0.0267708071208673,4,4
"478",493,"JP.P",5,"04","JP.P.2.0-10.04",0.049,0.47,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,2,0,10,NA,NA,NA,0.583698733938472,0.0290580310534065,4,4
"479",494,"JP.P",5,"04","JP.P.4.0-10.04",0.049,0.47,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,4,0,10,NA,NA,NA,0.583698733938472,0.0290580310534065,4,4
"480",495,"JP.P",50,"04","JP.P.1.40-60.04",0.025,0.269,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,1,40,60,NA,NA,NA,0.365715227813268,0.0107602395930933,4,4
"481",496,"JP.P",50,"04","JP.P.4.40-60.04",0.022,0.197,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,4,40,60,NA,NA,NA,0.28763158382812,0.00847301566055412,4,4
"482",497,"JP.P",50,"04","JP.P.3.40-60.04",0.034,0.295,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,3,40,60,NA,NA,NA,0.393912099252349,0.0176219113907107,4,4
"483",498,"JP.P",50,"04","JP.P.2.40-60.04",0.022,0.269,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,2,40,60,NA,NA,NA,0.365715227813268,0.00847301566055412,4,4
"484",499,"JP.P",80,"04","JP.P.2.60-100.04",0.025,0.262,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,2,60,100,NA,NA,NA,0.358123762425823,0.0107602395930933,4,4
"485",500,"JP.P",80,"04","JP.P.4.60-100.04",0.019,0.328,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,4,60,100,NA,NA,NA,0.429700436078875,0.00618579172801497,4,4
"486",501,"JP.P",80,"04","JP.P.3.60-100.04",0.019,0.295,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,3,60,100,NA,NA,NA,0.393912099252349,0.00618579172801497,4,4
"487",502,"JP.P",80,"04","JP.P.1.60-100.04",0.022,0.23,0,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP","P",NA,1,60,100,NA,NA,NA,0.323419920654646,0.00847301566055412,4,4
"488",503,"Vg.E",15,"04","Vg.E.3.10-20.04",0.245,3.954,0,"04","7/12/2017 15:04",14.7902,NA,0.0634,5.694,19.1,1055.6005,8.818,932.0078,0.0142,10.1331,0.05681,26.1473,"0.00399",4.8951,0.01125,35.9126,NA,26.7357,11690,13827.7949,158.7,612.0628,116800,81997.447,"6.1",6.9595,29.9,48.6392,"< 0.5",18.1023,13.4,106.0886,863.8,1196.1072,63.5,88.2999,8.8,18.4411,13.6,25.0811,142,NA,112.5,634,11.68,"Vg","E",NA,3,10,20,NA,0.9,NA,4.36207950677536,0.32040303700307,4,4
"489",504,"Vg.E",15,"04","Vg.E.4.10-20.04",0.189,3.582,0,"04","7/12/2017 16:47",14.9489,3.05,0.0577,5.5917,19.47,1050.7224,8.978,926.7054,NA,7.475,0.04996,22.5574,"0.00351",4.4282,0.01174,36.6864,NA,29.5616,12100,14015.8903,168.1,635.038,116900,80338.9973,"5.6",6.3696,32.5,52.1576,"< 0.5",22.5198,13.4,104.994,1040,1423.0543,67.9,93.0074,10.1,20.3567,13.9,25.461,NA,NA,117.4,577,11.69,"Vg","E",NA,4,10,20,NA,0.9,NA,3.95864734618543,0.25696605746936,4,4
"490",505,"Vg.E",15,"04","Vg.E.1.10-20.04",0.198,3.417,0,"04","7/12/2017 14:36",14.9698,NA,0.0498,5.5029,19.62,1083.2437,8.706,913.063,NA,8.6095,0.05053,23.124,"0.00378",4.7028,0.01256,39.7407,NA,29.5677,12130,14239.192,165.2,630.6318,118300,82444.9218,"7.5",8.5026,33,52.9672,"< 0.5",23.2082,12.4,97.4317,1223,1676.4471,71.3,97.9309,9.2,18.9886,12.9,23.6719,NA,NA,125.6,498,11.83,"Vg","E",NA,1,10,20,NA,0.9,NA,3.77970566205279,0.267161286322992,4,4
"491",506,"Vg.E",15,"04","Vg.E.2.10-20.04",0.169,4.185,0,"04","7/12/2017 14:50",14.342,NA,0.0544,5.57,18.64,1038.4211,9.13,974.1042,NA,8.3164,0.05671,26.2838,"0.0044",5.2614,0.01221,39.1226,0.00033,34.799,11770,13996.7989,171.8,666.4476,110600,78179.1029,"7.7",9.0822,32.8,55.0152,"< 0.5",22.0965,11.5,94.3366,1200,1703.3531,68.1,96.513,9,19.1466,13.6,25.9243,NA,3.3,122.1,544,11.06,"Vg","E",NA,2,10,20,NA,0.9,NA,4.61259786456104,0.234309993350178,4,4
"492",507,"Vg.E",15,"16","Vg.E.4.10-20.16",0.2401,3.8271,0,"16","7/10/2017 13:41",13.9615,2.1,0.0311,5.2137,19.03,1004.198,9.675,981.7257,NA,8.8964,0.05885,26.1888,"0.00399",4.7698,0.0141,43.273,0.0013,36.2071,11040,12650.3727,166.4,625.6773,102600,70115.9061,"8.6",10.3353,37.2,63.529,"0.3",24.1047,11.3,94.0183,1184,1629.6207,67.2,90.4791,9.9,19.602,14.2,27.4387,NA,13,141,311,10.26,"Vg","E",NA,4,10,20,NA,0.831924852333333,0.0199642993648763,3.8271,0.2401,16,16
"493",508,"Vg.E",15,"16","Vg.E.1.10-20.16",0.2891,4.4141,0,"16","7/10/2017 14:56",14.4079,2.99,0.0681,5.7506,19.19,1048.6407,9.894,1029.9599,0.01502,11.0299,0.05548,25.0137,"0.00523",5.831,0.01731,53.5193,0.00232,43.82,11550,13317.1474,199.8,753.4413,109100,75269.1476,"9.4",11.0544,40.2,66.9749,"< 0.6",25.1455,13.2,107.1497,940.5,1329.4185,62.9,89.0799,8.2,17.6185,15.9,30.1438,150.2,23.2,173.1,681,10.91,"Vg","E",NA,1,10,20,NA,0.831924852333333,0.0199642993648763,4.4141,0.2891,16,16
"494",509,"Vg.E",15,"16","Vg.E.3.10-20.16",0.2119,3.2583,0,"16","7/10/2017 13:55",13.845,1.8,0.0458,5.4033,19.74,1029.6291,10.22,1015.7929,NA,7.9075,0.05739,24.9783,"0.00262",3.6072,0.01354,40.5804,0.00847,70.3584,10870,12153.3374,156.9,577.1574,99330,66654.0949,"6.3",7.6375,31.3,53.7397,"< 0.5",18.4246,10,83.6531,1072,1438.4772,67.9,88.925,9.9,19.0596,14,27.0575,NA,84.7,135.4,458,9.933,"Vg","E",NA,3,10,20,NA,0.831924852333333,0.0199642993648763,3.2583,0.2119,16,16
"495",510,"Vg.E",15,"16","Vg.E.2.10-20.16",0.2622,3.9186,0,"16","7/10/2017 15:09",14.3909,3.06,0.0657,5.6956,19.33,1037.1086,9.998,1023.9917,0.00999,9.6424,0.05541,24.6528,"0.00379",4.606,0.01399,42.8469,0.00307,46.8984,11080,12642.2226,163.7,612.3194,108100,73879.6446,"6.1",7.1302,35.5,59.0521,"< 0.5",23.2491,10.8,87.7248,901.4,1272.6258,60.1,85.3315,8.6,18.306,15.4,29.0614,99.9,30.7,139.9,657,10.81,"Vg","E",NA,2,10,20,NA,0.831924852333333,0.0199642993648763,3.9186,0.2622,16,16
"496",511,"Vg.E",30,"04","Vg.E.1.20-40.04",0.196,2.803,0,"04","7/13/2017 11:47",14.8402,3.07,0.0603,5.6434,19.9,1087.6987,8.841,915.7455,0.0093,9.5351,0.0545,24.7212,"0.00266",3.7363,0.01019,32.0437,NA,26.9553,11900,13834.3952,158.5,601.2276,116200,80400.2387,"8.6",9.8154,34.7,56.2423,"< 0.7",26.6218,11.9,94.4752,921.2,1271.5038,64.5,89.4132,8.4,17.7506,14.8,27.2494,93,NA,101.9,603,11.62,"Vg","E",NA,1,20,40,NA,0.88,NA,3.11382569806834,0.264895679911073,4,4
"497",512,"Vg.E",30,"04","Vg.E.4.20-40.04",0.2343,3.5886,0,"16","7/13/2017 11:05",14.7829,2.97,0.0235,5.1278,19.52,1080.2187,8.632,908.1698,NA,6.3297,0.04952,22.8095,"0.00297",4.0351,0.00995,31.797,NA,24.8347,11600,13705.3241,158.3,610.0221,116600,81867.9657,"5.2",6.0196,32.2,52.3238,"< 0.5",22.091,13.6,107.9854,1008,1395.103,65,90.0771,10,20.4996,14,25.8532,NA,NA,99.5,235,11.66,"Vg","E",NA,4,20,40,NA,0.88,NA,3.5886,0.2343,16,16
"498",515,"Vg.E",30,"04","Vg.E.2.20-40.04",0.188,3.571,0,"04","7/13/2017 11:33",15.0195,3.01,0.0404,5.3503,19.86,1062.7842,8.996,918.0975,NA,7.4501,0.05529,24.6517,"0.00534",5.8966,0.01102,34.0949,NA,26.1001,11850,13587.5438,159.6,597.79,117400,80038.4307,"7.9",8.9388,32.2,51.3851,"< 0.5",23.2967,12.5,97.8041,1186,1610.1174,67.5,91.7684,9.5,19.3389,12.1,21.9375,NA,NA,110.2,404,11.74,"Vg","E",NA,2,20,40,NA,0.88,NA,3.94671790057658,0.255833254263401,4,4
"499",516,"Vg.E",30,"04","Vg.E.3.20-40.04",0.2973,4.239,1,"16","7/13/2017 11:19",15.4789,3.01,0.0386,5.2991,20.28,1038.139,9.121,895.9712,NA,7.2805,0.06113,26.3834,"0.00301",3.9164,0.01338,40.0048,0.00027,35.0446,12150,13508.2326,164.8,598.4151,121100,79768.1865,"7",7.6778,35,54.1249,"< 0.5",22.0304,12.8,96.8369,1017,1336.4412,68.8,90.6977,9.9,19.5332,14.1,24.6934,NA,2.7,133.8,386,12.11,"Vg","E",NA,3,20,40,NA,0.88,NA,4.239,0.2973,16,16
"500",517,"Vg.E",30,"16","Vg.E.4.20-40.16",0.2094,3.268,0,"16","7/10/2017 16:05",14.8629,3.02,0.0375,5.3094,19.97,1069.7629,8.989,916.023,0.00784,8.9904,0.06176,27.5616,"0.0031",4.0631,0.01188,36.7341,0.00056,36.1443,11410,13107.3345,169.4,636.4597,115300,78873.2875,"8.5",9.7418,37.7,60.8733,"< 0.5",22.4771,13,102.4014,899.1,1234.9972,66.4,91.1607,9,18.5687,13.5,24.8823,78.4,5.6,118.8,375,11.53,"Vg","E",NA,4,20,40,NA,0.872438515333333,0.0141391415023242,3.268,0.2094,16,16
"501",518,"Vg.E",30,"16","Vg.E.3.20-40.16",0.1781,2.8173,0,"16","7/10/2017 15:37",14.4742,2.98,0.0349,5.2803,19.9,1079.979,8.852,910.0618,0.00561,8.9916,0.05451,24.7403,"0.00348",4.4112,0.01206,37.7186,0.00098,37.5425,11200,13018.9289,150,570.6964,110900,76898.929,"7.9",9.295,37.1,61.4743,"< 0.5",22.4043,11.2,90.3903,931.9,1308.2453,64.4,90.5375,9.2,19.186,18.3,34.3624,56.1,9.8,120.6,349,11.09,"Vg","E",NA,3,20,40,NA,0.872438515333333,0.0141391415023242,2.8173,0.1781,16,16
"502",519,"Vg.E",30,"16","Vg.E.2.20-40.16",0.2086,3.271,0,"16","7/10/2017 15:23",14.3155,3.05,0.0627,5.6825,18.96,1046.9149,9.313,981.6388,0.00628,9.5146,0.04973,22.8227,"0.00243",3.566,0.01217,38.5638,0.00073,36.4957,10990,12948.2096,160.9,620.4327,109800,77207.0785,"8.2",9.7368,35.5,59.4409,"< 0.5",18.2802,11.3,92.1619,963.2,1369.7667,62,88.2975,8.7,18.5812,13.8,26.2702,62.8,7.3,121.7,627,10.98,"Vg","E",NA,2,20,40,NA,0.872438515333333,0.0141391415023242,3.271,0.2086,16,16
"503",520,"Vg.E",30,"16","Vg.E.1.20-40.16",0.2224,3.6255,0,"16","7/10/2017 15:51",14.4113,3.04,0.0616,5.6728,19.08,1060.7909,9.283,983.1279,NA,7.8901,0.05129,23.6356,"0.0037",4.6435,0.01464,46.3553,0.00116,39.3617,11120,13113.8476,192.5,742.2924,111800,78714.1367,"8.5",10.0533,40.6,67.538,"< 0.5",23.4809,13.8,112.0299,1044,1475.9708,63.6,90.1276,9.5,19.885,16.5,31.1513,NA,11.6,146.4,616,11.18,"Vg","E",NA,1,20,40,NA,0.872438515333333,0.0141391415023242,3.6255,0.2224,16,16
"504",521,"Vg.E",5,"04","Vg.E.2.0-10.04",0.153,4.262,0,"04","7/12/2017 13:54",14.5004,NA,0.053,5.5545,18.84,1052.5034,8.948,955.8682,NA,8.9518,0.05958,27.6289,"0.00312",4.1785,0.01325,42.4718,0.00051,36.7957,11510,13724.3568,167,649.3637,113800,80673.2738,"6.9",8.1279,32.7,54.1044,"0.3",27.5086,12.6,101.8889,1070,1506.1841,66.8,93.9758,9.1,19.1387,13,24.5243,NA,5.1,132.5,530,11.38,"Vg","E",NA,2,0,10,NA,0.91,NA,4.69610398382293,0.216185142054832,4,4
"505",522,"Vg.E",5,"04","Vg.E.1.0-10.04",0.198,2.649,0,"04","7/12/2017 13:41",14.5934,NA,0.0457,5.4266,19.43,1048.3858,9.607,988.6896,NA,9.2467,0.05141,23.0629,"0.00296",3.9469,0.01398,43.1353,NA,27.8206,12070,13859.3715,169.9,636.557,111100,75987.916,"6.4",7.4806,34.2,56.2408,"< 0.5",21.5536,11,88.6565,1097,1531.0934,66.1,92.5299,9.3,19.3504,15.8,29.4269,NA,NA,139.8,457,11.11,"Vg","E",NA,1,0,10,NA,0.91,NA,2.94681345954455,0.267161286322992,4,4
"506",523,"Vg.E",5,"04","Vg.E.4.0-10.04",0.3038,4.49555,1,"16","7/12/2017 14:08",14.8038,NA,0.0618,5.6429,19.28,1035.2711,9.353,962.7841,NA,8.0926,0.05415,24.328,"0.00386",4.6992,0.01307,40.491,0.00106,38.6492,11800,13593.7896,162.2,610.1784,114500,78392.5603,"7.9",9.0643,34.5,55.9773,"< 0.5",24.4252,13.2,104.8277,1041,1433.011,68.9,94.7453,9.4,19.334,16.1,29.5628,NA,10.6,130.7,618,11.45,"Vg","E",NA,4,0,10,NA,0.91,NA,4.49555,0.3038,16,16
"507",524,"Vg.E",5,"04","Vg.E.3.0-10.04",0.313,4.8042,0,"16","7/12/2017 14:22",14.4745,NA,0.0721,5.8356,18.5,1043.4762,8.672,938.3505,NA,7.9523,0.05818,27.4392,"0.00486",5.7264,0.01372,44.621,0.001,39.8796,11830,14305.2861,166.1,653.5119,114100,81738.2834,"6.6",7.7006,33,54.7554,"< 0.5",21.5345,12.8,103.4354,1050,1481.4823,67.5,95.3771,9.5,19.8713,16.4,30.9764,NA,10,137.2,721,11.41,"Vg","E",NA,3,0,10,NA,0.91,NA,4.8042,0.313,16,16
"508",527,"Vg.E",5,"16","Vg.E.Ee2.1.0-10.16",0.3262,5.3263,0,"16","7/10/2017 11:50",13.9821,2.98,0.057,5.5864,18.35,996.359,10.73,1121.2241,0.01668,11.7367,0.05665,25.4454,"0.00488",5.5183,0.01864,57.233,0.00405,50.8809,10720,12312.6779,207.9,784.3109,103200,71209.4853,"11",13.3002,45.8,78.4129,"< 0.6",23.0705,13.8,115.4528,966.1,1394.544,61.2,88.441,8.3,18.0176,17.8,34.5137,166.8,40.5,186.4,570,10.32,"Vg","E","Ee2",1,0,10,"E",0.811039633333333,0.0199127117621922,5.3263,0.3262,16,16
"509",528,"Vg.E",5,"16","Vg.E.Ee1.4.0-10.16",0.3451,5.5514,0,"16","7/12/2017 11:54",14.0274,3.03,0.0384,5.3347,18.41,1011.6408,9.483,1002.5753,0.02651,13.0141,0.07112,32.6383,"0.00515",5.854,0.02062,65.0474,0.00399,52.6228,10830,12798.4039,161.4,624.885,106100,74770.1253,"9.4",11.3118,39.4,67.2578,"< 0.5",21.5163,12,99.9667,867.1,1250.8748,62.2,89.6792,9,19.2022,14.7,28.4329,265.1,39.9,206.2,384,10.61,"Vg","E","Ee1",4,0,10,"E",0.811039633333333,0.0199127117621922,5.5514,0.3451,16,16
"510",529,"Vg.E",5,"16","Vg.E.T.1.0-10.16",0.3705,6.0337,0,"16","7/10/2017 12:18",14.121,2.97,0.0666,5.7333,18.69,1030.9665,9.963,1050.6584,0.00513,10.4575,0.06299,28.6204,"0.00683",7.2124,0.01638,51.2192,0.0048,56.449,11100,12951.8786,193.2,738.088,106200,74208.2714,"9",10.802,41.9,71.1399,"< 0.5",21.791,12.7,105.2638,1092,1567.61,62.5,90,9.1,19.4526,13.2,25.5164,51.3,48,163.8,666,10.62,"Vg","E","T",1,0,10,"T",0.811039633333333,0.0199127117621922,6.0337,0.3705,16,16
"511",530,"Vg.E",5,"16","Vg.E.Ee1.3.0-10.16",0.258,4.2825,0,"16","7/10/2017 12:59",13.9976,2.99,0.0654,5.7068,18.95,1033.288,9.918,1032.586,NA,9.5961,0.05975,27.0125,"0.00441",5.168,0.01704,52.8696,0.0114,89.448,11350,13141.3444,164,621.8686,103900,71978.06,"7.5",9.0895,37.8,64.6718,"< 0.5",19.3088,11.3,94.4867,1081,1559.0285,62.9,90.9136,8.2,17.9106,15.7,30.405,NA,114,170.4,654,10.39,"Vg","E","Ee1",3,0,10,"E",0.811039633333333,0.0199127117621922,4.2825,0.258,16,16
"512",531,"Vg.E",5,"16","Vg.E.L.3.0-10.16",0.3495,5.30975,1,"16","7/12/2017 10:42",13.3829,2.98,0.0852,6.0212,18.08,1016.6905,10.39,1117.1349,0.0204,12.9383,0.06562,30.2686,"0.0084",8.6028,0.02196,69.2949,0.03883,234.3374,10570,12475.7493,170.7,661.4589,97530,69281.486,"9.1",11.448,36.4,64.8663,"< 0.5",18.4903,11.2,97.9086,960.6,1442.4024,57.9,86.9634,8.4,18.8491,14.1,28.4531,204,388.3,219.6,852,9.753,"Vg","E","L",3,0,10,"L",0.811039633333333,0.0199127117621922,5.30975,0.3495,16,16
"513",533,"Vg.E",5,"16","Vg.E.T.3.0-10.16",0.3087,4.41205,1,"16","7/12/2017 10:56",13.9375,3.05,0.0535,5.5342,19.18,1035.7929,10.37,1066.6242,0.01684,12.0021,0.06319,28.1058,"0.00418",4.9218,0.01697,51.8139,0.00574,58.7193,11300,12882.7146,161.2,602.8175,101900,69722.8904,"6.6",7.9424,34.5,59.2192,"< 0.5",18.2609,10.2,85.6884,992.4,1437.4735,61.4,89.0348,8.5,18.4461,14.6,28.4133,168.4,57.4,169.7,535,10.19,"Vg","E","T",3,0,10,"T",0.811039633333333,0.0199127117621922,4.41205,0.3087,16,16
