"","X","stand","depth","year","ID","N_pct","C_pct","CN_avgd","measured_in","Eval_Date","Mass_coef","Mass_g","Mg_pct","Mg_int","Al_pct","Al_int","Si_pct","Si_int","P_pct","P_int","S_pct","S_int","Cl_pct","Cl_int","K_pct","K_int","Ca_pct","Ca_int","Ti_ppm","Ti_int","Mn_ppm","Mn_int","Fe_ppm","Fe_int","Cu_ppm","Cu_int","Zn_ppm","Zn_int","Rb_ppm","Rb_int","Sr_ppm","Sr_int","Zr_ppm","Zr_int","Nb_ppm","Nb_int","Mo_ppm","Mo_int","Pb_ppm","Pb_int","P_ppm","Ca_ppm","K_ppm","Mg_ppm","Fe_pct","site","LU","position","rep","inc_from","inc_to","elt","avgBD","BDsd","C_new","N_new","newest","oldmeas"
"125",129,"Bp.E1",5,"16","Bp.E1.T.3.0-10.16",0.1203,2.0169,0,"16","6/27/2017 13:19",NA,3.43,0.1266,6.5882,19.61,1076.2886,12.78,1311.0738,0.03078,11.8684,0.02609,11.6097,"0.00253",3.5103,0.05977,174.1765,0.00117,31.7305,13340,14566.5543,209.8,745.4403,9.227,61077.9956,"41.3",43.9556,31.1,38.6509,"36.3",63.7843,17.2,149.4266,650.5,983.3139,49.5,75.6617,5.6,13.6095,NA,NA,307.8,11.7,597.7,1266,0.0009227,"Bp","E","T",3,0,10,"T",0.883085132333333,0.0727083206400302,2.0169,0.1203,16,16
"126",130,"Bp.E1",5,"16","Bp.E1.T.4.0-10.16",0.1264,2.4662,0,"16","6/27/2017 14:01",NA,2.8,0.1128,6.4516,19.59,1111.0541,13,1363.9904,0.02905,11.8286,0.01532,7.0779,"0.00487",5.3992,0.06648,196.1597,0.00081,29.9124,13350,14743.9744,231.1,829.9168,8.995,60519.6457,"38.8",42.3966,30.2,38.2659,"32.8",58.8558,17,150.6298,669.5,1019.7163,52,79.5238,4.9,12.2615,NA,NA,290.5,8.1,664.8,1128,0.0008995,"Bp","E","T",4,0,10,"T",0.883085132333333,0.0727083206400302,2.4662,0.1264,16,16
"127",131,"Bp.E1",5,"16","Bp.E1.Ee1.2.0-10.16",0.1533,2.6979,0,"16","6/27/2017 12:37",NA,2.37,0.1095,6.3826,19.86,1113.1332,12.51,1298.126,0.03728,13.3291,0.01793,8.2252,"0.00611",6.3789,0.03887,114.8716,0.06584,351.5396,13470,14842.4293,235.7,844.4846,8.889,59518.518,"40.9",44.3455,32.1,40.8512,"35.9",64.4852,24,212.1498,662.2,987.8383,54.4,80.7778,5.8,13.5973,NA,NA,372.8,658.4,388.7,1095,0.0008889,"Bp","E","Ee1",2,0,10,"E",0.883085132333333,0.0727083206400302,2.6979,0.1533,16,16
"128",132,"Bp.E1",5,"16","Bp.E1.T.2.0-10.16",0.1521,2.6667,0,"16","6/27/2017 12:24",NA,2.77,0.0898,5.9106,21.51,1040.3955,13.33,1209.87,0.03959,12.3211,0.0189,7.707,"0.00297",3.6253,0.0395,104.3796,0.00792,58.9424,14060,13937.3646,222.1,719.8274,9.327,55889.2233,"44.1",43.6414,27,31.5054,"33.6",55.4648,18.6,151.0751,645.9,900.9694,53.2,74.7553,5.2,12.1269,NA,NA,395.9,79.2,395,898,0.0009327,"Bp","E","T",2,0,10,"T",0.883085132333333,0.0727083206400302,2.6667,0.1521,16,16
"129",133,"Bp.E1",5,"16","Bp.E1.Ee1.3.0-10.16",0.1302,2.1379,0,"16","6/27/2017 13:33",NA,2.54,0.1233,6.5697,19.99,1110.3107,13.2,1357.1197,0.03762,13.2426,0.01599,7.2403,"0.00574",5.9986,0.0617,178.5776,0.00166,33.7357,13450,14577.5329,218.6,770.7075,9.1,60086.276,"41.4",44.1187,30.2,37.7026,"31.7",55.9345,19.9,173.4097,672.5,998.5653,54.4,80.6652,6.4,14.6848,NA,NA,376.2,16.6,617,1233,0.00091,"Bp","E","Ee1",3,0,10,"E",0.883085132333333,0.0727083206400302,2.1379,0.1302,16,16
"130",134,"Bp.E1",5,"16","Bp.E1.T.1.0-10.16",0.1119,2.1049,0,"16","6/28/2017 12:02",NA,3.58,0.1164,6.5023,20.24,1144.3573,12.58,1306.7186,0.03141,12.1961,0.01546,7.1172,"0.0034",4.2256,0.03741,110.341,0.00058,28.9935,13840,15241.668,243.5,870.2769,9.116,61075.5124,"40.7",43.9215,34.3,43.1515,"34",60.348,15.6,136.5931,654.2,1006.246,50.2,78.2984,5.5,13.6371,NA,NA,314.1,5.8,374.1,1164,0.0009116,"Bp","E","T",1,0,10,"T",0.883085132333333,0.0727083206400302,2.1049,0.1119,16,16
"131",135,"Bp.E1",5,"16","Bp.E1.Ee2.4.0-10.16",0.1674,3.0684,0,"16","6/27/2017 14:29",NA,2.32,0.1311,6.7818,19.26,1124.595,12.73,1370.7328,0.03339,12.7895,0.01858,8.656,"0.00561",6.0929,0.06305,190.5184,0.00093,30.4154,12950,14648.1594,216.8,797.4903,8.721,60189.7117,"38.5",43.0669,30.4,39.6023,"33",60.8871,17.5,159.1631,663.1,1010.4588,52.1,78.8809,5.5,13.287,NA,NA,333.9,9.3,630.5,1311,0.0008721,"Bp","E","Ee2",4,0,10,"E",0.883085132333333,0.0727083206400302,3.0684,0.1674,16,16
"132",136,"Bp.E1",5,"16","Bp.E1.Ee2.3.0-10.16",0.1485,2.4238,0,"16","6/27/2017 13:47",NA,2.03,0.1237,6.6511,19.26,1114.4828,12.66,1354.3179,0.03083,12.0794,0.01667,7.822,"0.00501",5.5876,0.059,177.6922,0.00229,37.5583,13010,14663.3737,211.2,774.035,8.898,61091.5589,"43.2",47.244,32.6,42.016,"34.7",63.2638,15.6,139.3179,667.3,981.5301,52.6,76.6617,6.2,14.0665,NA,NA,308.3,22.9,590,1237,0.0008898,"Bp","E","Ee2",3,0,10,"E",0.883085132333333,0.0727083206400302,2.4238,0.1485,16,16
"133",137,"Bp.E1",50,"04","Bp.E1.L.3.40-60.04",0.061,1.393,0,"04","6/12/2017 17:43",NA,2.95,0.1828,7.265,19.51,1024.0387,14.25,1415.9081,0.01919,9.1229,0.00733,3.3716,"0.00604",6.0474,0.1925,533.4164,0.00075,29.8152,12150,12621.4087,147.1,500.9823,9.765,61893.2915,"36.9",38.4114,28.4,33.606,"30",50.1863,14.7,121.4718,649.7,930.4924,43.7,63.9538,4.7,11.5975,NA,NA,191.9,7.5,1925,1828,0.0009765,"Bp","E","L",3,40,60,"L",1.29,0.014142135623731,1.58468767002586,0.111967247106594,4,4
"134",138,"Bp.E1",50,"04","Bp.E1.E.3.40-60.04",0.061,1.464,0,"04","6/13/2017 16:24",NA,3.32,0.1738,7.0821,19.45,996.6991,14.22,1388.8564,0.01756,8.9061,0.00773,3.5521,"0.00379",4.3312,0.1883,516.6134,NA,26.9757,12190,12548.5826,148.6,501.8352,9.778,61231.1834,"43.3",43.6917,34,39.8883,"32.5",53.9609,14.4,118.191,666,950.3423,44.2,64.5878,5,12.0035,NA,NA,175.6,NA,1883,1738,0.0009778,"Bp","E","E",3,40,60,"E",1.29,0.014142135623731,1.66168681895565,0.111967247106594,4,4
"135",139,"Bp.E1",50,"04","Bp.E1.L.1.40-60.04",0.057,1.393,0,"04","6/12/2017 17:16",NA,3.11,0.1686,6.9644,19.95,1001.2648,14.29,1366.7157,0.01824,8.7073,0.00829,3.6931,"0.00285",3.5969,0.1719,462.6775,NA,23.6094,12550,12677.3597,159.9,529.8419,10.26,62973.1448,"39.7",39.6341,32.2,36.6441,"35.4",56.9224,16.8,133.3437,657.5,907.721,45.1,63.6667,5.2,12.1703,NA,NA,182.4,NA,1719,1686,0.001026,"Bp","E","L",1,40,60,"L",1.29,0.014142135623731,1.58468767002586,0.107436034282758,4,4
"136",140,"Bp.E1",50,"04","Bp.E1.L.4.40-60.04",0.068,1.428,0,"04","6/12/2017 17:57",NA,2.88,0.155,6.8369,19.76,1012.8473,14.18,1381.804,0.01952,9.0726,0.00813,3.7077,"0.00823",7.5933,0.1618,442.1251,NA,25.4974,12550,12866.251,159.2,534.6921,10.09,62870.8266,"40.8",41.0834,25.5,29.4774,"37.7",61.649,18.7,150.8783,659,920.8294,45.8,65.1258,4.8,11.4907,NA,NA,195.2,NA,1618,1550,0.001009,"Bp","E","L",4,40,60,"L",1.29,0.014142135623731,1.62264499696308,0.119896869548308,4,4
"137",141,"Bp.E1",50,"04","Bp.E1.L.2.40-60.04",0.054,1.286,0,"04","6/12/2017 17:29",NA,2.84,0.167,7.0126,19.56,1010.3966,14.34,1406.2535,0.01678,8.8136,0.0068,3.1196,"0.00636",6.2354,0.183,502.5051,0.00027,27.044,12120,12482.5866,142.6,482.3096,9.673,60760.4212,"37.2",38.5379,34.7,41.0008,"29",48.5316,14.4,119.2292,673.4,958.848,44,63.9002,4.7,11.4882,NA,NA,167.8,2.7,1830,1670,0.0009673,"Bp","E","L",2,40,60,"L",1.29,0.014142135623731,1.46864669910348,0.10403762466488,4,4
"138",142,"Bp.E1",50,"04","Bp.E1.E.4.40-60.04",0.079,1.57,0,"04","6/13/2017 16:10",NA,3.22,0.1361,6.6149,19.35,1007.7751,13.96,1384.7914,0.01989,9.0764,0.00957,4.343,"0.00324",3.9563,0.1654,459.6327,NA,26.3316,12460,12986.4722,158.7,541.5086,10.05,63618.7131,"39.5",40.4022,35.7,41.6692,"37.1",61.317,18,146.3235,633.3,899.6257,45.2,65.3935,5.3,12.5724,NA,NA,198.9,NA,1654,1361,0.001005,"Bp","E","E",4,40,60,"E",1.29,0.014142135623731,1.77664329482268,0.132357704813858,4,4
"139",143,"Bp.E1",50,"04","Bp.E1.E.1.40-60.04",0.061,1.57,0,"04","6/13/2017 16:52",NA,2.95,0.1339,6.5351,19.8,1002.4531,14.2,1370.9679,0.01804,8.6455,0.00745,3.4286,"0.00402",4.469,0.1741,472.5533,NA,24.1799,12580,12807.2109,158.9,530.1309,10.27,63486.4205,"45",44.1992,35.5,40.5306,"37.2",60.0542,17.1,136.1866,649.3,897.2606,46,64.7591,4.8,11.4441,NA,NA,180.4,NA,1741,1339,0.001027,"Bp","E","E",1,40,60,"E",1.29,0.014142135623731,1.77664329482268,0.111967247106594,4,4
"140",144,"Bp.E1",50,"04","Bp.E1.E.2.40-60.04",0.072,1.464,0,"04","6/13/2017 16:38",NA,3.24,0.1772,7.2374,19.13,1024.6935,14.05,1424.3053,0.01928,9.3375,0.00859,3.9817,"0.0041",4.6484,0.1846,521.2391,0.00043,28.4058,12080,12778.4954,142.9,495.4956,9.6,61986.1218,"40.8",42.5136,34.8,41.9231,"30.4",51.8653,14.6,123.1681,649.2,951.1544,41.7,62.5713,5.2,12.6687,NA,NA,192.8,4.3,1846,1772,0.00096,"Bp","E","E",2,40,60,"E",1.29,0.014142135623731,1.66168681895565,0.124428082372144,4,4
"141",145,"Bp.E1",50,"16","Bp.E1.L.3.40-60.16",0.1076,1.3817,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",3,40,60,"L",1.0399652135,0.105370780598331,1.3817,0.1076,16,16
"142",146,"Bp.E1",50,"16","Bp.E1.Ee1.2.40-60.16",0.1136,1.4796,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",2,40,60,"E",1.0399652135,0.105370780598331,1.4796,0.1136,16,16
"143",147,"Bp.E1",50,"16","Bp.E1.L.4.40-60.16",0.1188,1.6405,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",4,40,60,"L",1.0399652135,0.105370780598331,1.6405,0.1188,16,16
"144",148,"Bp.E1",50,"16","Bp.E1.Ee1.1.40-60.16",0.1069,1.5043,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",1,40,60,"E",1.0399652135,0.105370780598331,1.5043,0.1069,16,16
"145",149,"Bp.E1",50,"16","Bp.E1.Ee2.2.40-60.16",0.1113,1.4845,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",2,40,60,"E",1.0399652135,0.105370780598331,1.4845,0.1113,16,16
"146",150,"Bp.E1",50,"16","Bp.E1.L.1.40-60.16",0.1038,1.5331,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",1,40,60,"L",1.0399652135,0.105370780598331,1.5331,0.1038,16,16
"147",151,"Bp.E1",50,"16","Bp.E1.Ee1.3.40-60.16",0.1242,1.7433,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",3,40,60,"E",1.0399652135,0.105370780598331,1.7433,0.1242,16,16
"148",152,"Bp.E1",50,"16","Bp.E1.T.1.40-60.16",0.1055,1.4448,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",1,40,60,"T",1.0399652135,0.105370780598331,1.4448,0.1055,16,16
"149",153,"Bp.E1",50,"16","Bp.E1.Ee1.4.40-60.16",0.1165,1.4588,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",4,40,60,"E",1.0399652135,0.105370780598331,1.4588,0.1165,16,16
"150",154,"Bp.E1",50,"16","Bp.E1.L.2.40-60.16",0.1026,1.395,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",2,40,60,"L",1.0399652135,0.105370780598331,1.395,0.1026,16,16
"151",155,"Bp.E1",50,"16","Bp.E1.Ee2.3.40-60.16",0.1115,1.4408,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",3,40,60,"E",1.0399652135,0.105370780598331,1.4408,0.1115,16,16
"152",156,"Bp.E1",50,"16","Bp.E1.Ee2.4.40-60.16",0.1042,1.306,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",4,40,60,"E",1.0399652135,0.105370780598331,1.306,0.1042,16,16
"153",157,"Bp.E1",50,"16","Bp.E1.T.2.40-60.16",0.1051,1.3969,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",2,40,60,"T",1.0399652135,0.105370780598331,1.3969,0.1051,16,16
"154",158,"Bp.E1",50,"16","Bp.E1.T.4.40-60.16",0.1082,1.4304,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",4,40,60,"T",1.0399652135,0.105370780598331,1.4304,0.1082,16,16
"155",159,"Bp.E1",50,"16","Bp.E1.Ee2.1.40-60.16",0.1146,1.4931,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",1,40,60,"E",1.0399652135,0.105370780598331,1.4931,0.1146,16,16
"156",160,"Bp.E1",50,"16","Bp.E1.T.3.40-60.16",0.1085,1.4723,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",3,40,60,"T",1.0399652135,0.105370780598331,1.4723,0.1085,16,16
"157",161,"Bp.E1",80,"04","Bp.E1.E.2.60-100.04",0.05,0.988,0,"04","6/12/2017 12:26",NA,2.39,0.1836,7.2166,19.51,1002.7898,13.96,1367.4641,0.01535,8.3473,0.00632,2.9524,"0.00978",8.7908,0.184,507.0217,NA,25.0058,12180,12593.2695,143.3,486.0239,9.966,62615.2108,"36.8",37.9683,32.5,37.9524,"29.5",48.7755,15.2,123.3612,667.1,923.1916,44.1,62.3837,5.8,13.0015,NA,NA,153.5,NA,1840,1836,0.0009966,"Bp","E","E",2,60,100,"E",1.21,NA,1.1454671726094,0.099506411841044,4,4
"158",162,"Bp.E1",80,"04","Bp.E1.E.3.60-100.04",0.047,0.836,0,"04","6/12/2017 12:40",NA,2.99,0.1825,7.2623,19.41,1019.786,14.02,1397.1505,0.01393,8.347,0.00582,2.786,"0.0073",7.0208,0.1862,518.6732,NA,25.5105,12310,12853.8975,148.2,506.9804,9.872,62774.2461,"39.9",41.0433,33.8,39.8432,"32.2",53.6843,14.8,122.1697,672.6,960.9004,43.9,64.2956,4.5,11.2311,NA,NA,139.3,NA,1862,1825,0.0009872,"Bp","E","E",3,60,100,"E",1.21,NA,0.980623924196308,0.0961080022231667,4,4
"159",163,"Bp.E1",80,"04","Bp.E1.L.2.60-100.04",0.043,1.215,0,"04","6/12/2017 15:28",NA,2.99,0.1733,7.1122,19.85,1030.7622,14.5,1421.0999,0.01469,8.4344,0.0049,2.3867,"0.0038",4.3351,0.1791,490.2361,NA,25.6728,12280,12599.4057,139.5,469.5262,9.626,60368.937,"41.5",42.3474,33.3,39.4769,"28.9",48.4196,14.1,116.5855,670.3,960.0436,44.1,64.5942,5.1,12.1323,NA,NA,146.9,NA,1791,1733,0.0009626,"Bp","E","L",2,60,100,"L",1.21,NA,1.39164755017368,0.0915767893993303,4,4
"160",164,"Bp.E1",80,"04","Bp.E1.L.4.60-100.04",0.06,1.074,0,"04","6/12/2017 15:56",NA,2.96,0.1569,6.9702,19.48,1046.5976,14.15,1432.9018,0.01934,9.1778,0.00591,2.8986,"0.00385",4.4451,0.1673,469.6664,NA,23.9989,12640,13279.1274,162.1,556.4506,10.09,64695.5395,"41",41.9485,30.6,35.9305,"37.8",62.6324,18.5,151.2083,648.4,925.2559,46.9,67.8528,6.6,14.8125,NA,NA,193.4,NA,1673,1569,0.001009,"Bp","E","L",4,60,100,"L",1.21,NA,1.23873374736944,0.110834443900635,4,4
"161",165,"Bp.E1",80,"04","Bp.E1.E.4.60-100.04",0.054,0.912,0,"04","6/12/2017 12:54",NA,2.28,0.1433,6.6672,19.6,999.1283,13.85,1348.1957,0.01772,8.7052,0.00574,2.7619,"0.00718",6.8417,0.1611,442.0815,NA,22.9284,12690,13074.6547,160.6,541.5516,10.23,63815.2029,"41.8",41.7944,33.9,38.9879,"36",58.5217,18.1,145.3953,672.3,912.2826,47,64.4373,6.4,13.7426,NA,NA,177.2,NA,1611,1433,0.001023,"Bp","E","E",4,60,100,"E",1.21,NA,1.06304554840285,0.10403762466488,4,4
"162",166,"Bp.E1",80,"04","Bp.E1.L.3.60-100.04",0.05,1.038,0,"04","6/12/2017 15:42",NA,3.32,0.2126,7.6366,19.66,1020.894,14.34,1411.6526,0.01755,8.8835,0.0054,2.5936,"0.0052",5.3834,0.1934,530.9637,NA,25.6297,12310,12665.8117,147.7,498.227,9.973,62601.7709,"43.7",43.8417,29.2,34.092,"32.9",54.2764,14.2,115.4509,664.3,944.7647,45.5,66.0255,4.2,10.5392,NA,NA,175.5,NA,1934,2126,0.0009973,"Bp","E","L",3,60,100,"L",1.21,NA,1.19969192537686,0.099506411841044,4,4
"163",167,"Bp.E1",80,"04","Bp.E1.E.1.60-100.04",0.047,1.215,0,"04","6/12/2017 12:12",NA,2.9,0.1207,6.3805,19.57,1001.3971,13.91,1358.8906,0.01554,8.3595,0.00501,2.4933,"0.00582",5.8364,0.1733,476.075,NA,22.5687,12690,13070.9088,159.2,536.8454,10.37,64762.1828,"47.5",46.522,30.8,35.1443,"38.6",62.3771,17.5,139.197,665.2,919.3795,46,64.8382,4.3,10.6008,NA,NA,155.4,NA,1733,1207,0.001037,"Bp","E","E",1,60,100,"E",1.21,NA,1.39164755017368,0.0961080022231667,4,4
"164",168,"Bp.E1",80,"04","Bp.E1.L.1.60-100.04",0.1,1.286,0,"04","6/12/2017 15:14",NA,2.94,0.1287,6.5406,19.52,1029.2944,13.82,1381.5879,0.0168,8.6634,0.00606,2.9414,"0.00341",4.1037,0.1773,495.5951,NA,24.3608,12710,13305.2963,164,560.8529,10.3,65503.9873,"41.4",41.8381,35.9,41.563,"37.3",60.9936,22.1,178.3053,656.5,922.2889,46,65.6449,5.8,13.2795,NA,NA,168,NA,1773,1287,0.00103,"Bp","E","L",1,60,100,"L",1.21,NA,1.46864669910348,0.156146572138999,4,4
"165",169,"Bp.E1",80,"16","Bp.E1.Ee1.2.60-100.16",0.1019,1.2654,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",2,60,100,"E",1.030509906,0.0197438327158636,1.2654,0.1019,16,16
"166",170,"Bp.E1",80,"16","Bp.E1.Ee1.3.60-100.16",0.1124,1.3885,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",3,60,100,"E",1.030509906,0.0197438327158636,1.3885,0.1124,16,16
"167",171,"Bp.E1",80,"16","Bp.E1.L.2.60-100.16",0.1027,1.2532,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",2,60,100,"L",1.030509906,0.0197438327158636,1.2532,0.1027,16,16
"168",172,"Bp.E1",80,"16","Bp.E1.Ee1.1.60-100.16",0.107,1.3905,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee1",1,60,100,"E",1.030509906,0.0197438327158636,1.3905,0.107,16,16
"169",173,"Bp.E1",80,"16","Bp.E1.L.4.60-100.16",0.1125,1.1646,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",4,60,100,"L",1.030509906,0.0197438327158636,1.1646,0.1125,16,16
"170",174,"Bp.E1",80,"16","Bp.E1.T.2.60-100.16",0.0978,1.2507,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","T",2,60,100,"T",1.030509906,0.0197438327158636,1.2507,0.0978,16,16
"171",175,"Bp.E1",80,"16","Bp.E1.L.1.60-100.16",0.0973,1.2507,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","L",1,60,100,"L",1.030509906,0.0197438327158636,1.2507,0.0973,16,16
"172",176,"Bp.E1",80,"16","Bp.E1.Ee2.3.60-100.16",0.0998,1.2828,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",3,60,100,"E",1.030509906,0.0197438327158636,1.2828,0.0998,16,16
"173",177,"Bp.E1",80,"16","Bp.E1.Ee2.4.60-100.16",0.112,1.1574,0,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bp","E","Ee2",4,60,100,"E",1.030509906,0.0197438327158636,1.1574,0.112,16,16
